Route_Id,Origin_Port,Destination_Port,Orgin_Port_Country,Destination_Port_Country,No_Of_Stops,Stops_Names,Stop_Points,Average_Transit_Days,Distance,Vessel_Type,No_Of_Travels,Total_Incidents_Count,Risk_Score
R7379,NEW MANGALORE,CORONEL,INDIA,CHILE,0,"COLOMBO,SINES",0,64,17988,Bulk carrier,3440,148,16
R7380,KOLKATA,CALLAO,INDIA,PERU,0,"COLOMBO,SINES",0,59,17325,Tank,931,126,48
R7381,KOLKATA,CORONEL,INDIA,CHILE,0,"COLOMBO,SINES",0,66,18630,Barge,1608,150,33
R7382,KOLKATA,VALPARAISO,INDIA,CHILE,0,"COLOMBO,SINES",0,67,19154,Dredgers,1876,130,28
R7383,KOLKATA,SAN ANTONIO,INDIA,CHILE,0,"COLOMBO,SINES",0,63,18480,Tugs,869,123,54
R7384,ARRECIFE DE LANZAROTE,KOLKATA,SPAIN,INDIA,0,"VALENCIA,COLOMBO",0,63,12148,Corvette,1492,151,34
R7385,ENNORE,MANAUS,INDIA,BRAZIL,0,"COLOMBO,SINES,CRISTOBAL",0,68,17390,Reefer Vessel,3305,123,14
R7386,ENNORE,VILA DO CONDE,INDIA,BRAZIL,0,"COLOMBO,SINES,CRISTOBAL",0,76,17626,Frigate,855,131,57
R7387,COCHIN,MANAUS,INDIA,BRAZIL,0,"COLOMBO,SINES,CRISTOBAL",0,67,17086,Offshore Ships,1570,114,26
R7388,COCHIN,VILA DO CONDE,INDIA,BRAZIL,0,"COLOMBO,SINES,CRISTOBAL",0,75,17322,Panamax Ship,2596,122,17
R7389,NEW MANGALORE,MANAUS,INDIA,BRAZIL,0,"COLOMBO,SINES,CRISTOBAL",0,69,17284,Bulk carrier,1799,143,30
R7390,NEW MANGALORE,VILA DO CONDE,INDIA,BRAZIL,0,"COLOMBO,SINES,CRISTOBAL",0,77,17520,Tank,2005,110,20
R7391,KOLKATA,MANAUS,INDIA,BRAZIL,0,"COLOMBO,SINES,CRISTOBAL",0,71,17926,Tank,680,121,66
R7392,KOLKATA,VILA DO CONDE,INDIA,BRAZIL,0,"COLOMBO,SINES,CRISTOBAL",0,79,18162,Barge,1838,136,29
R7393,TEKIRDAG (ASYAPORT),NEW MANGALORE,TURKIYE,INDIA,0,COLOMBO,0,52,16568,Dredgers,1722,134,27
R7394,TEKIRDAG (ASYAPORT),COCHIN,TURKIYE,INDIA,0,COLOMBO,0,54,16392,Tugs,1149,123,40
R7395,TEKIRDAG (ASYAPORT),KOLKATA,TURKIYE,INDIA,0,COLOMBO,0,62,17207,Corvette,3380,143,16
R7396,TEKIRDAG (ASYAPORT),ENNORE,TURKIYE,INDIA,0,COLOMBO,0,53,16666,Reefer Vessel,3286,131,15
R7397,POTI,KOLKATA,GEORGIA,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,68,17860,Frigate,2458,130,19
R7398,POTI,ENNORE,GEORGIA,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,59,17319,Offshore Ships,1403,109,28
R7399,POTI,COCHIN,GEORGIA,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,60,17045,Panamax Ship,1123,112,38
R7400,POTI,NEW MANGALORE,GEORGIA,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,58,17221,Bulk carrier,1174,122,39
R7401,TRABZON,KOLKATA,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,70,17857,Tank,1440,141,37
R7402,TRABZON,ENNORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,61,17316,Barge,2611,115,17
R7403,TRABZON,COCHIN,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,62,17042,Dredgers,3043,133,16
R7404,TRABZON,NEW MANGALORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,60,17218,Tugs,1044,141,52
R7405,GIRESUN,COCHIN,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,63,16915,Corvette,1457,118,29
R7406,GIRESUN,KOLKATA,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,71,17730,Reefer Vessel,1852,127,26
R7407,GIRESUN,ENNORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,62,17189,Frigate,751,110,57
R7408,GIRESUN,NEW MANGALORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,61,17091,Offshore Ships,2349,129,20
R7409,ANTALYA,ENNORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,59,17232,Panamax Ship,2232,128,20
R7410,ANTALYA,NEW MANGALORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,58,17134,Bulk carrier,1868,135,26
R7411,ANTALYA,COCHIN,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,60,16958,Tank,557,130,80
R7412,ANTALYA,KOLKATA,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,68,17773,Tank,2371,114,18
R7413,SAMSUN,KOLKATA,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,71,17656,Barge,1477,138,34
R7414,SAMSUN,ENNORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,62,17115,Dredgers,1638,151,33
R7415,SAMSUN,COCHIN,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,63,16841,Tugs,1772,119,25
R7416,SAMSUN,NEW MANGALORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,61,17017,Corvette,1723,118,24
R7417,ALIAGA,NEW MANGALORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,56,16758,Reefer Vessel,2513,123,18
R7418,ALIAGA,COCHIN,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,58,16582,Frigate,2118,123,22
R7419,ALIAGA,KOLKATA,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,66,17397,Offshore Ships,900,145,60
R7420,ALIAGA,ENNORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,57,16856,Panamax Ship,848,123,48
R7421,KOLKATA,BUENOS AIRES,INDIA,ARGENTINA,0,"COLOMBO,SINES",0,63,16912,Bulk carrier,2146,126,22
R7422,KOLKATA,RIO GRANDE,INDIA,BRAZIL,0,"COLOMBO,SINES",0,67,17208,Tank,2640,118,16
R7423,NEW MANGALORE,RIO GRANDE,INDIA,BRAZIL,0,"COLOMBO,SINES",0,65,16566,Naval ship,2853,113,14
R7424,NEW MANGALORE,BUENOS AIRES,INDIA,ARGENTINA,0,"COLOMBO,SINES",0,61,16270,Livestock carrier,1345,128,37
R7425,NEW MANGALORE,NAVEGANTES,INDIA,BRAZIL,0,"COLOMBO,SINES,RIO DE JANEIRO",0,58,15504,Barge,1382,127,35
R7426,GEMLIK,ENNORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,54,16746,Dredgers,1371,138,37
R7427,GEMLIK,NEW MANGALORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,53,16648,Tugs,1086,130,42
R7428,GEMLIK,COCHIN,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,55,16472,Corvette,2498,140,20
R7429,GEMLIK,KOLKATA,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,63,17287,Reefer Vessel,1381,118,33
R7430,ODESA,KOLKATA,UKRAINE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,66,17623,Frigate,752,138,64
R7431,ODESA,COCHIN,UKRAINE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,58,16808,Offshore Ships,917,123,46
R7432,ODESA,NEW MANGALORE,UKRAINE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,56,16984,Panamax Ship,2433,117,18
R7433,ODESA,ENNORE,UKRAINE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,57,17082,Bulk carrier,2003,115,21
R7434,ISKENDERUN,NEW MANGALORE,TURKIYE,INDIA,0,COLOMBO,0,57,17395,Tank,2716,139,19
R7435,ISKENDERUN,COCHIN,TURKIYE,INDIA,0,COLOMBO,0,59,17219,Tank,679,133,72
R7436,ISKENDERUN,KOLKATA,TURKIYE,INDIA,0,COLOMBO,0,67,18034,Barge,2078,130,22
R7437,ISKENDERUN,ENNORE,TURKIYE,INDIA,0,COLOMBO,0,58,17493,Dredgers,1697,121,25
R7438,MERSIN,ENNORE,TURKIYE,INDIA,0,COLOMBO,0,57,17409,Tugs,3033,124,15
R7439,MERSIN,NEW MANGALORE,TURKIYE,INDIA,0,COLOMBO,0,56,17311,Corvette,1261,155,45
R7440,MERSIN,COCHIN,TURKIYE,INDIA,0,COLOMBO,0,58,17135,Reefer Vessel,3022,125,16
R7441,MERSIN,KOLKATA,TURKIYE,INDIA,0,COLOMBO,0,66,17950,Frigate,1236,114,33
R7442,MARSAXLOKK,KOLKATA,MALTA,INDIA,0,"GIOIA TAURO,COLOMBO",0,61,16466,Offshore Ships,1036,137,49
R7443,MARSAXLOKK,COCHIN,MALTA,INDIA,0,"GIOIA TAURO,COLOMBO",0,53,15651,Panamax Ship,1901,124,25
R7444,MARSAXLOKK,NEW MANGALORE,MALTA,INDIA,0,"GIOIA TAURO,COLOMBO",0,51,15827,Bulk carrier,1760,140,28
R7445,MARSAXLOKK,ENNORE,MALTA,INDIA,0,"GIOIA TAURO,COLOMBO",0,52,15925,Tank,505,143,98
R7446,KOLKATA,BUENAVENTURA,INDIA,COLOMBIA,0,"COLOMBO,VALENCIA,RODMAN",0,64,16358,Barge,3468,125,14
R7447,COCHIN,BUENAVENTURA,INDIA,COLOMBIA,0,"COLOMBO,VALENCIA,RODMAN",0,60,15518,Dredgers,1594,118,26
R7448,NEW MANGALORE,BUENAVENTURA,INDIA,COLOMBIA,0,"COLOMBO,VALENCIA,RODMAN",0,62,15716,Tugs,860,138,61
R7449,YARIMCA,COCHIN,TURKIYE,INDIA,0,"ABU DHABI,COLOMBO",0,60,15172,Corvette,3205,138,16
R7450,YARIMCA,NEW MANGALORE,TURKIYE,INDIA,0,"ABU DHABI,COLOMBO",0,58,15348,Reefer Vessel,2211,125,21
R7451,YARIMCA,KOLKATA,TURKIYE,INDIA,0,"ABU DHABI,COLOMBO",0,61,15987,Frigate,807,124,55
R7452,ALEXANDRIA EL DEKHEILA,ENNORE,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,56,16588,Offshore Ships,1020,113,41
R7453,ALEXANDRIA EL DEKHEILA,KOLKATA,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,65,17129,Panamax Ship,1771,129,27
R7454,ALEXANDRIA EL DEKHEILA,COCHIN,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,57,16314,Bulk carrier,1871,122,24
R7455,ALEXANDRIA EL DEKHEILA,NEW MANGALORE,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,55,16490,Tank,1626,143,33
R7456,HAIFA,NEW MANGALORE,ISRAEL,INDIA,0,"GIOIA TAURO,COLOMBO",0,62,16688,Tank,2194,124,20
R7457,GEBZE,KOLKATA,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,65,17290,Barge,3413,122,13
R7458,GEBZE,ENNORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,56,16749,Dredgers,2018,129,25
R7459,GEBZE,COCHIN,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,57,16475,Tugs,1922,115,22
R7460,GEBZE,NEW MANGALORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,55,16651,Corvette,2984,118,15
R7461,LATTAKIA,ENNORE,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,63,17525,Reefer Vessel,2910,146,19
R7462,LATTAKIA,KOLKATA,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,72,18066,Frigate,2742,144,20
R7463,LATTAKIA,COCHIN,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,64,17251,Offshore Ships,3077,120,14
R7464,LATTAKIA,NEW MANGALORE,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,62,17427,Panamax Ship,811,116,55
R7465,TARTUS,KOLKATA,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,73,18126,Bulk carrier,3153,133,16
R7466,TARTUS,ENNORE,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,64,17585,Tank,2331,138,20
R7467,TARTUS,COCHIN,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,65,17311,Roll-on/roll-off,2133,133,23
R7468,TARTUS,NEW MANGALORE,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,63,17487,Naval ship,1890,127,24
R7469,IZMIR,ENNORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,59,16886,Livestock carrier,651,145,78
R7470,IZMIR,NEW MANGALORE,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,58,16788,Offshore Ships,1129,109,36
R7471,IZMIR,COCHIN,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,60,16612,Heavy Lift Ships,2160,121,21
R7472,IZMIR,KOLKATA,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,68,17427,Panamax Ship,1240,125,37
R7473,KOLKATA,MONTEVIDEO,INDIA,URUGUAY,0,"COLOMBO,VALENCIA",0,64,16888,Tanker,1434,131,33
R7474,KOLKATA,VITORIA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,64,16000,Canoe,1218,164,50
R7475,COCHIN,SUAPE,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,48,13801,Hovercraft,1761,126,27
R7476,COCHIN,MONTEVIDEO,INDIA,URUGUAY,0,"COLOMBO,VALENCIA",0,60,16048,Submarine,2555,113,16
R7477,COCHIN,RIO DE JANEIRO,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,52,14888,Yacht,2760,136,18
R7478,COCHIN,SALVADOR,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,50,14182,Sailboat,1080,109,35
R7479,COCHIN,SANTOS,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,54,15142,Gas carrier,1546,124,31
R7480,COCHIN,PARANAGUA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,55,15292,High-speed craft,1665,135,30
R7481,COCHIN,ITAPOA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,57,15336,Livestock carrier,2026,123,23
R7482,NEW MANGALORE,SUAPE,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,50,13999,Project cargo ship,823,137,64
R7483,NEW MANGALORE,MONTEVIDEO,INDIA,URUGUAY,0,"COLOMBO,VALENCIA",0,62,16246,Barge,1461,129,32
R7484,NEW MANGALORE,RIO DE JANEIRO,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,54,15086,Dredgers,2812,123,16
R7485,NEW MANGALORE,SALVADOR,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,52,14380,Tugs,1576,147,33
R7486,NEW MANGALORE,SANTOS,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,56,15340,Corvette,3119,120,14
R7487,NEW MANGALORE,PARANAGUA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,57,15490,Reefer Vessel,2393,119,19
R7488,NEW MANGALORE,ITAPOA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,59,15534,Frigate,2277,130,19
R7489,KOLKATA,SUAPE,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,52,14641,Offshore Ships,2497,139,20
R7490,KOLKATA,SALVADOR,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,54,15022,Panamax Ship,1098,141,49
R7491,KOLKATA,RIO DE JANEIRO,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,56,15728,Bulk carrier,2274,111,18
R7492,KOLKATA,PARANAGUA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,59,16132,Tank,3317,130,14
R7493,KOLKATA,ITAPOA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,61,16176,Barge,2912,124,15
R7494,COCHIN,VITORIA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,60,15160,Dredgers,2336,127,21
R7495,NEW MANGALORE,VITORIA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,62,15358,Tugs,1582,132,29
R7496,ENNORE,SUAPE,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,49,14105,Corvette,800,136,62
R7497,COCHIN,PECEM,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,SUAPE",0,53,14260,Reefer Vessel,2260,130,21
R7498,NEW MANGALORE,PECEM,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,SUAPE",0,55,14458,Frigate,1324,133,37
R7499,ENNORE,PECEM,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,SUAPE",0,54,14564,Offshore Ships,1933,141,27
R7500,KOLKATA,PECEM,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,SUAPE",0,57,15100,Panamax Ship,872,133,55
R7501,COCHIN,NAVEGANTES,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,56,15270,Bulk carrier,2227,130,21
R7502,NEW MANGALORE,NAVEGANTES,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,58,15468,Tank,3115,120,13
R7503,ENNORE,IQUIQUE,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,65,17445,Tank,2394,137,20
R7504,COCHIN,IQUIQUE,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,64,17141,Barge,2669,128,17
R7505,COCHIN,PUERTO ANGAMOS,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,67,17260,Dredgers,3266,141,16
R7506,NEW MANGALORE,IQUIQUE,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,66,17339,Tugs,2659,125,18
R7507,NEW MANGALORE,PUERTO ANGAMOS,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,69,17458,Corvette,1419,135,37
R7508,KOLKATA,IQUIQUE,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,68,17981,Reefer Vessel,2958,103,13
R7509,KOLKATA,PUERTO ANGAMOS,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,71,18100,Frigate,2039,150,27
R7510,VISAKHAPATNAM,GUAYAQUIL,INDIA,ECUADOR,0,"COLOMBO,SINES,FREEPORT, GRAND BAHAMA",0,61,17007,Offshore Ships,3260,115,13
R7511,COLOMBO,GUAYAQUIL,SRI LANKA,ECUADOR,0,"SINES,FREEPORT, GRAND BAHAMA",0,56,16133,Panamax Ship,3239,116,13
R7512,KOLKATA,PUERTO BOLIVAR,INDIA,ECUADOR,0,"COLOMBO,VALENCIA,RODMAN",0,67,16806,Bulk carrier,3393,120,13
R7513,COCHIN,PUERTO BOLIVAR,INDIA,ECUADOR,0,"COLOMBO,VALENCIA,RODMAN",0,63,15966,Tank,3216,133,16
R7514,NEW MANGALORE,PUERTO BOLIVAR,INDIA,ECUADOR,0,"COLOMBO,VALENCIA,RODMAN",0,65,16164,Barge,1636,131,29
R7515,KOLKATA,NAVEGANTES,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,60,16110,Dredgers,1948,119,24
R7516,AUGUSTA PORT OF CATANIA,NEW MANGALORE,ITALY,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,15726,Tugs,502,132,98
R7517,YARIMCA,ENNORE,TURKIYE,INDIA,0,"ABU DHABI,COLOMBO",0,52,15446,Corvette,3263,119,14
R7518,EVYAP PORT,NEW MANGALORE,TURKIYE,INDIA,0,"GIOIA TAURO,COLOMBO",0,59,17693,Reefer Vessel,1770,131,27
R7519,EVYAP PORT,COCHIN,TURKIYE,INDIA,0,"GIOIA TAURO,COLOMBO",0,61,17517,Frigate,3454,120,12
R7520,EVYAP PORT,KOLKATA,TURKIYE,INDIA,0,"GIOIA TAURO,COLOMBO",0,69,18332,Offshore Ships,1139,118,37
R7521,EVYAP PORT,ENNORE,TURKIYE,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,17791,Panamax Ship,3156,126,15
R7522,DAMIETTA,KOLKATA,EGYPT,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,69,17923,Bulk carrier,3224,123,14
R7523,DAMIETTA,COCHIN,EGYPT,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,61,17108,Tank,1034,112,42
R7524,DAMIETTA,NEW MANGALORE,EGYPT,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,59,17284,Tank,2827,147,19
R7525,DAMIETTA,ENNORE,EGYPT,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,60,17382,Barge,2165,146,26
R7526,ENNORE,ARICA,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,63,17379,Dredgers,833,126,56
R7527,COCHIN,ARICA,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,62,17075,Tugs,655,122,69
R7528,NEW MANGALORE,ARICA,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,64,17273,Corvette,698,124,67
R7529,KOLKATA,ARICA,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,66,17915,Reefer Vessel,2363,125,20
R7530,ALEXANDRIA OLD PORT,NEW MANGALORE,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,63,16491,Frigate,2654,126,17
R7531,ALEXANDRIA OLD PORT,COCHIN,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,65,16315,Offshore Ships,1444,109,27
R7532,ALEXANDRIA OLD PORT,KOLKATA,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,73,17130,Panamax Ship,2145,124,22
R7533,ALEXANDRIA OLD PORT,ENNORE,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,64,16589,Bulk carrier,2208,123,21
R7534,MERSIN,PORT CHALMERS,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,73,17442,Tank,1788,116,24
R7535,MERSIN,WELLINGTON,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,69,17455,Naval ship,1860,126,25
R7536,MERSIN,NELSON,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,68,17381,Livestock carrier,841,136,60
R7537,MERSIN,LYTTELTON,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,71,17688,Barge,1431,112,29
R7538,MERSIN,AUCKLAND,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,64,17488,Dredgers,1825,130,26
R7539,ISKENDERUN,PORT CHALMERS,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,74,17495,Tugs,654,148,85
R7540,ISKENDERUN,WELLINGTON,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,70,17508,Corvette,1979,129,24
R7541,ISKENDERUN,NELSON,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,69,17434,Reefer Vessel,1070,123,43
R7542,ISKENDERUN,LYTTELTON,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,72,17741,Frigate,2980,106,13
R7543,ISKENDERUN,AUCKLAND,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,65,17541,Offshore Ships,902,125,51
R7544,YARIMCA,CHATTOGRAM,TURKIYE,BANGLADESH,0,"ABU DHABI,COLOMBO",0,55,16151,Panamax Ship,3452,132,14
R7545,PIRAEUS,MUNDRA,GREECE,INDIA,0,,0,51,16276,Bulk carrier,3179,139,16
R7546,PIRAEUS,NHAVA SHEVA,GREECE,INDIA,0,,0,54,16680,Tank,810,132,62
R7547,PIRAEUS,COLOMBO,GREECE,SRI LANKA,0,,0,58,17577,Tank,3240,145,16
R7548,PIRAEUS,NEW MANGALORE,GREECE,INDIA,0,COLOMBO,0,60,18080,Barge,1552,129,33
R7549,PIRAEUS,HALDIA,GREECE,INDIA,0,COLOMBO,0,65,18741,Dredgers,1246,124,39
R7550,PIRAEUS,COCHIN,GREECE,INDIA,0,COLOMBO,0,62,17904,Tugs,840,112,50
R7551,PIRAEUS,TUTICORIN,GREECE,INDIA,0,COLOMBO,0,60,17717,Corvette,1600,126,29
R7552,PIRAEUS,ENNORE,GREECE,INDIA,0,COLOMBO,0,61,18178,Reefer Vessel,2099,143,25
R7553,PIRAEUS,CHATTOGRAM,GREECE,BANGLADESH,0,COLOMBO,0,64,18883,Frigate,2337,144,23
R7554,PIRAEUS,VISAKHAPATNAM,GREECE,INDIA,0,COLOMBO,0,61,18454,Offshore Ships,2918,134,17
R7555,PIRAEUS,KAKINADA,GREECE,INDIA,0,COLOMBO,0,62,18458,Panamax Ship,1966,144,28
R7556,PIRAEUS,KOLKATA,GREECE,INDIA,0,COLOMBO,0,70,18719,Bulk carrier,3287,115,14
R7557,PIRAEUS,HAZIRA PORT/SURAT,GREECE,INDIA,0,ABU DHABI,0,48,13849,Tank,2022,127,23
R7558,PIRAEUS,KARACHI,GREECE,PAKISTAN,0,MUNDRA,0,56,16532,Barge,2741,129,17
R7559,PIRAEUS,KARACHI-MUHAMMAD BIN QASIM,GREECE,PAKISTAN,0,MUNDRA,0,54,16516,Dredgers,1428,146,39
R7560,VOLOS,MUNDRA,GREECE,INDIA,0,PIRAEUS,0,56,16467,Tugs,2245,119,20
R7561,VOLOS,NHAVA SHEVA,GREECE,INDIA,0,PIRAEUS,0,59,16871,Corvette,3193,131,16
R7562,VOLOS,COLOMBO,GREECE,SRI LANKA,0,PIRAEUS,0,63,17768,Reefer Vessel,674,141,79
R7563,VOLOS,HALDIA,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,70,18932,Frigate,1532,116,28
R7564,VOLOS,ENNORE,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,66,18369,Offshore Ships,1709,130,27
R7565,VOLOS,TUTICORIN,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,65,17908,Panamax Ship,1172,112,35
R7566,VOLOS,COCHIN,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,67,18095,Bulk carrier,1987,119,21
R7567,VOLOS,NEW MANGALORE,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,65,18271,Tank,1702,125,26
R7568,VOLOS,CHATTOGRAM,GREECE,BANGLADESH,0,"PIRAEUS,COLOMBO",0,69,19074,Tank,861,148,63
R7569,VOLOS,VISAKHAPATNAM,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,66,18645,Barge,1004,120,44
R7570,VOLOS,KAKINADA,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,67,18649,Dredgers,3257,108,13
