RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Risk_Category
1088,PortC,PortY,3,7,11,64,4,35,2321,13,irregular,congested areas,1370,453968,761462,compliant,no,in place,both,bulk carrier,7,713937,43,Medium
1089,PortC,PortZ,4,5,8,85,3,32,2108,11,irregular,congested areas,1608,451574,782393,compliant,yes,not in place,both,bulk carrier,13,615900,43,Medium
1090,PortA,PortY,1,3,7,50,4,32,1867,9,irregular,clear,2431,449787,1093992,compliant,no,not in place,non-hazardous,container,8,630450,43,Medium
1091,PortA,PortZ,2,5,14,79,4,25,1968,11,irregular,clear,1476,492604,1193851,non-compliant,no,not in place,both,bulk carrier,23,533695,48,Medium
1092,PortA,PortZ,1,2,5,30,3,27,2082,14,regular,congested areas,1726,284656,958013,non-compliant,yes,in place,non-hazardous,bulk carrier,16,511338,22,Low
1093,PortC,PortX,3,7,13,35,3,29,1941,12,irregular,congested areas,2039,274562,929590,non-compliant,no,not in place,both,bulk carrier,21,587603,21,Low
1094,PortB,PortX,4,7,5,10,4,32,2142,12,irregular,congested areas,1830,518126,745133,compliant,no,in place,both,bulk carrier,16,640621,51,Medium
1095,PortB,PortZ,4,1,5,90,4,27,1853,11,irregular,clear,1717,462441,955256,compliant,yes,in place,non-hazardous,container,4,567444,44,Medium
1096,PortC,PortX,3,4,5,36,4,28,2322,11,regular,congested areas,1547,395473,779205,compliant,no,not in place,non-hazardous,bulk carrier,6,486684,36,Medium
1097,PortB,PortZ,1,7,9,59,3,32,1982,12,regular,congested areas,1508,390022,946803,compliant,no,not in place,non-hazardous,container,9,421640,35,Medium
1098,PortC,PortY,3,5,11,75,4,30,1873,11,regular,congested areas,1515,424975,1196616,non-compliant,yes,not in place,non-hazardous,container,6,391847,40,Medium
1099,PortB,PortZ,4,5,11,74,4,31,2118,12,regular,clear,2012,444245,805833,compliant,no,in place,non-hazardous,container,17,554254,42,Medium
1100,PortC,PortZ,2,2,14,19,4,26,1804,12,regular,congested areas,1737,595447,962156,non-compliant,yes,in place,non-hazardous,container,11,631596,61,High
1101,PortB,PortY,4,4,5,46,4,28,2029,9,irregular,clear,1610,380380,1129148,non-compliant,yes,in place,both,container,13,319693,34,Medium
1102,PortB,PortY,4,2,10,78,3,28,2280,13,irregular,clear,1682,535578,883564,non-compliant,yes,in place,non-hazardous,container,18,489252,54,Medium
1103,PortA,PortX,1,4,13,50,3,29,1756,10,irregular,clear,2280,520868,1061184,non-compliant,yes,not in place,both,container,21,472937,52,Medium
1104,PortB,PortY,2,7,10,55,3,28,2238,10,regular,clear,1420,462641,1121529,compliant,yes,not in place,both,bulk carrier,10,587926,44,Medium
1105,PortB,PortX,4,7,8,86,4,27,1741,11,irregular,clear,1706,535364,1011763,compliant,yes,in place,both,bulk carrier,5,483319,53,Medium
1106,PortC,PortZ,2,1,14,54,3,30,2164,12,regular,congested areas,1544,506681,1014842,non-compliant,no,in place,non-hazardous,container,6,426954,50,Medium
1107,PortB,PortY,3,5,13,97,4,38,1810,13,regular,clear,1365,373960,835307,compliant,yes,not in place,non-hazardous,bulk carrier,17,489101,33,Medium
1108,PortB,PortZ,1,1,7,36,4,32,2238,7,irregular,clear,2241,426204,940110,compliant,no,not in place,both,bulk carrier,13,473430,40,Medium
1109,PortB,PortX,2,4,14,74,3,22,1884,13,irregular,clear,1527,508586,1024328,compliant,yes,in place,both,bulk carrier,7,551298,50,Medium
1110,PortB,PortY,2,5,8,93,4,31,1928,12,irregular,congested areas,2181,428586,714764,non-compliant,yes,not in place,both,bulk carrier,15,528520,40,Medium
1111,PortB,PortX,1,7,8,17,4,27,1812,10,irregular,clear,1436,528572,663039,non-compliant,yes,in place,non-hazardous,container,6,594248,52,Medium
1112,PortA,PortX,3,2,8,76,4,26,1517,11,regular,clear,1493,570470,977020,non-compliant,no,in place,both,bulk carrier,3,549374,58,Medium
1113,PortB,PortY,2,7,10,58,3,32,1771,12,regular,clear,2005,480403,1056822,non-compliant,no,in place,non-hazardous,container,1,651496,47,Medium
1114,PortC,PortY,1,7,11,98,3,30,1663,5,regular,congested areas,1957,426790,1013216,non-compliant,yes,in place,both,bulk carrier,4,505205,40,Medium
1115,PortC,PortX,4,3,13,98,3,39,1591,9,irregular,clear,1956,423030,756824,non-compliant,no,not in place,non-hazardous,bulk carrier,17,612010,39,Medium
1116,PortB,PortY,1,2,7,23,3,29,2058,14,regular,clear,2229,449943,1165531,non-compliant,yes,not in place,non-hazardous,container,10,581785,43,Medium
1117,PortB,PortX,4,3,12,71,3,29,2304,10,irregular,clear,1855,441284,1015531,compliant,yes,in place,both,container,11,520460,42,Medium
1118,PortB,PortZ,2,2,12,52,3,34,2359,11,regular,clear,2480,550062,1145604,non-compliant,no,in place,non-hazardous,container,12,618798,56,Medium
1119,PortA,PortZ,2,4,5,36,3,30,1767,11,irregular,clear,2257,426571,904202,compliant,yes,in place,both,bulk carrier,6,469777,40,Medium
1120,PortC,PortY,2,1,9,36,3,25,1978,13,regular,clear,2339,469638,1039751,non-compliant,yes,in place,both,bulk carrier,9,673983,45,Medium
1121,PortA,PortY,3,3,14,77,3,26,2232,11,irregular,clear,2401,535994,1078058,compliant,no,in place,both,bulk carrier,10,472362,54,Medium
1122,PortA,PortZ,3,4,9,84,3,28,1737,11,irregular,congested areas,1351,444397,1150678,compliant,yes,not in place,both,container,7,415935,42,Medium
1123,PortB,PortX,4,1,12,57,4,32,2240,12,regular,congested areas,1813,434869,1137996,compliant,yes,in place,both,container,9,408126,41,Medium
1124,PortB,PortX,1,1,12,76,3,35,2244,13,irregular,congested areas,2043,547662,879993,compliant,no,not in place,non-hazardous,container,11,559109,55,Medium
1125,PortC,PortX,4,5,6,34,4,33,1610,14,regular,clear,2384,567479,982633,non-compliant,no,in place,both,container,10,493583,58,Medium
1126,PortB,PortY,1,7,7,73,4,32,1528,11,irregular,congested areas,2455,481475,921518,non-compliant,yes,in place,non-hazardous,container,14,568123,47,Medium
1127,PortC,PortX,2,5,6,33,3,34,1919,11,regular,clear,1991,604842,1021444,non-compliant,yes,in place,both,bulk carrier,9,439731,62,High
1128,PortA,PortY,1,7,5,18,3,32,2187,11,irregular,congested areas,1842,493195,784365,non-compliant,no,in place,both,container,19,598698,48,Medium
1129,PortC,PortY,3,5,6,17,4,26,1696,14,regular,congested areas,1709,548527,761514,non-compliant,no,not in place,non-hazardous,container,6,568406,55,Medium
1130,PortC,PortY,1,3,14,68,3,29,1592,13,regular,clear,1454,631613,1357846,non-compliant,yes,not in place,both,bulk carrier,9,504251,65,High
1131,PortC,PortZ,1,3,10,26,3,27,2012,11,regular,clear,1932,430330,1290301,non-compliant,no,not in place,both,container,13,612485,40,Medium
1132,PortA,PortX,2,7,5,52,4,35,2126,8,regular,clear,1350,438669,1174886,non-compliant,no,in place,non-hazardous,container,15,607505,41,Medium
1133,PortA,PortY,2,1,10,77,3,26,1863,14,irregular,clear,2323,541913,1072633,non-compliant,no,not in place,non-hazardous,container,5,559207,54,Medium
1134,PortB,PortX,3,3,5,13,3,26,1880,14,irregular,clear,2293,469089,1116319,non-compliant,yes,in place,both,container,11,638728,45,Medium
1135,PortB,PortZ,1,1,6,17,4,30,2125,9,regular,congested areas,2418,407777,1116727,non-compliant,yes,in place,both,bulk carrier,15,661049,38,Medium
1136,PortC,PortX,1,4,12,51,4,37,1826,11,regular,clear,1823,445623,1248203,compliant,yes,not in place,both,container,3,471144,42,Medium
1137,PortC,PortZ,1,2,10,58,4,32,1841,13,irregular,congested areas,1654,369981,926123,compliant,yes,in place,both,bulk carrier,11,663245,33,Medium
1138,PortA,PortY,2,1,13,15,3,34,2055,12,regular,congested areas,2368,474974,886356,compliant,yes,in place,both,container,4,460093,46,Medium
1139,PortA,PortY,3,1,5,82,4,25,2077,8,regular,clear,2101,494405,997721,compliant,no,not in place,both,bulk carrier,7,627154,49,Medium
1140,PortA,PortZ,1,4,9,51,3,32,1955,9,regular,congested areas,2139,569031,1089328,compliant,no,not in place,both,bulk carrier,12,644720,58,Medium
1141,PortC,PortY,1,7,11,81,3,25,2296,13,irregular,congested areas,1555,571066,961773,non-compliant,no,in place,both,container,10,532534,58,Medium
1142,PortC,PortX,1,5,13,41,3,32,2149,12,regular,clear,1547,451854,917104,non-compliant,yes,not in place,both,bulk carrier,6,544673,43,Medium
1143,PortA,PortX,1,6,13,24,4,23,1929,13,irregular,clear,1832,644612,1215585,compliant,yes,not in place,non-hazardous,bulk carrier,18,520097,67,High
1144,PortC,PortZ,3,7,8,91,3,28,1741,13,irregular,congested areas,1340,387468,874437,non-compliant,no,not in place,non-hazardous,bulk carrier,10,467559,35,Medium
1145,PortA,PortX,3,5,8,96,3,21,2198,12,irregular,congested areas,2089,362306,1220298,compliant,no,in place,both,container,14,486221,32,Medium
1146,PortB,PortY,3,5,8,78,4,26,2205,12,regular,congested areas,1494,380610,1144475,non-compliant,no,in place,non-hazardous,bulk carrier,19,599661,34,Medium
1147,PortA,PortY,2,7,7,36,4,24,1980,10,regular,clear,2394,388075,1286792,non-compliant,no,not in place,non-hazardous,bulk carrier,8,635569,35,Medium
1148,PortC,PortY,1,7,12,75,3,32,2055,12,regular,clear,1607,538073,1327465,compliant,yes,in place,both,bulk carrier,15,548556,54,Medium
1149,PortC,PortX,1,1,9,68,4,30,2140,12,irregular,clear,1375,607022,1055534,compliant,yes,in place,non-hazardous,container,14,448988,62,High
1150,PortC,PortY,1,1,11,37,3,28,2320,15,regular,congested areas,2086,609628,1311771,compliant,no,not in place,non-hazardous,container,5,435375,63,High
1151,PortC,PortX,1,3,14,33,3,30,2177,10,regular,clear,2094,326201,1075785,non-compliant,yes,not in place,non-hazardous,bulk carrier,18,539388,28,Low
1152,PortA,PortZ,4,3,10,60,3,26,2089,13,irregular,clear,1529,543407,1059424,compliant,yes,not in place,non-hazardous,bulk carrier,12,497240,54,Medium
1153,PortA,PortY,3,2,13,30,4,31,2185,11,irregular,congested areas,1384,605596,1029070,non-compliant,yes,in place,non-hazardous,container,9,668621,62,High
1154,PortB,PortZ,4,2,7,40,4,29,2230,13,irregular,congested areas,2485,553823,934835,non-compliant,yes,in place,both,bulk carrier,3,479771,56,Medium
1155,PortA,PortX,4,6,10,84,3,39,2054,11,regular,congested areas,1696,429817,1113950,non-compliant,no,in place,both,container,5,609737,40,Medium
1156,PortB,PortX,2,7,7,59,3,36,2183,14,regular,clear,1514,487868,1172591,non-compliant,no,in place,non-hazardous,bulk carrier,11,487938,48,Medium
1157,PortA,PortZ,2,3,6,49,3,33,1864,10,regular,clear,2324,399961,790245,compliant,yes,not in place,non-hazardous,bulk carrier,5,521650,37,Medium
1158,PortA,PortY,1,7,7,77,3,31,2207,12,irregular,clear,1676,538154,1383976,compliant,no,not in place,non-hazardous,container,15,567214,54,Medium
1159,PortC,PortY,4,1,6,25,4,31,1866,12,regular,clear,1711,363010,1243676,compliant,yes,not in place,both,container,10,601958,32,Medium
1160,PortB,PortY,4,4,6,85,4,34,1798,10,irregular,clear,2099,534443,912671,compliant,no,not in place,non-hazardous,bulk carrier,4,592255,53,Medium
1161,PortC,PortZ,3,3,14,95,4,31,1974,12,regular,clear,1709,417894,1084351,non-compliant,no,not in place,both,container,8,494012,39,Medium
1162,PortC,PortX,4,1,11,72,4,31,1731,14,regular,clear,1515,507058,993522,compliant,no,in place,non-hazardous,bulk carrier,6,560034,50,Medium
1163,PortA,PortZ,2,7,14,65,4,27,1880,11,regular,congested areas,2051,455346,1049926,compliant,no,not in place,non-hazardous,bulk carrier,5,512521,44,Medium
1164,PortA,PortX,4,3,7,89,3,27,2075,13,regular,clear,1648,441516,979609,compliant,no,in place,both,container,0,406872,42,Medium
1165,PortB,PortY,2,5,12,33,4,29,2055,10,regular,clear,2130,554386,1078473,compliant,no,in place,both,bulk carrier,12,572892,56,Medium
1166,PortB,PortY,1,3,6,37,3,19,2127,9,irregular,congested areas,1953,605932,839632,non-compliant,no,not in place,both,bulk carrier,7,676270,62,High
1167,PortA,PortX,2,7,11,94,3,29,2131,13,irregular,congested areas,2321,416023,1328511,non-compliant,yes,in place,non-hazardous,container,21,704418,39,Medium
1168,PortB,PortY,1,7,7,98,4,29,2074,10,regular,congested areas,2364,494018,851001,non-compliant,no,in place,non-hazardous,bulk carrier,16,581738,49,Medium
1169,PortA,PortZ,3,6,13,40,4,33,1829,8,regular,congested areas,1302,391843,1082857,non-compliant,yes,not in place,both,bulk carrier,20,575192,35,Medium
1170,PortA,PortX,1,7,11,24,3,34,2184,10,irregular,clear,2417,427563,898204,compliant,no,in place,non-hazardous,bulk carrier,15,288066,40,Medium
1171,PortA,PortY,4,5,13,51,3,40,1978,14,regular,clear,2382,432989,976563,non-compliant,no,not in place,both,bulk carrier,9,822732,41,Medium
1172,PortB,PortY,2,1,6,59,3,32,2048,14,irregular,congested areas,2039,383922,1069189,compliant,no,not in place,both,container,13,693096,35,Medium
1173,PortC,PortY,1,5,10,95,4,30,2020,9,regular,congested areas,1706,566035,1014670,compliant,yes,in place,non-hazardous,bulk carrier,10,625913,57,Medium
1174,PortB,PortY,1,3,9,14,4,27,2314,9,regular,clear,1317,486136,1019406,compliant,yes,in place,non-hazardous,bulk carrier,13,557199,47,Medium
1175,PortC,PortX,1,5,6,57,4,25,1761,11,irregular,congested areas,2050,422613,944795,compliant,yes,not in place,non-hazardous,bulk carrier,16,326915,39,Medium
1176,PortB,PortX,1,6,8,22,4,33,1931,14,irregular,congested areas,1885,473755,896270,non-compliant,yes,in place,non-hazardous,bulk carrier,14,568230,46,Medium
1177,PortC,PortY,1,4,8,41,3,29,2106,11,regular,clear,2187,573364,1099465,non-compliant,yes,not in place,non-hazardous,container,12,553176,58,Medium
1178,PortC,PortZ,1,5,12,76,4,31,2004,11,irregular,congested areas,1631,552665,871857,compliant,no,not in place,non-hazardous,container,12,409074,56,Medium
1179,PortB,PortZ,2,7,11,88,3,30,1903,10,irregular,clear,2312,524405,902556,non-compliant,yes,not in place,non-hazardous,container,13,594816,52,Medium
1180,PortB,PortZ,4,6,9,39,4,30,1616,11,regular,congested areas,1468,430133,904316,non-compliant,yes,not in place,both,bulk carrier,17,673661,40,Medium
1181,PortC,PortZ,4,5,13,15,4,30,1942,13,regular,clear,2075,488749,950286,compliant,yes,not in place,both,bulk carrier,9,584056,48,Medium
1182,PortA,PortX,1,2,5,34,4,31,2072,12,regular,congested areas,2148,391907,786961,compliant,no,not in place,non-hazardous,container,10,583729,36,Medium
1183,PortC,PortX,2,4,8,37,3,33,2108,11,regular,clear,2240,472525,789267,non-compliant,no,in place,both,container,9,590149,46,Medium
1184,PortC,PortZ,1,1,9,71,3,25,1966,13,irregular,clear,1505,554122,1081459,compliant,no,not in place,both,bulk carrier,12,517722,56,Medium
1185,PortA,PortX,3,7,12,31,4,32,2035,12,regular,congested areas,1820,574348,1083166,non-compliant,yes,in place,both,container,15,625833,58,Medium
1186,PortC,PortZ,4,6,7,77,3,24,1771,13,regular,congested areas,2317,433695,1046602,compliant,no,in place,both,bulk carrier,13,702379,41,Medium
1187,PortA,PortY,1,5,9,24,3,32,2077,10,irregular,congested areas,1603,544315,1206278,compliant,yes,in place,non-hazardous,bulk carrier,11,554126,55,Medium
1188,PortA,PortY,2,4,7,35,4,31,2001,12,irregular,congested areas,1414,523899,867667,compliant,no,not in place,both,bulk carrier,17,474462,52,Medium
1189,PortB,PortZ,4,1,11,72,4,29,2033,13,regular,congested areas,1963,451323,741207,compliant,no,not in place,both,bulk carrier,8,411446,43,Medium
1190,PortC,PortX,2,4,14,27,3,29,1956,15,regular,clear,1386,539694,1117796,non-compliant,no,in place,non-hazardous,bulk carrier,4,600094,54,Medium
1191,PortC,PortZ,3,6,7,82,4,30,2042,9,irregular,clear,2418,578673,737951,non-compliant,no,not in place,both,bulk carrier,13,611421,59,Medium
1192,PortA,PortX,1,2,11,72,3,34,2126,11,regular,clear,2042,547372,979466,non-compliant,no,in place,both,bulk carrier,11,586394,55,Medium
1193,PortC,PortY,3,6,6,71,3,34,2051,9,irregular,clear,1727,392027,1041730,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,526437,36,Medium
1194,PortA,PortX,4,6,11,77,4,33,1635,10,irregular,congested areas,1749,456633,1309118,compliant,yes,not in place,both,container,5,577712,44,Medium
1195,PortC,PortZ,1,1,13,57,3,24,2055,12,irregular,clear,2085,506791,917999,compliant,no,not in place,non-hazardous,container,12,496438,50,Medium
1196,PortC,PortY,4,1,9,59,4,32,1922,7,regular,clear,2014,409666,929040,non-compliant,yes,in place,non-hazardous,container,20,478921,38,Medium
1197,PortA,PortY,1,5,10,72,3,20,1858,12,regular,clear,1301,597154,1099160,non-compliant,no,in place,non-hazardous,container,5,450370,61,High
1198,PortA,PortX,2,3,14,78,3,21,2269,13,irregular,congested areas,2401,497646,1090299,non-compliant,no,in place,both,bulk carrier,11,451411,49,Medium
1199,PortC,PortY,4,6,7,15,3,34,1813,11,regular,congested areas,2042,443866,948490,non-compliant,no,not in place,both,container,12,603044,42,Medium
1200,PortC,PortY,3,1,14,67,3,24,1836,10,irregular,clear,2421,434868,1027772,non-compliant,no,not in place,non-hazardous,container,9,523073,41,Medium
1201,PortA,PortX,3,6,9,60,3,29,1551,11,regular,congested areas,1409,418479,889447,compliant,no,in place,non-hazardous,bulk carrier,12,481861,39,Medium
1202,PortB,PortY,2,6,9,21,3,35,2288,16,regular,clear,1978,527157,1066999,non-compliant,no,in place,non-hazardous,container,9,413808,53,Medium
1203,PortB,PortZ,2,1,7,56,4,32,2178,10,irregular,congested areas,1670,546839,760949,non-compliant,no,in place,both,container,12,617106,55,Medium
1204,PortC,PortX,3,2,12,18,3,31,1933,10,regular,congested areas,2189,429739,1436172,compliant,yes,not in place,both,container,10,656974,40,Medium
1205,PortC,PortX,2,2,10,16,3,29,2122,7,regular,congested areas,1898,589920,1108159,compliant,yes,in place,non-hazardous,container,9,447586,60,High
1206,PortC,PortX,1,6,7,38,3,30,1554,14,regular,clear,2345,445920,834759,non-compliant,no,not in place,both,bulk carrier,11,537534,42,Medium
1207,PortA,PortX,3,2,5,87,4,27,2095,9,irregular,congested areas,2021,409084,959812,non-compliant,yes,not in place,both,container,14,456743,38,Medium
1208,PortC,PortZ,4,6,14,60,3,28,1828,12,regular,clear,1604,514970,842025,non-compliant,no,in place,non-hazardous,container,4,535821,51,Medium
1209,PortC,PortX,3,5,5,93,3,30,2334,16,irregular,congested areas,2223,384570,877202,compliant,yes,not in place,both,container,15,610790,35,Medium
1210,PortC,PortZ,2,1,14,64,3,30,2073,12,regular,clear,2135,376383,1031749,non-compliant,yes,not in place,both,container,8,711833,34,Medium
1211,PortB,PortX,1,6,6,68,4,29,2026,12,regular,clear,1745,399005,1208738,non-compliant,no,not in place,non-hazardous,bulk carrier,15,505296,36,Medium
1212,PortC,PortX,4,2,14,65,4,21,1835,11,regular,clear,2231,418178,984824,compliant,no,not in place,both,bulk carrier,8,619991,39,Medium
1213,PortC,PortY,3,2,9,31,4,36,1837,12,irregular,clear,1577,541081,716432,compliant,yes,in place,both,container,15,622432,54,Medium
1214,PortA,PortY,3,4,11,27,3,33,2118,12,irregular,clear,1676,373045,907914,compliant,no,not in place,both,bulk carrier,11,534886,33,Medium
1215,PortB,PortZ,4,4,5,67,3,29,1833,13,irregular,clear,1531,512803,917781,compliant,yes,in place,non-hazardous,bulk carrier,7,666009,51,Medium
1216,PortA,PortY,1,7,5,49,3,33,1826,7,regular,congested areas,1891,543184,1013338,non-compliant,no,not in place,both,bulk carrier,9,517228,54,Medium
1217,PortC,PortX,2,2,8,98,4,28,2281,12,regular,clear,1725,595252,978850,compliant,yes,in place,both,bulk carrier,17,593540,61,High
1218,PortC,PortZ,2,7,14,40,3,31,2057,12,regular,congested areas,2378,435282,670063,compliant,yes,not in place,both,container,12,492637,41,Medium
1219,PortC,PortY,2,7,10,65,4,22,1780,17,irregular,clear,1740,447145,861258,compliant,yes,in place,both,bulk carrier,9,603151,42,Medium
1220,PortC,PortX,2,7,13,44,4,31,2110,11,regular,clear,1333,642571,833876,non-compliant,no,not in place,both,container,17,593121,67,High
1221,PortC,PortY,4,5,5,35,3,28,1944,12,regular,congested areas,1628,591688,1134614,compliant,yes,in place,non-hazardous,container,16,668736,60,High
1222,PortA,PortY,1,3,14,77,3,30,1646,12,irregular,clear,2144,464708,957247,non-compliant,no,in place,both,container,7,733557,45,Medium
1223,PortC,PortY,1,6,9,93,4,36,1900,12,regular,congested areas,1753,573812,700208,compliant,no,in place,non-hazardous,container,10,641582,58,Medium
1224,PortC,PortY,3,4,13,43,3,29,1790,9,irregular,clear,2063,500651,869739,non-compliant,no,not in place,both,container,3,617066,49,Medium
1225,PortB,PortX,3,6,12,85,4,28,2051,13,regular,congested areas,2448,476851,1176203,non-compliant,no,not in place,non-hazardous,container,16,510931,46,Medium
1226,PortB,PortY,1,4,11,25,4,28,1868,10,regular,congested areas,1822,664831,910131,non-compliant,no,in place,non-hazardous,container,12,323433,70,High
1227,PortC,PortZ,3,1,14,51,3,24,2018,12,regular,clear,1781,569975,898094,compliant,yes,not in place,both,container,15,679830,58,Medium
1228,PortC,PortZ,1,1,6,14,3,31,2133,10,regular,congested areas,1616,637725,974455,non-compliant,no,in place,non-hazardous,container,2,735618,66,High
1229,PortC,PortY,4,2,13,70,3,32,2472,11,regular,congested areas,1421,394089,1033840,compliant,no,in place,both,container,10,581298,36,Medium
1230,PortC,PortZ,4,1,12,53,3,30,2395,11,irregular,clear,1880,616278,978591,compliant,yes,not in place,non-hazardous,bulk carrier,12,449389,64,High
1231,PortC,PortY,2,1,14,44,3,33,2044,11,regular,clear,1786,471881,1153472,non-compliant,yes,not in place,both,bulk carrier,1,687786,46,Medium
1232,PortC,PortX,1,3,14,10,3,33,1989,11,regular,clear,2335,469484,978601,compliant,no,not in place,both,bulk carrier,15,660508,45,Medium
1233,PortA,PortX,4,7,13,52,3,30,1880,12,irregular,congested areas,1424,498499,1101139,non-compliant,no,not in place,both,container,10,346267,49,Medium
1234,PortA,PortZ,1,5,13,41,4,32,1671,11,irregular,congested areas,1958,519191,1029503,compliant,no,not in place,both,container,3,564040,51,Medium
1235,PortA,PortZ,3,2,13,72,3,38,1542,13,irregular,congested areas,2400,563122,806049,non-compliant,yes,not in place,non-hazardous,container,9,574280,57,Medium
1236,PortB,PortY,1,3,7,42,3,26,1831,10,regular,clear,1879,540157,1267795,compliant,no,in place,both,container,14,389558,54,Medium
1237,PortC,PortY,2,2,11,86,3,33,2327,12,irregular,clear,2017,419847,1173352,non-compliant,no,in place,both,container,7,442113,39,Medium
1238,PortB,PortY,2,5,5,75,3,30,2320,10,irregular,congested areas,2069,403239,914983,compliant,yes,in place,both,bulk carrier,11,659156,37,Medium
1239,PortB,PortX,4,2,13,39,4,34,2014,15,irregular,clear,2203,462546,983331,compliant,yes,not in place,non-hazardous,bulk carrier,9,556973,45,Medium
1240,PortB,PortY,3,6,13,19,3,26,2093,12,irregular,clear,1705,471676,1092278,non-compliant,yes,in place,both,container,2,455005,46,Medium
1241,PortA,PortX,3,6,7,32,4,30,1879,10,regular,clear,1576,481277,1027004,compliant,no,not in place,non-hazardous,container,15,483059,47,Medium
1242,PortC,PortZ,1,6,9,48,4,27,1993,15,irregular,clear,2224,580846,1016058,compliant,no,not in place,non-hazardous,bulk carrier,16,429888,59,Medium
1243,PortC,PortX,3,1,12,54,4,22,1844,13,irregular,clear,2424,492631,1075840,non-compliant,no,not in place,both,bulk carrier,17,557541,48,Medium
1244,PortB,PortZ,2,5,10,38,4,35,1844,10,regular,congested areas,2153,692230,1053019,non-compliant,yes,in place,non-hazardous,bulk carrier,12,625230,73,High
1245,PortA,PortX,4,3,14,39,4,28,2122,11,regular,congested areas,1806,599048,1053702,non-compliant,yes,in place,both,container,14,667667,61,High
1246,PortB,PortX,4,3,14,43,3,26,1878,9,irregular,clear,1536,450047,1013703,non-compliant,no,not in place,non-hazardous,container,3,483201,43,Medium
1247,PortB,PortY,4,4,13,61,4,27,2098,9,regular,clear,2293,333690,1095834,non-compliant,yes,in place,both,container,13,514621,29,Low
1248,PortC,PortZ,3,3,7,90,4,37,1970,14,irregular,congested areas,2051,671052,1031452,compliant,yes,not in place,both,container,10,600115,70,High
1249,PortA,PortX,3,7,11,31,3,35,2283,10,regular,congested areas,1805,459667,1035221,non-compliant,yes,not in place,both,bulk carrier,11,645260,44,Medium
1250,PortC,PortX,2,6,10,14,4,29,2110,9,regular,congested areas,1464,553659,1206229,compliant,yes,in place,non-hazardous,bulk carrier,6,587077,56,Medium
1251,PortB,PortZ,1,7,9,20,3,33,2048,13,irregular,congested areas,2145,430460,1065016,compliant,no,not in place,non-hazardous,container,17,676753,41,Medium
1252,PortC,PortX,1,7,8,95,3,25,1713,15,regular,congested areas,2027,614475,1049582,compliant,no,not in place,non-hazardous,bulk carrier,3,731690,63,High
1253,PortB,PortZ,4,6,9,41,3,32,1901,14,regular,clear,1675,537171,866681,compliant,yes,not in place,non-hazardous,container,13,386998,54,Medium
1254,PortA,PortZ,4,4,8,33,3,28,1989,16,irregular,congested areas,2335,398126,874237,compliant,yes,not in place,both,bulk carrier,7,701901,37,Medium
1255,PortC,PortZ,3,1,7,20,4,31,2010,16,irregular,congested areas,1382,327601,1171255,non-compliant,yes,in place,both,container,22,679856,27,Low
1256,PortC,PortX,4,3,11,20,4,24,2132,10,regular,congested areas,1730,486718,1085596,non-compliant,yes,in place,non-hazardous,bulk carrier,15,432444,47,Medium
1257,PortC,PortX,2,5,10,26,4,27,2041,11,regular,congested areas,1777,519589,1137634,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,596377,52,Medium
1258,PortC,PortY,2,4,8,41,3,30,1793,8,irregular,clear,2082,541697,1029650,non-compliant,no,not in place,non-hazardous,bulk carrier,6,613597,54,Medium
1259,PortC,PortZ,4,3,13,92,3,30,2118,9,regular,clear,1668,409828,1059623,non-compliant,yes,not in place,non-hazardous,container,16,441018,38,Medium
1260,PortA,PortX,4,1,5,36,3,24,1907,14,irregular,congested areas,2254,425693,978137,non-compliant,no,in place,both,bulk carrier,-4,543891,40,Medium
1261,PortA,PortX,4,7,5,41,4,26,1870,12,regular,congested areas,1440,327092,995990,compliant,no,in place,both,container,13,565639,27,Low
1262,PortC,PortZ,4,5,13,70,3,31,1779,14,regular,clear,2019,427930,937482,non-compliant,yes,in place,both,container,14,442006,40,Medium
1263,PortB,PortZ,4,5,11,34,4,31,1929,10,irregular,congested areas,2315,345311,1200058,non-compliant,no,in place,non-hazardous,bulk carrier,14,516108,30,Low
1264,PortB,PortZ,2,7,6,73,4,32,1888,10,irregular,congested areas,1587,427499,893228,non-compliant,yes,in place,non-hazardous,container,16,690117,40,Medium
1265,PortC,PortY,1,1,14,73,3,30,2232,13,regular,clear,1654,512168,1046131,non-compliant,yes,not in place,non-hazardous,container,9,718332,51,Medium
1266,PortC,PortY,2,3,9,37,3,25,1946,14,regular,clear,1642,497081,976503,non-compliant,yes,in place,non-hazardous,container,14,439641,49,Medium
1267,PortA,PortY,2,7,8,49,3,28,2106,8,regular,congested areas,1448,410254,1142771,compliant,no,in place,both,container,8,283526,38,Medium
1268,PortA,PortZ,4,2,5,23,3,32,1639,11,regular,congested areas,1509,505453,1034145,compliant,no,not in place,both,bulk carrier,7,673735,50,Medium
1269,PortC,PortX,1,3,13,51,3,25,2148,12,irregular,clear,2435,604854,1069225,compliant,no,in place,non-hazardous,container,6,732241,62,High
