RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
136,PortC,PortX,1,4,12,51,4,37,1826,11,regular,clear,1823,445623,1248203,compliant,yes,not in place,both,container,3,471144,34256.08,42.2348412398774,Medium
137,PortC,PortZ,1,2,10,58,4,32,1841,13,irregular,congested areas,1654,369981,926123,compliant,yes,in place,both,bulk carrier,11,663245,28551.4,32.746855317146036,Medium
138,PortA,PortY,2,1,13,15,3,34,2055,12,regular,congested areas,2368,474974,886356,compliant,yes,in place,both,container,4,460093,36622.28999999999,46.17030601094714,Medium
139,PortA,PortY,3,1,5,82,4,25,2077,8,regular,clear,2101,494405,997721,compliant,no,not in place,both,bulk carrier,7,627154,38029.969999999994,48.51155004631993,Medium
140,PortA,PortZ,1,4,9,51,3,32,1955,9,regular,congested areas,2139,569031,1089328,compliant,no,not in place,both,bulk carrier,12,644720,43605.814999999995,57.78525845193288,Medium
141,PortC,PortY,1,7,11,81,3,25,2296,13,irregular,congested areas,1555,571066,961773,non-compliant,no,in place,both,container,10,532534,43726.38,57.98578135992669,Medium
142,PortC,PortX,1,5,13,41,3,32,2149,12,regular,clear,1547,451854,917104,non-compliant,yes,not in place,both,bulk carrier,6,544673,34747.81,43.052683313014654,Medium
143,PortA,PortX,1,6,13,24,4,23,1929,13,irregular,clear,1832,644612,1215585,compliant,yes,not in place,non-hazardous,bulk carrier,18,520097,49204.96000000001,67.09771926293925,High
144,PortC,PortZ,3,7,8,91,3,28,1741,13,irregular,congested areas,1340,387468,874437,non-compliant,no,not in place,non-hazardous,bulk carrier,10,467559,29776.535,34.78449171979184,Medium
145,PortA,PortX,3,5,8,96,3,21,2198,12,irregular,congested areas,2089,362306,1220298,compliant,no,in place,both,container,14,486221,28150.590000000004,32.080230784711276,Medium
146,PortB,PortY,3,5,8,78,4,26,2205,12,regular,congested areas,1494,380610,1144475,non-compliant,no,in place,non-hazardous,bulk carrier,19,599661,29407.64,34.17094800358585,Medium
147,PortA,PortY,2,7,7,36,4,24,1980,10,regular,clear,2394,388075,1286792,non-compliant,no,not in place,non-hazardous,bulk carrier,8,635569,30090.655000000002,35.30693401945604,Medium
148,PortC,PortY,1,7,12,75,3,32,2055,12,regular,clear,1607,538073,1327465,compliant,yes,in place,both,bulk carrier,15,548556,41202.985,53.78888753985428,Medium
149,PortC,PortX,1,1,9,68,4,30,2140,12,irregular,clear,1375,607022,1055534,compliant,yes,in place,non-hazardous,container,14,448988,46347.245,62.344786637239245,High
150,PortC,PortY,1,1,11,37,3,28,2320,15,regular,congested areas,2086,609628,1311771,compliant,no,not in place,non-hazardous,container,5,435375,46729.299999999996,62.98021797812236,High
151,PortC,PortX,1,3,14,33,3,30,2177,10,regular,clear,2094,326201,1075785,non-compliant,yes,not in place,non-hazardous,bulk carrier,18,539388,25439.115,27.57052355663922,Low
152,PortA,PortZ,4,3,10,60,3,26,2089,13,irregular,clear,1529,543407,1059424,compliant,yes,not in place,non-hazardous,bulk carrier,12,497240,41594.87,54.44066807151067,Medium
153,PortA,PortY,3,2,13,30,4,31,2185,11,irregular,congested areas,1384,605596,1029070,non-compliant,yes,in place,non-hazardous,container,9,668621,46255.439999999995,62.192097170409134,High
154,PortB,PortZ,4,2,7,40,4,29,2230,13,irregular,congested areas,2485,553823,934835,non-compliant,yes,in place,both,bulk carrier,3,479771,42603.634999999995,56.11843932587446,Medium
155,PortA,PortX,4,6,10,84,3,39,2054,11,regular,congested areas,1696,429817,1113950,non-compliant,no,in place,both,container,5,609737,33104.899999999994,40.32020630250493,Medium
156,PortB,PortX,2,7,7,59,3,36,2183,14,regular,clear,1514,487868,1172591,non-compliant,no,in place,non-hazardous,bulk carrier,11,487938,37452.759999999995,47.55153820438318,Medium
157,PortA,PortZ,2,3,6,49,3,33,1864,10,regular,clear,2324,399961,790245,compliant,yes,not in place,non-hazardous,bulk carrier,5,521650,30939.699999999997,36.71906002963811,Medium
158,PortA,PortY,1,7,7,77,3,31,2207,12,irregular,clear,1676,538154,1383976,compliant,no,not in place,non-hazardous,container,15,567214,41261.079999999994,53.88551075836627,Medium
159,PortC,PortY,4,1,6,25,4,31,1866,12,regular,clear,1711,363010,1243676,compliant,yes,not in place,both,container,10,601958,28046.325,31.906817928559196,Medium
160,PortB,PortY,4,4,6,85,4,34,1798,10,irregular,clear,2099,534443,912671,compliant,no,not in place,non-hazardous,bulk carrier,4,592255,40966.649999999994,53.39581673604955,Medium
161,PortC,PortZ,3,3,14,95,4,31,1974,12,regular,clear,1709,417894,1084351,non-compliant,no,not in place,both,container,8,494012,32189.965,38.798492481534396,Medium
162,PortC,PortX,4,1,11,72,4,31,1731,14,regular,clear,1515,507058,993522,compliant,no,in place,non-hazardous,bulk carrier,6,560034,38777.155,49.75426318039162,Medium
163,PortA,PortZ,2,7,14,65,4,27,1880,11,regular,congested areas,2051,455346,1049926,compliant,no,not in place,non-hazardous,bulk carrier,5,512521,35043.51499999999,43.54449790687114,Medium
164,PortA,PortX,4,3,7,89,3,27,2075,13,regular,clear,1648,441516,979609,compliant,no,in place,both,container,0,406872,33973.185,41.76433215302045,Medium
165,PortB,PortY,2,5,12,33,4,29,2055,10,regular,clear,2130,554386,1078473,compliant,no,in place,both,bulk carrier,12,572892,42530.534999999996,55.99685989092778,Medium
166,PortB,PortY,1,3,6,37,3,19,2127,9,irregular,congested areas,1953,605932,839632,non-compliant,no,not in place,both,bulk carrier,7,676270,46375.8,62.39227912376322,High
167,PortA,PortX,2,7,11,94,3,29,2131,13,irregular,congested areas,2321,416023,1328511,non-compliant,yes,in place,non-hazardous,container,21,704418,32211.505,38.83431766660624,Medium
168,PortB,PortY,1,7,7,98,4,29,2074,10,regular,congested areas,2364,494018,851001,non-compliant,no,in place,non-hazardous,bulk carrier,16,581738,38054.985,48.55315482833351,Medium
169,PortA,PortZ,3,6,13,40,4,33,1829,8,regular,congested areas,1302,391843,1082857,non-compliant,yes,not in place,both,bulk carrier,20,575192,30120.309999999998,35.35625601868099,Medium
170,PortA,PortX,1,7,11,24,3,34,2184,10,irregular,clear,2417,427563,898204,compliant,no,in place,non-hazardous,bulk carrier,15,288066,33110.03,40.32873848446494,Medium
171,PortA,PortY,4,5,13,51,3,40,1978,14,regular,clear,2382,432989,976563,non-compliant,no,not in place,both,bulk carrier,9,822732,33460.885,40.912278192374934,Medium
172,PortB,PortY,2,1,6,59,3,32,2048,14,irregular,congested areas,2039,383922,1069189,compliant,no,not in place,both,container,13,693096,29725.725,34.69998486494038,Medium
173,PortC,PortY,1,5,10,95,4,30,2020,9,regular,congested areas,1706,566035,1014670,compliant,yes,in place,non-hazardous,bulk carrier,10,625913,43310.575,57.29421724299089,Medium
174,PortB,PortY,1,3,9,14,4,27,2314,9,regular,clear,1317,486136,1019406,compliant,yes,in place,non-hazardous,bulk carrier,13,557199,37312.094999999994,47.31758510976244,Medium
175,PortC,PortX,1,5,6,57,4,25,1761,11,irregular,congested areas,2050,422613,944795,compliant,yes,not in place,non-hazardous,bulk carrier,16,326915,32556.975,39.40890107824826,Medium
176,PortB,PortX,1,6,8,22,4,33,1931,14,irregular,congested areas,1885,473755,896270,non-compliant,yes,in place,non-hazardous,bulk carrier,14,568230,36404.765,45.808519874329114,Medium
177,PortC,PortY,1,4,8,41,3,29,2106,11,regular,clear,2187,573364,1099465,non-compliant,yes,not in place,non-hazardous,container,12,553176,43977.034999999996,58.40266909271139,Medium
178,PortC,PortZ,1,5,12,76,4,31,2004,11,irregular,congested areas,1631,552665,871857,compliant,no,not in place,non-hazardous,container,12,409074,42289.805,55.59647935228599,Medium
179,PortB,PortZ,2,7,11,88,3,30,1903,10,irregular,clear,2312,524405,902556,non-compliant,yes,not in place,non-hazardous,container,13,594816,40281.45,52.25619664267788,Medium
180,PortB,PortZ,4,6,9,39,4,30,1616,11,regular,congested areas,1468,430133,904316,non-compliant,yes,not in place,both,bulk carrier,17,673661,32971.265,40.097945457236804,Medium
181,PortC,PortZ,4,5,13,15,4,30,1942,13,regular,clear,2075,488749,950286,compliant,yes,not in place,both,bulk carrier,9,584056,37569.685,47.74600708853012,Medium
182,PortA,PortX,1,2,5,34,4,31,2072,12,regular,congested areas,2148,391907,786961,compliant,no,not in place,non-hazardous,container,10,583729,30351.87,35.74138507417011,Medium
183,PortC,PortX,2,4,8,37,3,33,2108,11,regular,clear,2240,472525,789267,non-compliant,no,in place,both,container,9,590149,36426.79,45.845151708182755,Medium
184,PortC,PortZ,1,1,9,71,3,25,1966,13,irregular,clear,1505,554122,1081459,compliant,no,not in place,both,bulk carrier,12,517722,42360.84,55.71462429293493,Medium
185,PortA,PortX,3,7,12,31,4,32,2035,12,regular,congested areas,1820,574348,1083166,non-compliant,yes,in place,both,container,15,625833,43962.909999999996,58.379176486437494,Medium
186,PortC,PortZ,4,6,7,77,3,24,1771,13,regular,congested areas,2317,433695,1046602,compliant,no,in place,both,bulk carrier,13,702379,33444.785,40.885500779206104,Medium
187,PortA,PortY,1,5,9,24,3,32,2077,10,irregular,congested areas,1603,544315,1206278,compliant,yes,in place,non-hazardous,bulk carrier,11,554126,41675.82,54.57530357436887,Medium
188,PortA,PortY,2,4,7,35,4,31,2001,12,irregular,congested areas,1414,523899,867667,compliant,no,not in place,both,bulk carrier,17,474462,40088.204999999994,51.93479284095048,Medium
189,PortB,PortZ,4,1,11,72,4,29,2033,13,regular,congested areas,1963,451323,741207,compliant,no,not in place,both,bulk carrier,8,411446,34761.99999999999,43.076284026857245,Medium
190,PortC,PortX,2,4,14,27,3,29,1956,15,regular,clear,1386,539694,1117796,non-compliant,no,in place,non-hazardous,bulk carrier,4,600094,41254.744999999995,53.87497442840203,Medium
191,PortC,PortZ,3,6,7,82,4,30,2042,9,irregular,clear,2418,578673,737951,non-compliant,no,not in place,both,bulk carrier,13,611421,44407.98,59.11941395718609,Medium
192,PortA,PortX,1,2,11,72,3,34,2126,11,regular,clear,2042,547372,979466,non-compliant,no,in place,both,bulk carrier,11,586394,42004.53,55.12201186522147,Medium
193,PortC,PortY,3,6,6,71,3,34,2051,9,irregular,clear,1727,392027,1041730,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,526437,30274.199999999997,35.61220484554755,Medium
194,PortA,PortX,4,6,11,77,4,33,1635,10,irregular,congested areas,1749,456633,1309118,compliant,yes,not in place,both,container,5,577712,35020.775,43.50667688976189,Medium
195,PortC,PortZ,1,1,13,57,3,24,2055,12,irregular,clear,2085,506791,917999,compliant,no,not in place,non-hazardous,container,12,496438,38949.10999999999,50.04025759538829,Medium
196,PortC,PortY,4,1,9,59,4,32,1922,7,regular,clear,2014,409666,929040,non-compliant,yes,in place,non-hazardous,container,20,478921,31620.819999999996,37.85189429408252,Medium
197,PortA,PortY,1,5,10,72,3,20,1858,12,regular,clear,1301,597154,1099160,non-compliant,no,in place,non-hazardous,container,5,450370,45519.99999999999,60.968918242403774,High
198,PortA,PortX,2,3,14,78,3,21,2269,13,irregular,congested areas,2401,497646,1090299,non-compliant,no,in place,both,bulk carrier,11,451411,38380.56999999999,49.094665639921956,Medium
199,PortC,PortY,4,6,7,15,3,34,1813,11,regular,congested areas,2042,443866,948490,non-compliant,no,not in place,both,container,12,603044,34166.18,42.085320156406716,Medium
200,PortC,PortY,3,1,14,67,3,24,1836,10,irregular,clear,2421,434868,1027772,non-compliant,no,not in place,non-hazardous,container,9,523073,33568.465,41.09120453453039,Medium
201,PortA,PortX,3,6,9,60,3,29,1551,11,regular,congested areas,1409,418479,889447,compliant,no,in place,non-hazardous,bulk carrier,12,481861,32067.97,38.59559120702933,Medium
202,PortB,PortY,2,6,9,21,3,35,2288,16,regular,clear,1978,527157,1066999,non-compliant,no,in place,non-hazardous,container,9,413808,40517.97,52.64957513725504,Medium
203,PortB,PortZ,2,1,7,56,4,32,2178,10,irregular,congested areas,1670,546839,760949,non-compliant,no,in place,both,container,12,617106,41903.60999999999,54.95416239087372,Medium
204,PortC,PortX,3,2,12,18,3,31,1933,10,regular,congested areas,2189,429739,1436172,compliant,yes,not in place,both,container,10,656974,33163.380000000005,40.417469850462304,Medium
205,PortC,PortX,2,2,10,16,3,29,2122,7,regular,congested areas,1898,589920,1108159,compliant,yes,in place,non-hazardous,container,9,447586,45165.075,60.378609337500194,High
206,PortC,PortX,1,6,7,38,3,30,1554,14,regular,clear,2345,445920,834759,non-compliant,no,not in place,both,bulk carrier,11,537534,34313.33,42.33005905999639,Medium
207,PortA,PortX,3,2,5,87,4,27,2095,9,irregular,congested areas,2021,409084,959812,non-compliant,yes,not in place,both,container,14,456743,31620.719999999998,37.85172797474607,Medium
208,PortC,PortZ,4,6,14,60,3,28,1828,12,regular,clear,1604,514970,842025,non-compliant,no,in place,non-hazardous,container,4,535821,39413.27,50.81224542746565,Medium
209,PortC,PortX,3,5,5,93,3,30,2334,16,irregular,congested areas,2223,384570,877202,compliant,yes,not in place,both,container,15,610790,29883.545,34.962470041729524,Medium
210,PortC,PortZ,2,1,14,64,3,30,2073,12,regular,clear,2135,376383,1031749,non-compliant,yes,not in place,both,container,8,711833,29184.815,33.80034694213584,Medium
211,PortB,PortX,1,6,6,68,4,29,2026,12,regular,clear,1745,399005,1208738,non-compliant,no,not in place,non-hazardous,bulk carrier,15,505296,30792.7,36.47457060505312,Medium
212,PortC,PortX,4,2,14,65,4,21,1835,11,regular,clear,2231,418178,984824,compliant,no,not in place,both,bulk carrier,8,619991,32278.114999999998,38.945102976617164,Medium
213,PortC,PortY,3,2,9,31,4,36,1837,12,irregular,clear,1577,541081,716432,compliant,yes,in place,both,container,15,622432,41369.17,54.06528532913765,Medium
214,PortA,PortY,3,4,11,27,3,33,2118,12,irregular,clear,1676,373045,907914,compliant,no,not in place,both,bulk carrier,11,534886,28856.325,33.254004553823435,Medium
215,PortB,PortZ,4,4,5,67,3,29,1833,13,irregular,clear,1531,512803,917781,compliant,yes,in place,non-hazardous,bulk carrier,7,666009,39236.825,50.518783274262255,Medium
216,PortA,PortY,1,7,5,49,3,33,1826,7,regular,congested areas,1891,543184,1013338,non-compliant,no,not in place,both,bulk carrier,9,517228,41586.945,54.42748726409682,Medium
217,PortC,PortX,2,2,8,98,4,28,2281,12,regular,clear,1725,595252,978850,compliant,yes,in place,both,bulk carrier,17,593540,45569.54,61.0513128416823,High
218,PortC,PortZ,2,7,14,40,3,31,2057,12,regular,congested areas,2378,435282,670063,compliant,yes,not in place,both,container,12,492637,33649.015,41.22517476004278,Medium
219,PortC,PortY,2,7,10,65,4,22,1780,17,irregular,clear,1740,447145,861258,compliant,yes,in place,both,bulk carrier,9,603151,34339.55,42.3736679900142,Medium
220,PortC,PortX,2,7,13,44,4,31,2110,11,regular,clear,1333,642571,833876,non-compliant,no,not in place,both,container,17,593121,49000.259999999995,66.75726358122121,High
221,PortC,PortY,4,5,5,35,3,28,1944,12,regular,congested areas,1628,591688,1134614,compliant,yes,in place,non-hazardous,container,16,668736,45200.299999999996,60.43719532376554,High
222,PortA,PortY,1,3,14,77,3,30,1646,12,irregular,clear,2144,464708,957247,non-compliant,no,in place,both,container,7,733557,35704.795,44.644334414963424,Medium
223,PortC,PortY,1,6,9,93,4,36,1900,12,regular,congested areas,1753,573812,700208,compliant,no,in place,non-hazardous,container,10,641582,43875.32,58.233497379638855,Medium
224,PortC,PortY,3,4,13,43,3,29,1790,9,irregular,clear,2063,500651,869739,non-compliant,no,not in place,both,container,3,617066,38421.335,49.16246571742678,Medium
225,PortB,PortX,3,6,12,85,4,28,2051,13,regular,congested areas,2448,476851,1176203,non-compliant,no,not in place,non-hazardous,container,16,510931,36779.104999999996,46.43111967840493,Medium
226,PortB,PortY,1,4,11,25,4,28,1868,10,regular,congested areas,1822,664831,910131,non-compliant,no,in place,non-hazardous,container,12,323433,50705.005,69.59258415342627,High
227,PortC,PortZ,3,1,14,51,3,24,2018,12,regular,clear,1781,569975,898094,compliant,yes,not in place,both,container,15,679830,43618.265,57.80596520932121,Medium
228,PortC,PortZ,1,1,6,14,3,31,2133,10,regular,congested areas,1616,637725,974455,non-compliant,no,in place,non-hazardous,container,2,735618,48696.58,66.25218502028265,High
229,PortC,PortY,4,2,13,70,3,32,2472,11,regular,congested areas,1421,394089,1033840,compliant,no,in place,both,container,10,581298,30471.565000000002,35.94046100393679,Medium
230,PortC,PortZ,4,1,12,53,3,30,2395,11,irregular,clear,1880,616278,978591,compliant,yes,not in place,non-hazardous,bulk carrier,12,449389,47207.455,63.775482201336224,High
231,PortC,PortY,2,1,14,44,3,33,2044,11,regular,clear,1786,471881,1153472,non-compliant,yes,not in place,both,bulk carrier,1,687786,36270.939999999995,45.58594302232172,Medium
232,PortC,PortX,1,3,14,10,3,33,1989,11,regular,clear,2335,469484,978601,compliant,no,not in place,both,bulk carrier,15,660508,36187.314999999995,45.446858477213425,Medium
233,PortA,PortX,4,7,13,52,3,30,1880,12,irregular,congested areas,1424,498499,1101139,non-compliant,no,not in place,both,container,10,346267,38156.56,48.722093694335,Medium
234,PortA,PortZ,1,5,13,41,4,32,1671,11,irregular,congested areas,1958,519191,1029503,compliant,no,not in place,both,container,3,564040,39761.70999999999,51.391768523400295,Medium
235,PortA,PortZ,3,2,13,72,3,38,1542,13,irregular,congested areas,2400,563122,806049,non-compliant,yes,not in place,non-hazardous,container,9,574280,43114.085,56.96741637879562,Medium
236,PortB,PortY,1,3,7,42,3,26,1831,10,regular,clear,1879,540157,1267795,compliant,no,in place,both,container,14,389558,41354.83500000001,54.04144345225722,Medium
237,PortC,PortY,2,2,11,86,3,33,2327,12,irregular,clear,2017,419847,1173352,non-compliant,no,in place,both,container,7,442113,32485.954999999998,39.29078108549977,Medium
238,PortB,PortY,2,5,5,75,3,30,2320,10,irregular,congested areas,2069,403239,914983,compliant,yes,in place,both,bulk carrier,11,659156,31248.85,37.23323625828063,Medium
239,PortB,PortX,4,2,13,39,4,34,2014,15,irregular,clear,2203,462546,983331,compliant,yes,not in place,non-hazardous,bulk carrier,9,556973,35648.635,44.550929475611774,Medium
240,PortB,PortY,3,6,13,19,3,26,2093,12,irregular,clear,1705,471676,1092278,non-compliant,yes,in place,both,container,2,455005,36251.86499999999,45.554217608893424,Medium
241,PortA,PortX,3,6,7,32,4,30,1879,10,regular,clear,1576,481277,1027004,compliant,no,not in place,non-hazardous,container,15,483059,36893.555,46.62147215897468,Medium
242,PortC,PortZ,1,6,9,48,4,27,1993,15,irregular,clear,2224,580846,1016058,compliant,no,not in place,non-hazardous,bulk carrier,16,429888,44518.03999999999,59.302465018885556,Medium
243,PortC,PortX,3,1,12,54,4,22,1844,13,irregular,clear,2424,492631,1075840,non-compliant,no,not in place,both,bulk carrier,17,557541,37902.979999999996,48.30034112095907,Medium
244,PortB,PortZ,2,5,10,38,4,35,1844,10,regular,congested areas,2153,692230,1053019,non-compliant,yes,in place,non-hazardous,bulk carrier,12,625230,52822.625,73.11459568600905,High
245,PortA,PortX,4,3,14,39,4,28,2122,11,regular,congested areas,1806,599048,1053702,non-compliant,yes,in place,both,container,14,667667,45832.56999999999,61.48878259235297,High
246,PortB,PortX,4,3,14,43,3,26,1878,9,irregular,clear,1536,450047,1013703,non-compliant,no,not in place,non-hazardous,container,3,483201,34541.990000000005,42.7103648547284,Medium
247,PortB,PortY,4,4,13,61,4,27,2098,9,regular,clear,2293,333690,1095834,non-compliant,yes,in place,both,container,13,514621,26021.815000000002,28.53966633014722,Low
248,PortC,PortZ,3,3,7,90,4,37,1970,14,irregular,congested areas,2051,671052,1031452,compliant,yes,not in place,both,container,10,600115,51245.98,70.49233018379952,High
249,PortA,PortX,3,7,11,31,3,35,2283,10,regular,congested areas,1805,459667,1035221,non-compliant,yes,not in place,both,bulk carrier,11,645260,35421.450000000004,44.17307689109246,Medium
250,PortC,PortX,2,6,10,14,4,29,2110,9,regular,congested areas,1464,553659,1206229,compliant,yes,in place,non-hazardous,bulk carrier,6,587077,42356.95,55.708154470746926,Medium
251,PortB,PortZ,1,7,9,20,3,33,2048,13,irregular,congested areas,2145,430460,1065016,compliant,no,not in place,non-hazardous,container,17,676753,33238.99,40.54322390075393,Medium
252,PortC,PortX,1,7,8,95,3,25,1713,15,regular,congested areas,2027,614475,1049582,compliant,no,not in place,non-hazardous,bulk carrier,3,731690,46930.159999999996,63.3142869973206,High
253,PortB,PortZ,4,6,9,41,3,32,1901,14,regular,clear,1675,537171,866681,compliant,yes,not in place,non-hazardous,container,13,386998,41111.515,53.636755242801286,Medium
254,PortA,PortZ,4,4,8,33,3,28,1989,16,irregular,congested areas,2335,398126,874237,compliant,yes,not in place,both,bulk carrier,7,701901,30836.084999999995,36.54672824917297,Medium
255,PortC,PortZ,3,1,7,20,4,31,2010,16,irregular,congested areas,1382,327601,1171255,non-compliant,yes,in place,both,container,22,679856,25361.185,27.440910897741883,Low
256,PortC,PortX,4,3,11,20,4,24,2132,10,regular,congested areas,1730,486718,1085596,non-compliant,yes,in place,non-hazardous,bulk carrier,15,432444,37393.92999999999,47.45369253874824,Medium
257,PortC,PortX,2,5,10,26,4,27,2041,11,regular,congested areas,1777,519589,1137634,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,596377,39846.52,51.532823952645565,Medium
258,PortC,PortY,2,4,8,41,3,30,1793,8,irregular,clear,2082,541697,1029650,non-compliant,no,not in place,non-hazardous,bulk carrier,6,613597,41504.26,54.289966120751174,Medium
259,PortC,PortZ,4,3,13,92,3,30,2118,9,regular,clear,1668,409828,1059623,non-compliant,yes,not in place,non-hazardous,container,16,441018,31612.51,37.83807315722333,Medium
260,PortA,PortX,4,1,5,36,3,24,1907,14,irregular,congested areas,2254,425693,978137,non-compliant,no,in place,both,bulk carrier,-4,543891,32865.049999999996,39.921289374023914,Medium
261,PortA,PortX,4,7,5,41,4,26,1870,12,regular,congested areas,1440,327092,995990,compliant,no,in place,both,container,13,565639,25300.0,27.339148411733504,Low
262,PortC,PortZ,4,5,13,70,3,31,1779,14,regular,clear,2019,427930,937482,non-compliant,yes,in place,both,container,14,442006,32956.365,40.073163876105404,Medium
263,PortB,PortZ,4,5,11,34,4,31,1929,10,irregular,congested areas,2315,345311,1200058,non-compliant,no,in place,non-hazardous,bulk carrier,14,516108,26857.704999999998,29.929913031618966,Low
264,PortB,PortZ,2,7,6,73,4,32,1888,10,irregular,congested areas,1587,427499,893228,non-compliant,yes,in place,non-hazardous,container,16,690117,32865.63,39.92225402617534,Medium
265,PortC,PortY,1,1,14,73,3,30,2232,13,regular,clear,1654,512168,1046131,non-compliant,yes,not in place,non-hazardous,container,9,718332,39311.79,50.643464564833785,Medium
266,PortC,PortY,2,3,9,37,3,25,1946,14,regular,clear,1642,497081,976503,non-compliant,yes,in place,non-hazardous,container,14,439641,38105.77,48.63762010335084,Medium
267,PortA,PortY,2,7,8,49,3,28,2106,8,regular,congested areas,1448,410254,1142771,compliant,no,in place,both,container,8,283526,31597.440000000002,37.81300883321997,Medium
268,PortA,PortZ,4,2,5,23,3,32,1639,11,regular,congested areas,1509,505453,1034145,compliant,no,not in place,both,bulk carrier,7,673735,38633.094999999994,49.51466354429832,Medium
269,PortC,PortX,1,3,13,51,3,25,2148,12,irregular,clear,2435,604854,1069225,compliant,no,in place,non-hazardous,container,6,732241,46397.84,62.428935905517314,High
270,PortC,PortZ,4,7,10,48,4,25,2128,13,regular,clear,1953,459628,1031136,non-compliant,yes,not in place,both,bulk carrier,10,637676,35407.045,44.14911859067647,Medium
271,PortB,PortX,2,7,10,11,4,28,1708,13,regular,clear,2275,373743,851174,non-compliant,no,not in place,both,container,17,521299,28925.145,33.36846552116996,Medium
272,PortA,PortY,1,4,8,90,3,31,1825,11,irregular,congested areas,1835,534929,1082554,non-compliant,no,in place,both,container,20,441627,40955.01499999999,53.37646548125331,Medium
273,PortC,PortY,3,4,6,10,3,22,1867,9,irregular,congested areas,2372,567945,985120,compliant,no,in place,both,container,10,611677,43547.28,57.68790342834048,Medium
274,PortA,PortY,4,3,12,41,3,29,1959,8,irregular,congested areas,1630,427057,885791,compliant,yes,in place,non-hazardous,container,8,655467,32857.634999999995,39.90895679522596,Medium
275,PortC,PortX,3,6,12,92,4,32,1859,11,regular,clear,1664,419077,788372,non-compliant,no,in place,both,container,18,484019,32241.934999999998,38.8849286406887,Medium
276,PortC,PortX,3,4,7,73,4,32,1951,11,irregular,congested areas,1310,320214,877409,non-compliant,yes,not in place,both,container,14,577505,24779.305,26.473131942792804,Low
277,PortC,PortZ,3,2,11,87,4,25,2130,10,irregular,clear,1808,438459,1114613,compliant,no,not in place,both,container,12,506528,33789.274999999994,41.45845426135087,Medium
278,PortC,PortZ,3,6,11,40,4,31,1888,13,regular,congested areas,1879,407451,1264281,compliant,no,in place,both,container,6,625393,31420.03,37.517941698419804,Medium
279,PortB,PortZ,1,2,9,67,3,33,2059,9,irregular,clear,2413,345373,1017759,compliant,no,not in place,non-hazardous,container,19,344115,26912.015,30.02024106324626,Medium
280,PortC,PortY,4,5,9,91,4,32,2035,10,irregular,congested areas,1921,450301,850490,non-compliant,yes,not in place,both,bulk carrier,12,589667,34679.84,42.93963606002798,Medium
281,PortB,PortZ,1,4,12,87,4,28,1408,14,regular,clear,2200,475275,1062456,compliant,yes,not in place,both,bulk carrier,12,513405,36448.405000000006,45.881101632756945,Medium
282,PortB,PortY,4,7,8,23,3,20,1838,10,irregular,clear,2017,471634,1161607,non-compliant,no,in place,non-hazardous,container,14,733206,36246.465,45.545236364725,Medium
283,PortC,PortX,4,6,5,97,3,30,2197,12,regular,clear,2355,453149,1288184,non-compliant,no,not in place,non-hazardous,container,12,581198,35019.545,43.50463116192352,Medium
284,PortA,PortY,4,3,5,78,4,36,1821,11,irregular,clear,1626,602987,1189617,non-compliant,yes,not in place,non-hazardous,container,19,620774,46018.87,61.798635516163756,High
285,PortA,PortY,1,6,13,25,3,33,1785,12,irregular,congested areas,1373,497377,1033640,compliant,yes,not in place,non-hazardous,bulk carrier,17,455684,38037.285,48.523716305781434,Medium
286,PortC,PortY,2,7,8,78,3,33,2207,13,irregular,clear,1550,528451,1086261,compliant,no,in place,non-hazardous,bulk carrier,9,527857,40509.064999999995,52.634764400343954,Medium
287,PortC,PortX,3,5,5,63,3,30,2030,12,regular,congested areas,1749,624323,891608,compliant,no,not in place,non-hazardous,bulk carrier,12,589450,47693.994999999995,64.5846923009116,High
288,PortC,PortX,2,2,6,22,4,33,2291,9,irregular,congested areas,2205,554654,1119542,compliant,yes,not in place,both,container,9,514057,42625.299999999996,56.154472410116874,Medium
289,PortA,PortZ,2,5,14,89,4,31,1907,9,irregular,clear,1654,454400,1140096,non-compliant,no,not in place,both,container,21,525773,34900.69,43.30695231458306,Medium
290,PortA,PortZ,2,1,11,88,3,23,2240,12,irregular,clear,1832,330574,625411,non-compliant,yes,not in place,non-hazardous,bulk carrier,8,576296,25728.649999999998,28.052076247436602,Low
291,PortC,PortZ,3,4,6,40,3,33,1822,10,irregular,congested areas,1595,439228,1021401,non-compliant,no,not in place,both,container,11,378674,33730.2,41.36020111334164,Medium
292,PortA,PortX,2,3,5,78,4,26,1486,13,regular,congested areas,1597,591315,1223513,non-compliant,no,not in place,both,container,13,497558,45050.345,60.187791162788386,High
293,PortB,PortX,3,2,14,30,4,30,2134,12,irregular,congested areas,1601,559831,899314,compliant,no,not in place,both,bulk carrier,14,628879,42853.53999999999,56.53407966363577,Medium
