High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore
0.0,1.0,0,23.0,2,17.0,979,17.0,1,0,975,350769.0,0,1,0,1,1,14,468425,30
0.0,4.0,4,20.0,0,19.0,1539,17.0,0,1,646,202546.0,1,0,0,1,1,14,291002,11
1.0,3.0,0,92.0,2,22.0,1587,14.0,1,1,706,383453.0,1,0,0,1,1,10,416110,34
0.0,1.0,6,96.0,0,20.0,1580,15.0,0,0,707,363851.0,0,1,1,2,1,3,223523,32
1.0,3.0,4,43.0,1,22.0,1747,13.0,1,1,864,364854.0,1,1,1,2,0,12,428117,32
1.0,4.0,5,69.0,2,16.0,1285,17.0,0,0,804,441963.0,0,0,0,1,1,11,253361,41
1.0,3.0,2,22.0,0,20.0,1636,16.0,0,0,678,428601.0,1,1,0,1,1,12,376117,40
0.0,2.0,1,48.0,1,14.0,1738,18.0,1,0,754,396446.0,1,0,1,2,0,14,452320,36
1.0,4.0,6,53.0,2,19.0,1144,13.0,1,0,870,402512.0,0,0,0,2,1,9,330001,36
1.0,3.0,5,37.0,2,16.0,1563,14.0,0,0,846,354005.0,0,0,1,2,1,8,247083,30
0.0,0.0,1,49.0,0,17.0,1399,15.0,1,1,618,512023.0,1,0,0,1,1,16,399681,50
0.0,3.0,2,25.0,0,24.0,1483,16.0,0,0,945,244959.0,1,0,0,2,0,10,265901,17
1.0,2.0,3,59.0,0,24.0,1569,14.0,1,0,625,376650.0,0,1,0,2,1,9,309575,33
0.0,1.0,6,37.0,1,22.0,1402,13.0,0,0,816,374029.0,1,1,1,1,1,9,376546,33
0.0,1.0,0,77.0,0,15.0,1364,16.0,1,0,753,439365.0,0,0,0,1,1,14,486067,41
1.0,1.0,0,69.0,2,18.0,1506,16.0,0,0,753,300124.0,0,1,1,1,0,10,352655,24
1.0,0.0,1,21.0,2,24.0,1282,13.0,1,0,773,228120.0,0,0,0,2,1,23,352285,15
1.0,2.0,1,25.0,0,20.0,1282,17.0,0,1,691,383733.0,1,1,0,2,1,12,423751,34
0.0,4.0,1,62.0,0,29.0,1635,17.0,1,1,937,390250.0,1,1,1,2,1,5,355037,35
0.0,1.0,6,63.0,2,21.0,1270,15.0,0,0,780,489845.0,1,1,1,2,0,9,413553,47
0.0,2.0,2,58.0,1,20.0,1633,15.0,1,0,730,271263.0,0,1,0,1,0,15,457853,20
1.0,3.0,3,45.0,0,18.0,1592,16.0,1,0,897,458236.0,1,1,1,2,1,8,317226,43
0.0,0.0,0,71.0,0,20.0,1154,13.0,0,1,874,540518.0,0,1,0,1,1,11,22498,53
0.0,2.0,5,93.0,2,19.0,1364,15.0,1,0,872,333189.0,0,1,1,2,0,16,268207,28
1.0,2.0,4,35.0,0,22.0,1738,10.0,1,0,675,270268.0,1,1,1,2,1,17,470868,20
1.0,4.0,6,65.0,1,23.0,1303,16.0,0,0,776,334773.0,1,0,0,2,0,9,346623,28
1.0,2.0,6,99.0,2,16.0,1407,11.0,0,0,783,366924.0,0,0,0,1,0,10,316086,32
0.0,4.0,2,31.0,0,14.0,1592,18.0,0,0,918,418436.0,1,1,1,2,0,12,466678,38
1.0,0.0,0,82.0,2,12.0,1656,14.0,0,0,730,319681.0,0,1,1,1,1,18,339867,26
0.0,0.0,3,78.0,0,22.0,1449,14.0,1,1,962,481453.0,1,1,0,1,0,6,140746,46
0.0,3.0,2,90.0,0,15.0,1380,13.0,1,0,648,270810.0,0,0,1,1,0,13,199469,20
1.0,4.0,5,58.0,0,11.0,1784,14.0,1,0,654,230456.0,1,1,1,1,1,12,391864,15
1.0,4.0,0,11.0,1,21.0,1847,17.0,0,0,753,455702.0,0,1,1,2,1,7,343310,43
1.0,1.0,2,62.0,1,29.0,1695,10.0,1,0,954,192803.0,1,0,1,2,1,18,495465,10
1.0,1.0,0,16.0,2,19.0,1517,17.0,1,0,799,347503.0,0,0,0,1,0,16,276673,30
1.0,3.0,0,86.0,0,23.0,1338,15.0,0,0,907,615366.0,0,0,0,1,0,19,319049,63
0.0,0.0,6,29.0,0,20.0,1333,12.0,1,0,955,362114.0,0,1,1,2,1,17,261549,31
0.0,1.0,3,39.0,1,19.0,1604,12.0,1,0,972,275235.0,0,0,1,2,0,12,297940,21
0.0,2.0,6,84.0,0,23.0,1583,18.0,0,0,717,353448.0,0,1,0,1,1,15,160809,30
1.0,0.0,4,76.0,1,18.0,1780,13.0,1,1,862,361507.0,0,0,1,2,1,13,311431,31
0.0,2.0,3,68.0,0,21.0,1630,12.0,0,1,645,380092.0,1,1,1,2,1,7,344813,34
1.0,4.0,0,75.0,2,21.0,1199,17.0,0,1,901,419799.0,0,1,1,2,1,5,336366,38
1.0,0.0,2,12.0,0,17.0,1710,15.0,1,0,955,295118.0,0,1,1,1,1,13,564955,23
0.0,3.0,5,65.0,0,23.0,1300,13.0,1,1,999,511671.0,1,0,1,1,0,12,533348,50
0.0,4.0,3,88.0,1,19.0,1423,15.0,1,1,788,383354.0,1,1,0,1,0,10,274910,34
1.0,4.0,4,26.0,0,16.0,1550,12.0,0,1,909,415423.0,0,1,1,1,1,11,145606,38
0.0,2.0,0,61.0,0,22.0,1899,17.0,0,1,917,316752.0,1,1,1,1,0,20,340079,26
1.0,4.0,5,16.0,1,16.0,2121,17.0,1,0,728,472293.0,1,0,1,2,0,1,387651,45
0.0,1.0,3,14.0,2,20.0,1621,16.0,1,1,648,342633.0,0,1,0,2,1,15,263951,29
0.0,0.0,6,63.0,2,19.0,1463,15.0,0,1,624,385649.0,0,1,1,2,0,16,268902,34
0.0,1.0,6,70.0,1,24.0,1606,18.0,1,0,865,300764.0,1,1,1,1,0,16,508255,24
0.0,2.0,3,25.0,1,21.0,1677,14.0,1,1,717,286457.0,1,1,0,2,1,5,324244,22
0.0,2.0,3,76.0,1,19.0,1435,12.0,0,0,743,425867.0,1,0,0,1,0,10,416225,39
1.0,0.0,3,68.0,1,23.0,1859,15.0,1,1,799,327359.0,1,1,0,1,0,10,256969,27
0.0,4.0,5,56.0,1,25.0,1546,19.0,1,1,756,298909.0,1,0,0,1,0,13,344305,23
0.0,3.0,6,57.0,2,22.0,1599,12.0,1,1,947,314363.0,1,0,1,1,0,6,316366,25
0.0,2.0,2,73.0,2,20.0,1633,14.0,1,0,733,420039.0,0,1,1,1,0,13,282462,39
1.0,0.0,4,59.0,1,14.0,1584,15.0,0,1,999,322953.0,1,0,1,1,1,7,465530,27
1.0,3.0,4,94.0,0,15.0,1667,14.0,0,1,747,351143.0,0,0,0,2,1,10,211112,30
1.0,4.0,0,50.0,1,18.0,1376,13.0,0,0,935,370202.0,0,0,1,1,1,18,380005,32
1.0,2.0,1,81.0,0,17.0,1388,17.0,0,1,670,212336.0,1,1,0,2,1,16,314487,13
1.0,0.0,2,31.0,1,19.0,1279,19.0,1,1,832,251884.0,0,0,0,1,1,12,391482,17
0.0,0.0,6,63.0,1,20.0,1587,15.0,1,1,933,392694.0,1,0,1,2,0,5,315842,35
0.0,0.0,0,14.0,2,22.0,1655,13.0,1,1,898,312873.0,0,1,0,1,0,13,436719,25
0.0,2.0,0,26.0,0,19.0,1591,11.0,1,1,753,447339.0,1,1,0,1,1,13,256029,42
1.0,3.0,3,87.0,0,21.0,1834,15.0,0,0,689,450632.0,0,0,1,2,1,1,465755,42
1.0,0.0,1,50.0,2,20.0,1498,17.0,1,0,933,424889.0,1,0,1,1,1,13,347119,39
0.0,4.0,6,90.0,2,12.0,1633,15.0,1,0,798,506439.0,0,0,0,1,0,6,217149,49
1.0,0.0,1,44.0,2,16.0,1281,14.0,0,1,760,364253.0,1,1,1,2,0,4,418021,31
1.0,3.0,2,49.0,2,19.0,1422,13.0,0,1,625,418416.0,0,0,1,2,0,6,330115,38
1.0,2.0,1,31.0,0,15.0,1639,12.0,0,1,720,312208.0,0,1,0,1,0,1,179216,25
0.0,0.0,0,57.0,0,22.0,1669,16.0,1,1,900,565351.0,0,0,0,2,0,9,383246,57
0.0,0.0,1,62.0,1,26.0,1441,16.0,0,1,811,531223.0,1,0,1,2,0,6,450659,52
1.0,4.0,1,19.0,1,24.0,1485,11.0,1,0,662,374861.0,1,1,1,1,1,17,478213,33
1.0,4.0,4,27.0,2,19.0,1196,18.0,1,0,667,396535.0,1,0,0,2,0,10,312164,35
1.0,0.0,6,89.0,2,25.0,1428,16.0,0,0,852,476970.0,1,1,1,1,1,8,364531,46
1.0,0.0,6,58.0,2,20.0,1678,17.0,0,1,601,355981.0,1,0,0,2,1,4,355053,31
0.0,4.0,0,80.0,1,18.0,1615,12.0,0,0,997,322419.0,0,1,0,1,0,9,498980,26
1.0,3.0,5,39.0,1,17.0,1600,12.0,1,0,707,433366.0,1,1,1,1,0,18,268951,40
0.0,1.0,1,28.0,1,18.0,1509,14.0,1,0,885,371451.0,1,0,1,1,0,19,303534,33
0.0,1.0,1,64.0,1,18.0,1501,16.0,1,0,648,377965.0,0,1,1,2,0,10,266527,33
0.0,0.0,3,69.0,1,20.0,1367,18.0,0,1,739,293512.0,1,0,1,1,0,11,205084,23
1.0,4.0,6,96.0,1,20.0,1639,16.0,1,1,817,231325.0,1,1,1,2,0,15,374778,15
0.0,2.0,1,81.0,1,20.0,1584,14.0,1,0,643,394397.0,1,1,0,1,0,6,510129,35
0.0,2.0,6,90.0,2,21.0,1598,12.0,1,0,868,438904.0,1,1,1,1,0,13,330151,41
1.0,1.0,1,30.0,2,24.0,1394,17.0,1,0,677,345025.0,1,0,0,1,1,23,261810,29
1.0,3.0,4,35.0,2,23.0,1069,13.0,0,0,815,483348.0,1,1,1,2,1,15,368685,46
1.0,1.0,0,37.0,2,14.0,1719,18.0,1,0,981,314132.0,0,1,0,1,0,15,408911,25
0.0,0.0,6,48.0,1,9.0,1404,14.0,0,0,697,282341.0,1,1,1,1,1,18,334363,21
1.0,3.0,2,42.0,0,23.0,1327,18.0,0,0,835,369139.0,1,0,1,2,0,16,490353,32
0.0,2.0,0,49.0,1,14.0,1638,16.0,1,0,881,356830.0,1,0,0,1,1,10,268763,31
0.0,4.0,3,92.0,0,19.0,1421,14.0,1,0,748,427662.0,0,1,1,1,1,6,321303,39
1.0,4.0,0,38.0,2,15.0,1711,13.0,0,1,903,306982.0,0,1,1,2,0,11,379598,25
0.0,0.0,1,29.0,1,12.0,1623,14.0,1,0,665,478912.0,0,0,0,2,0,7,389296,46
0.0,1.0,3,29.0,2,22.0,1636,15.0,0,1,833,525089.0,0,1,0,2,0,10,354722,52
0.0,0.0,0,83.0,1,23.0,1226,15.0,1,1,686,357976.0,1,1,0,1,1,7,222158,31
0.0,4.0,3,21.0,2,17.0,1742,13.0,1,0,678,479166.0,0,1,1,2,1,10,583801,46
1.0,2.0,2,34.0,0,9.0,1552,14.0,0,0,804,281800.0,1,1,0,1,0,4,326403,21
0.0,4.0,0,34.0,0,17.0,1426,15.0,1,1,878,454069.0,1,1,0,1,1,8,361026,43
1.0,3.0,6,13.0,0,21.0,1528,10.0,0,1,936,454365.0,1,1,1,2,0,14,411676,43
0.0,4.0,6,13.0,1,14.0,1144,15.0,0,0,853,433392.0,0,0,1,2,1,15,286349,40
0.0,4.0,5,18.0,0,20.0,1581,13.0,1,1,903,366539.0,1,1,1,1,0,14,355692,32
1.0,3.0,1,24.0,1,19.0,1294,12.0,0,0,979,127774.0,0,1,1,2,1,10,282280,2
0.0,1.0,3,35.0,0,22.0,1229,11.0,1,0,729,318239.0,1,0,1,2,0,12,391555,26
0.0,4.0,5,88.0,0,20.0,1195,11.0,1,1,683,316046.0,0,0,1,1,0,21,322397,25
0.0,0.0,5,99.0,1,16.0,1722,12.0,1,0,875,290583.0,0,0,0,2,0,8,376871,23
0.0,4.0,4,80.0,1,24.0,1374,13.0,0,1,786,372046.0,1,0,0,2,1,20,245346,33
0.0,0.0,3,41.0,0,19.0,1806,18.0,1,0,645,329838.0,1,1,1,2,0,4,267108,27
0.0,3.0,5,85.0,1,19.0,1392,13.0,1,0,986,294705.0,1,0,0,1,1,3,213485,23
1.0,4.0,4,61.0,0,16.0,1158,15.0,0,1,782,279243.0,0,1,0,2,0,11,278946,21
1.0,3.0,5,41.0,1,18.0,1276,15.0,0,1,867,297391.0,0,0,0,2,0,11,92647,23
1.0,3.0,1,18.0,2,16.0,1747,15.0,0,0,895,455684.0,0,0,0,1,0,6,319289,43
0.0,1.0,2,87.0,2,19.0,1468,14.0,0,0,921,311946.0,1,0,1,1,1,10,296575,25
0.0,4.0,4,22.0,2,26.0,1390,12.0,1,1,699,327059.0,0,1,1,1,1,14,365091,27
0.0,0.0,2,65.0,2,14.0,1532,17.0,1,0,677,331187.0,1,0,0,1,1,7,354460,27
1.0,0.0,3,53.0,2,13.0,1600,18.0,1,1,871,400904.0,0,0,1,2,0,17,475707,36
0.0,4.0,1,92.0,0,25.0,1723,11.0,1,1,938,416971.0,0,0,0,1,1,17,609431,38
1.0,1.0,4,39.0,2,19.0,1789,12.0,0,1,761,129615.0,0,1,0,1,0,18,463753,2
0.0,1.0,3,25.0,2,17.0,1428,14.0,0,0,643,446965.0,1,1,1,2,0,7,304689,42
0.0,1.0,5,21.0,2,24.0,1234,13.0,1,1,837,479942.0,1,0,0,1,0,8,300660,46
0.0,0.0,6,83.0,2,17.0,1417,16.0,0,0,733,287828.0,1,1,1,1,0,11,436866,22
1.0,3.0,0,75.0,1,27.0,1552,13.0,0,1,791,281299.0,0,0,1,2,0,10,181665,21
0.0,1.0,3,27.0,0,22.0,1307,19.0,0,0,955,329903.0,0,1,1,1,1,10,318479,27
1.0,0.0,2,22.0,2,18.0,1308,17.0,0,0,877,305828.0,0,0,1,1,1,15,326184,24
0.0,0.0,1,33.0,2,28.0,1568,15.0,0,1,617,388334.0,0,1,1,2,0,15,408413,35
0.0,3.0,1,21.0,2,17.0,1490,17.0,1,1,611,214847.0,1,0,1,2,0,7,411386,13
1.0,4.0,3,69.0,0,22.0,1506,17.0,1,1,779,274342.0,0,1,1,2,1,6,275543,20
0.0,4.0,5,69.0,1,21.0,1348,13.0,0,0,722,488563.0,0,1,1,2,0,5,308562,47
0.0,1.0,0,95.0,0,25.0,1453,13.0,0,0,845,295467.0,1,0,1,2,0,7,394510,23
0.0,1.0,2,10.0,1,26.0,1315,15.0,1,0,821,462979.0,1,0,0,2,0,16,270107,44
0.0,3.0,3,52.0,2,20.0,1678,16.0,1,1,972,401957.0,1,1,1,2,0,12,470611,36
1.0,1.0,3,64.0,2,16.0,1707,15.0,0,1,650,225804.0,0,0,0,2,1,16,410917,14
1.0,3.0,6,49.0,0,21.0,1130,11.0,0,1,670,419183.0,1,0,1,2,0,3,367150,38
0.0,0.0,1,73.0,0,17.0,1314,13.0,0,1,647,360041.0,0,0,0,2,1,13,389094,31
0.0,1.0,2,43.0,1,28.0,1200,14.0,1,1,618,328728.0,1,0,1,2,1,13,303310,27
1.0,0.0,0,43.0,1,20.0,1369,14.0,0,0,861,383965.0,0,1,1,2,1,18,287370,34
0.0,2.0,1,57.0,0,18.0,1483,18.0,0,1,683,403347.0,0,0,1,1,1,9,307527,36
1.0,3.0,3,42.0,1,20.0,1210,12.0,0,0,754,426607.0,0,1,0,2,0,9,399996,39
0.0,2.0,1,77.0,0,14.0,1315,16.0,0,1,652,462765.0,0,1,0,2,0,19,370101,44
1.0,1.0,1,39.0,1,16.0,1299,17.0,0,1,706,398037.0,0,0,1,2,0,11,307728,36
1.0,0.0,4,93.0,0,24.0,1541,19.0,0,1,956,261197.0,0,0,0,2,1,12,424958,19
1.0,1.0,1,99.0,0,17.0,1513,14.0,0,1,903,328738.0,1,1,1,2,1,14,332605,27
1.0,2.0,5,88.0,0,15.0,1355,15.0,0,1,734,599477.0,0,0,0,1,1,3,280668,61
0.0,1.0,1,80.0,1,22.0,1535,16.0,1,0,668,426730.0,0,0,0,1,0,12,375434,39
0.0,4.0,5,80.0,1,24.0,1390,15.0,1,1,610,551977.0,0,1,0,1,0,5,248697,55
1.0,2.0,2,38.0,1,22.0,1445,14.0,1,0,742,470698.0,0,1,1,1,0,11,181277,45
1.0,1.0,1,32.0,0,23.0,1834,15.0,0,0,791,386818.0,1,1,0,2,1,10,349489,35
1.0,0.0,0,43.0,1,16.0,1768,9.0,1,0,986,388325.0,0,0,0,1,1,9,284258,35
1.0,1.0,5,93.0,1,14.0,1240,16.0,1,0,977,363302.0,0,0,1,1,0,15,324584,31
0.0,0.0,5,24.0,0,26.0,1665,15.0,1,1,668,223641.0,1,1,1,2,1,12,253326,14
1.0,4.0,3,62.0,2,18.0,1662,14.0,1,1,622,374988.0,0,1,0,1,1,6,470893,33
1.0,1.0,2,26.0,0,18.0,1270,19.0,1,1,780,461046.0,1,0,0,1,0,6,283850,44
1.0,4.0,1,73.0,1,25.0,1663,13.0,0,1,892,317368.0,0,0,1,2,1,16,306800,26
1.0,2.0,6,93.0,0,22.0,1807,14.0,1,1,608,402345.0,0,0,1,2,1,11,387788,36
1.0,0.0,0,70.0,2,21.0,1275,18.0,0,0,870,428744.0,1,1,1,1,0,4,212338,40
1.0,2.0,3,66.0,0,28.0,1316,13.0,0,1,986,287472.0,1,0,1,2,1,9,204945,22
1.0,0.0,2,86.0,1,17.0,1703,13.0,1,1,692,333300.0,1,0,1,1,1,11,388095,28
0.0,4.0,5,97.0,2,23.0,1554,14.0,0,0,616,283842.0,0,1,0,2,1,5,305505,22
1.0,3.0,0,46.0,1,20.0,1610,16.0,1,1,753,297219.0,1,0,1,1,1,8,259850,23
1.0,1.0,1,16.0,2,21.0,1568,15.0,0,1,927,267508.0,1,1,1,1,0,16,410337,20
1.0,4.0,6,17.0,2,26.0,1578,12.0,0,0,748,291404.0,0,0,0,1,0,24,268807,23
0.0,0.0,4,96.0,0,22.0,1234,13.0,1,1,976,479683.0,0,1,1,2,1,13,322548,46
0.0,0.0,4,87.0,0,22.0,1709,13.0,0,0,866,289781.0,0,1,1,2,0,5,260386,22
0.0,0.0,2,77.0,1,24.0,1733,14.0,0,0,927,379133.0,1,1,1,1,0,10,380343,34
1.0,0.0,6,30.0,0,18.0,1454,15.0,0,1,705,333930.0,0,0,0,2,0,12,483207,28
1.0,1.0,0,70.0,0,16.0,1491,15.0,0,0,980,452504.0,1,0,1,2,1,15,163896,43
1.0,2.0,3,83.0,2,15.0,1193,11.0,0,1,634,472956.0,1,0,1,1,1,16,361265,45
0.0,3.0,0,95.0,0,12.0,1602,17.0,0,1,718,440908.0,1,0,1,2,0,18,435658,41
1.0,1.0,6,89.0,2,28.0,1614,15.0,0,1,613,389883.0,1,1,1,2,0,11,307852,35
0.0,0.0,5,84.0,2,15.0,1487,17.0,0,0,613,343360.0,0,0,0,1,0,12,236895,29
0.0,1.0,4,95.0,2,19.0,1724,15.0,1,0,865,274254.0,0,0,0,1,0,2,392096,20
0.0,4.0,2,38.0,1,18.0,1433,17.0,0,0,739,527990.0,1,1,1,2,1,6,450165,52
0.0,0.0,1,34.0,1,21.0,1612,15.0,1,0,893,311178.0,1,1,1,2,0,5,439052,25
0.0,3.0,0,67.0,1,23.0,1296,17.0,1,0,963,422421.0,0,1,1,2,1,7,386590,39
1.0,0.0,4,23.0,2,23.0,1495,16.0,0,0,718,452754.0,0,1,1,1,1,6,359791,43
1.0,3.0,3,87.0,1,17.0,1465,14.0,0,0,837,318582.0,1,0,1,2,1,6,260098,26
0.0,3.0,2,75.0,1,19.0,1545,19.0,1,0,633,454867.0,1,1,1,2,1,17,436524,43
1.0,2.0,1,63.0,0,21.0,1426,16.0,1,0,768,432686.0,1,0,1,2,1,2,430995,40
1.0,2.0,0,86.0,1,19.0,1473,16.0,1,0,609,500046.0,1,0,0,2,1,11,236194,48
0.0,1.0,3,76.0,1,26.0,1665,12.0,0,0,721,331774.0,1,1,1,2,1,16,386447,28
0.0,1.0,1,39.0,2,21.0,1412,12.0,0,1,744,267894.0,0,1,0,2,0,10,415282,20
1.0,3.0,5,27.0,2,22.0,1178,15.0,0,0,822,331471.0,1,1,0,1,1,18,438211,27
1.0,0.0,4,63.0,2,22.0,1849,15.0,1,1,970,383833.0,0,1,1,1,0,9,342501,34
1.0,4.0,5,30.0,2,24.0,1776,13.0,0,1,856,367869.0,1,1,0,1,0,20,264243,32
1.0,4.0,4,62.0,2,20.0,1241,15.0,0,1,867,333514.0,0,0,0,2,0,4,299788,28
0.0,0.0,3,92.0,2,14.0,1637,18.0,0,1,958,209727.0,1,1,0,2,0,18,249275,12
1.0,0.0,5,25.0,1,21.0,1399,16.0,0,0,603,404883.0,0,0,1,1,0,7,344893,37
0.0,2.0,4,37.0,2,17.0,1552,12.0,1,1,996,524053.0,0,1,0,1,1,19,325311,52
0.0,4.0,2,13.0,2,17.0,1558,14.0,0,1,953,415365.0,1,0,0,1,1,9,564503,38
1.0,3.0,3,64.0,0,22.0,1453,13.0,0,1,705,420704.0,1,0,1,1,0,17,439467,39
1.0,1.0,4,24.0,1,24.0,1343,14.0,1,0,684,418143.0,0,0,1,1,0,18,446954,38
1.0,2.0,0,73.0,1,20.0,1361,14.0,0,1,813,401620.0,0,1,0,2,0,9,397135,36
0.0,4.0,4,74.0,1,21.0,1316,14.0,1,1,720,440196.0,0,1,1,2,1,17,313268,41
0.0,0.0,5,25.0,2,26.0,1333,12.0,1,0,731,397752.0,1,1,1,2,0,11,322461,36
0.0,4.0,2,29.0,2,20.0,1486,14.0,0,0,937,341566.0,0,0,0,2,1,4,331613,29
0.0,3.0,1,73.0,2,30.0,1356,13.0,1,0,796,304762.0,1,0,0,2,1,14,368823,24
1.0,2.0,1,42.0,0,22.0,1636,9.0,0,0,618,349527.0,1,1,0,1,0,6,388916,30
0.0,0.0,4,90.0,2,12.0,1797,19.0,1,0,729,392633.0,1,1,1,1,1,8,350070,35
0.0,3.0,1,78.0,0,23.0,1383,17.0,1,0,611,340760.0,1,0,0,2,1,7,320940,29
1.0,1.0,4,78.0,1,21.0,1547,14.0,0,0,680,389676.0,1,0,0,1,1,13,290588,35
0.0,2.0,2,67.0,2,25.0,1599,15.0,1,0,929,395668.0,1,1,1,2,0,7,210735,36
0.0,3.0,1,48.0,0,22.0,1594,12.0,0,0,953,440571.0,0,1,1,2,0,5,478337,41
1.0,3.0,5,86.0,0,19.0,1515,18.0,0,1,861,481151.0,0,1,1,1,0,6,570552,46
0.0,0.0,5,45.0,2,15.0,1648,18.0,0,0,991,379737.0,1,0,1,2,0,8,469933,34
0.0,1.0,0,77.0,1,19.0,1596,15.0,0,1,724,256582.0,0,0,0,2,0,14,224093,18
0.0,3.0,4,96.0,1,16.0,1252,17.0,1,1,906,343826.0,0,1,0,2,0,16,428701,29
0.0,2.0,1,30.0,1,17.0,1673,15.0,0,0,866,376143.0,1,1,0,1,0,16,452377,33
1.0,3.0,5,72.0,0,22.0,1677,12.0,1,0,982,218621.0,0,1,1,1,0,11,309656,14
0.0,4.0,6,94.0,0,26.0,1347,14.0,0,0,739,481037.0,1,1,0,2,1,11,398892,46
1.0,2.0,2,15.0,0,21.0,1507,15.0,1,0,928,376608.0,1,1,1,2,0,11,304369,33
0.0,2.0,2,33.0,0,15.0,1636,14.0,1,1,601,405652.0,1,0,1,1,1,14,502892,37
1.0,3.0,6,62.0,1,21.0,1458,14.0,1,1,607,478568.0,1,1,1,1,1,17,386537,46
1.0,0.0,6,92.0,2,24.0,1714,14.0,1,0,849,312502.0,0,0,0,1,0,11,258284,25
1.0,2.0,0,85.0,0,17.0,1972,14.0,0,1,738,416772.0,0,0,1,1,1,14,416980,38
0.0,4.0,2,87.0,0,19.0,1342,15.0,0,0,723,364004.0,1,0,0,2,1,5,455878,31
0.0,0.0,2,59.0,1,20.0,1223,12.0,1,1,908,353763.0,0,0,0,2,0,16,369813,30
0.0,0.0,1,21.0,2,16.0,1560,13.0,1,1,827,308121.0,1,0,0,2,1,13,397944,25
1.0,0.0,4,65.0,2,22.0,1644,12.0,0,0,609,500399.0,1,0,1,1,0,6,343024,49
0.0,2.0,3,24.0,1,19.0,1453,16.0,1,0,811,331788.0,0,0,0,1,1,17,236571,28
0.0,0.0,2,92.0,1,21.0,1790,10.0,1,1,711,422698.0,0,0,0,2,1,5,334826,39
0.0,3.0,2,49.0,2,16.0,1232,17.0,0,0,607,220114.0,1,1,1,1,0,0,402303,13
0.0,0.0,3,50.0,0,18.0,1638,17.0,1,1,891,461258.0,0,1,0,2,1,16,337197,44
1.0,4.0,2,78.0,2,22.0,1378,14.0,1,0,961,455680.0,1,1,1,1,1,13,430076,43
1.0,1.0,1,78.0,1,18.0,1843,9.0,0,0,852,373333.0,1,1,0,2,0,5,310781,33
0.0,4.0,1,15.0,0,26.0,1898,14.0,1,0,613,347711.0,0,1,1,2,0,13,317340,30
0.0,2.0,3,96.0,0,18.0,1346,14.0,0,0,839,403655.0,1,0,1,2,1,17,433111,36
0.0,0.0,5,76.0,1,20.0,1390,12.0,0,0,841,551712.0,0,0,1,2,1,13,372185,55
1.0,0.0,2,42.0,1,23.0,1671,13.0,0,0,941,224382.0,1,0,1,1,0,24,308827,14
0.0,3.0,5,52.0,1,14.0,1422,18.0,0,0,748,435231.0,1,0,1,2,1,7,453380,40
1.0,0.0,2,30.0,2,12.0,1490,16.0,1,1,835,291126.0,1,0,0,2,0,0,281126,22
1.0,4.0,4,93.0,2,13.0,1505,13.0,0,0,905,362271.0,1,1,0,2,0,4,277305,31
0.0,2.0,2,74.0,0,25.0,1116,11.0,0,1,766,333522.0,1,1,0,2,0,0,67055,28
0.0,1.0,1,26.0,1,17.0,1497,14.0,1,0,619,330464.0,0,0,0,1,1,22,294603,27
0.0,0.0,0,17.0,0,30.0,1362,14.0,0,1,815,373206.0,1,1,1,2,1,11,480871,33
1.0,1.0,6,73.0,0,17.0,1401,15.0,1,0,942,266404.0,0,1,1,2,1,21,142770,19
1.0,0.0,0,99.0,0,20.0,1788,13.0,0,0,734,445074.0,0,1,0,1,0,10,254807,42
0.0,2.0,0,37.0,0,26.0,1248,16.0,0,1,992,226163.0,0,1,1,2,1,7,393906,14
1.0,4.0,0,99.0,1,28.0,1662,18.0,0,0,728,399456.0,1,1,0,2,0,3,125513,36
0.0,2.0,6,22.0,0,28.0,1444,16.0,0,0,893,338823.0,0,0,1,2,1,10,298930,28
0.0,1.0,5,22.0,1,24.0,1444,14.0,1,0,845,279530.0,0,1,1,2,0,16,464086,21
1.0,0.0,6,47.0,1,24.0,1658,14.0,1,0,788,393905.0,0,1,0,1,0,10,554302,35
1.0,1.0,5,34.0,2,22.0,1568,14.0,1,0,643,244395.0,1,0,0,1,1,4,379024,17
1.0,4.0,6,71.0,1,23.0,1614,17.0,0,1,685,366044.0,1,0,1,1,0,15,257353,32
1.0,2.0,6,32.0,2,17.0,1693,13.0,0,0,643,248869.0,1,0,0,1,1,16,253987,17
0.0,1.0,2,95.0,1,16.0,1433,15.0,0,1,929,405126.0,1,0,0,1,1,9,364490,37
0.0,1.0,5,30.0,1,19.0,1377,15.0,1,1,974,294956.0,0,0,0,1,1,8,378096,23
0.0,4.0,2,63.0,1,19.0,1282,13.0,0,1,977,340710.0,1,0,0,2,1,3,535792,29
1.0,0.0,4,72.0,2,18.0,1334,12.0,1,1,989,395869.0,0,0,1,2,1,15,447080,36
0.0,1.0,2,39.0,2,22.0,2089,15.0,1,1,744,306117.0,1,0,1,2,0,9,358410,25
1.0,4.0,0,84.0,0,23.0,1748,14.0,1,1,650,361186.0,0,1,1,2,1,-1,316479,31
1.0,7.0,8,80.0,3,31.0,2225,12.0,0,0,2142,335506.0,0,1,1,2,1,10,557422,29
