RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Insurance_Premium,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
77,PortA,PortZ,1,4,11,60,3,32,1598,11,irregular,clear,1478,451927,72375,1041600,compliant,no,not in place,both,bulk carrier,12,468446,29994.045,43.50501057,Medium
78,PortA,PortY,4,3,6,20,4,31,2364,8,irregular,clear,2341,455301,43476,886339,non-compliant,no,in place,non-hazardous,container,11,509175,29694.87,42.91156716,Medium
79,PortB,PortX,4,3,5,20,3,28,2131,17,irregular,clear,1762,511245,43251,835098,non-compliant,no,in place,both,bulk carrier,14,498063,32869.305,49.20837515,Medium
80,PortB,PortY,4,1,6,72,3,27,1990,9,irregular,clear,2134,422383,48167,1156628,non-compliant,yes,in place,non-hazardous,container,9,476188,27723.22,39.00060301,Medium
81,PortA,PortX,1,4,7,62,3,30,1856,14,irregular,congested areas,1908,490989,64093,1133102,non-compliant,no,not in place,non-hazardous,bulk carrier,9,536985,32239.635,47.959362,Medium
82,PortB,PortX,4,5,9,98,3,28,1846,11,regular,clear,2225,404017,47702,965159,non-compliant,no,in place,both,bulk carrier,12,501416,26590.85,36.75443434,Medium
83,PortC,PortZ,2,1,7,67,4,32,1946,10,regular,clear,2235,303425,42264,1154870,compliant,yes,in place,both,bulk carrier,10,510145,20418.08,24.51013024,Low
84,PortB,PortZ,2,3,14,28,3,30,2099,11,regular,clear,1599,528201,67100,1140921,compliant,yes,not in place,both,container,12,576846,34560.85,52.56372314,Medium
85,PortC,PortY,2,3,13,41,3,26,1787,12,irregular,congested areas,1650,677463,61138,748241,non-compliant,yes,in place,non-hazardous,bulk carrier,13,649808,43269.535,69.83826721,High
86,PortC,PortX,3,7,14,59,3,32,1907,12,regular,congested areas,1486,526607,57752,984413,compliant,yes,in place,non-hazardous,container,-3,626457,34116.55,51.68240984,Medium
87,PortC,PortZ,1,5,8,81,4,35,2171,10,regular,congested areas,1922,474588,48762,1200797,compliant,no,in place,both,container,2,567640,30878.505,45.25942507,Medium
88,PortC,PortY,3,7,11,64,4,35,2321,13,irregular,congested areas,1370,453968,67606,761462,compliant,no,in place,both,bulk carrier,7,713937,30135.69,43.78597754,Medium
89,PortC,PortZ,4,5,8,85,3,32,2108,11,irregular,congested areas,1608,451574,43459,782393,compliant,yes,not in place,both,bulk carrier,13,615900,29260.595,42.05013945,Medium
90,PortA,PortY,1,3,7,50,4,32,1867,9,irregular,clear,2431,449787,74604,1093992,compliant,no,not in place,non-hazardous,container,8,630450,30190.245,43.89419281,Medium
91,PortA,PortZ,2,5,14,79,4,25,1968,11,irregular,clear,1476,492604,44062,1193851,non-compliant,no,not in place,both,bulk carrier,23,533695,31676.79,46.84290288,Medium
92,PortA,PortZ,1,2,5,30,3,27,2082,14,regular,congested areas,1726,284656,67535,958013,non-compliant,yes,in place,non-hazardous,bulk carrier,16,511338,19980.885,23.64291042,Low
93,PortC,PortX,3,7,13,35,3,29,1941,12,irregular,congested areas,2039,274562,61853,929590,non-compliant,no,not in place,both,bulk carrier,21,587603,19235.97,22.16529732,Low
94,PortB,PortX,4,7,5,10,4,32,2142,12,irregular,congested areas,1830,518126,47423,745133,compliant,no,in place,both,bulk carrier,16,640621,33426.375,50.31337898,Medium
95,PortB,PortZ,4,1,5,90,4,27,1853,11,irregular,clear,1717,462441,60747,955256,compliant,yes,in place,non-hazardous,container,4,567444,30386.52,44.28352383,Medium
96,PortC,PortX,3,4,5,36,4,28,2322,11,regular,congested areas,1547,395473,53109,779205,compliant,no,not in place,non-hazardous,bulk carrier,6,486684,26223.47,36.02569952,Medium
97,PortB,PortZ,1,7,9,59,3,32,1982,12,regular,congested areas,1508,390022,49594,946803,compliant,no,not in place,non-hazardous,container,9,421640,25699.08,34.98551972,Medium
98,PortC,PortY,3,5,11,75,4,30,1873,11,regular,congested areas,1515,424975,49410,1196616,non-compliant,yes,not in place,non-hazardous,container,6,391847,27765.05,39.08357699,Medium
99,PortB,PortZ,4,5,11,74,4,31,2118,12,regular,clear,2012,444245,48556,805833,compliant,no,in place,non-hazardous,container,17,554254,29056.535,41.64536611,Medium
100,PortC,PortZ,2,2,14,19,4,26,1804,12,regular,congested areas,1737,595447,43605,962156,non-compliant,yes,in place,non-hazardous,container,11,631596,37843.89,59.07595996,Medium
101,PortB,PortY,4,4,5,46,4,28,2029,9,irregular,clear,1610,380380,69193,1129148,non-compliant,yes,in place,both,container,13,319693,25740.215,35.06711509,Medium
102,PortB,PortY,4,2,10,78,3,28,2280,13,irregular,clear,1682,535578,53074,883564,non-compliant,yes,in place,non-hazardous,container,18,489252,34644.925,52.73049427,Medium
103,PortA,PortX,1,4,13,50,3,29,1756,10,irregular,clear,2280,520868,73817,1061184,non-compliant,yes,not in place,both,container,21,472937,34372.95,52.19100477,Medium
104,PortB,PortY,2,7,10,55,3,28,2238,10,regular,clear,1420,462641,38570,1121529,compliant,yes,not in place,both,bulk carrier,10,587926,29770.83,43.06224139,Medium
105,PortB,PortX,4,7,8,86,4,27,1741,11,irregular,clear,1706,535364,50279,1011763,compliant,yes,in place,both,bulk carrier,5,483319,34419.55,52.28344051,Medium
106,PortC,PortZ,2,1,14,54,3,30,2164,12,regular,congested areas,1544,506681,46322,1014842,non-compliant,no,in place,non-hazardous,container,6,426954,32651.49,48.77631741,Medium
107,PortB,PortY,3,5,13,97,4,38,1810,13,regular,clear,1365,373960,68540,835307,compliant,yes,not in place,non-hazardous,bulk carrier,17,489101,25234.06,34.06310624,Medium
108,PortB,PortZ,1,1,7,36,4,32,2238,7,irregular,clear,2241,426204,38743,940110,compliant,no,not in place,both,bulk carrier,13,473430,27753.835,39.06133092,Medium
109,PortB,PortX,2,4,14,74,3,22,1884,13,irregular,clear,1527,508586,61119,1024328,compliant,yes,in place,both,bulk carrier,7,551298,33134.725,49.73486216,Medium
110,PortB,PortY,2,5,8,93,4,31,1928,12,irregular,congested areas,2181,428586,64175,714764,non-compliant,yes,not in place,both,bulk carrier,15,528520,28571.72,40.68368727,Medium
111,PortB,PortX,1,7,8,17,4,27,1812,10,irregular,clear,1436,528572,44063,663039,non-compliant,yes,in place,non-hazardous,container,6,594248,33788.15,51.03099573,Medium
112,PortA,PortX,3,2,8,76,4,26,1517,11,regular,clear,1493,570470,41617,977020,non-compliant,no,in place,both,bulk carrier,3,549374,36165.2,55.74611115,Medium
113,PortB,PortY,2,7,10,58,3,32,1771,12,regular,clear,2005,480403,55715,1056822,non-compliant,no,in place,non-hazardous,container,1,651496,31352.48,46.19960169,Medium
114,PortC,PortY,1,7,11,98,3,30,1663,5,regular,congested areas,1957,426790,64802,1013216,non-compliant,yes,in place,both,bulk carrier,4,505205,28371.14,40.28581687,Medium
115,PortC,PortX,4,3,13,98,3,39,1591,9,irregular,clear,1956,423030,56829,756824,non-compliant,no,not in place,non-hazardous,bulk carrier,17,612010,27890.93,39.3332725,Medium
116,PortB,PortY,1,2,7,23,3,29,2058,14,regular,clear,2229,449943,63514,1165531,non-compliant,yes,not in place,non-hazardous,container,10,581785,29872.505,43.26392388,Medium
117,PortB,PortX,4,3,12,71,3,29,2304,10,irregular,clear,1855,441284,42949,1015531,compliant,yes,in place,both,container,11,520460,28724.57,40.98688047,Medium
118,PortB,PortZ,2,2,12,52,3,34,2359,11,regular,clear,2480,550062,46156,1145604,non-compliant,no,in place,non-hazardous,container,12,618798,35486.36,54.3995644,Medium
119,PortA,PortZ,2,4,5,36,3,30,1767,11,irregular,clear,2257,426571,52993,904202,compliant,yes,in place,both,bulk carrier,6,469777,28088.725,39.72561859,Medium
120,PortC,PortY,2,1,9,36,3,25,1978,13,regular,clear,2339,469638,64564,1039751,non-compliant,yes,in place,both,bulk carrier,9,673983,31086.695,45.67239067,Medium
121,PortA,PortY,3,3,14,77,3,26,2232,11,irregular,clear,2401,535994,49136,1078058,compliant,no,in place,both,bulk carrier,10,472362,34682.915,52.80585122,Medium
122,PortA,PortZ,3,4,9,84,3,28,1737,11,irregular,congested areas,1351,444397,41766,1150678,compliant,yes,not in place,both,container,7,415935,28633.215,40.80566873,Medium
123,PortB,PortX,4,1,12,57,4,32,2240,12,regular,congested areas,1813,434869,65511,1137996,compliant,yes,in place,both,container,9,408126,28992.58,41.518505,Medium
124,PortB,PortX,1,1,12,76,3,35,2244,13,irregular,congested areas,2043,547662,45013,879993,compliant,no,not in place,non-hazardous,container,11,559109,35192.04,53.81575137,Medium
125,PortC,PortX,4,5,6,34,4,33,1610,14,regular,clear,2384,567479,63383,982633,non-compliant,no,in place,both,container,10,493583,36843.385,57.09135865,Medium
126,PortB,PortY,1,7,7,73,4,32,1528,11,irregular,congested areas,2455,481475,52010,921518,non-compliant,yes,in place,non-hazardous,container,14,568123,31335.185,46.16529534,Medium
127,PortC,PortX,2,5,6,33,3,34,1919,11,regular,clear,1991,604842,57657,1021444,non-compliant,yes,in place,both,bulk carrier,9,439731,38910.96,61.19259959,High
128,PortA,PortY,1,7,5,18,3,32,2187,11,irregular,congested areas,1842,493195,66587,784365,non-compliant,no,in place,both,container,19,598698,32517.635,48.51080268,Medium
129,PortC,PortY,3,5,6,17,4,26,1696,14,regular,congested areas,1709,548527,52552,761514,non-compliant,no,not in place,non-hazardous,container,6,568406,35265.88,53.96222036,Medium
130,PortC,PortY,1,3,14,68,3,29,1592,13,regular,clear,1454,631613,48815,1357846,non-compliant,yes,not in place,both,bulk carrier,9,504251,40060.745,63.47331265,High
131,PortC,PortZ,1,3,10,26,3,27,2012,11,regular,clear,1932,430330,58048,1290301,non-compliant,no,not in place,both,container,13,612485,28460.835,40.46373583,Medium
132,PortA,PortX,2,7,5,52,4,35,2126,8,regular,clear,1350,438669,50241,1174886,non-compliant,no,in place,non-hazardous,container,15,607505,28643.195,40.82546505,Medium
133,PortA,PortY,2,1,10,77,3,26,1863,14,irregular,clear,2323,541913,52698,1072633,non-compliant,no,not in place,non-hazardous,container,5,559207,35036.215,53.50665696,Medium
134,PortB,PortX,3,3,5,13,3,26,1880,14,irregular,clear,2293,469089,48264,1116319,non-compliant,yes,in place,both,container,11,638728,30532.635,44.57335748,Medium
135,PortB,PortZ,1,1,6,17,4,30,2125,9,regular,congested areas,2418,407777,67730,1116727,non-compliant,yes,in place,both,bulk carrier,15,661049,27524,38.6054303,Medium
136,PortC,PortX,1,4,12,51,4,37,1826,11,regular,clear,1823,445623,49010,1248203,compliant,yes,not in place,both,container,3,471144,29042.035,41.61660392,Medium
137,PortC,PortZ,1,2,10,58,4,32,1841,13,irregular,congested areas,1654,369981,64483,926123,compliant,yes,in place,both,bulk carrier,11,663245,24936.175,33.47222167,Medium
138,PortA,PortY,2,1,13,15,3,34,2055,12,regular,congested areas,2368,474974,46000,886356,compliant,yes,in place,both,container,4,460093,30877.68,45.2577886,Medium
139,PortA,PortY,3,1,5,82,4,25,2077,8,regular,clear,2101,494405,86115,997721,compliant,no,not in place,both,bulk carrier,7,627154,33197.345,49.85907517,Medium
140,PortA,PortZ,1,4,9,51,3,32,1955,9,regular,congested areas,2139,569031,46123,1089328,compliant,no,not in place,both,bulk carrier,12,644720,36454.04,56.31905406,Medium
141,PortC,PortY,1,7,11,81,3,25,2296,13,irregular,congested areas,1555,571066,60622,961773,non-compliant,no,in place,both,container,10,532534,36979.05,57.36046369,Medium
142,PortC,PortX,1,5,13,41,3,32,2149,12,regular,clear,1547,451854,69133,917104,non-compliant,yes,not in place,both,bulk carrier,6,544673,30043.99,43.60408145,Medium
143,PortA,PortX,1,6,13,24,4,23,1929,13,irregular,clear,1832,644612,59384,1215585,compliant,yes,not in place,non-hazardous,bulk carrier,18,520097,41317.3,65.96581464,High
144,PortC,PortZ,3,7,8,91,3,28,1741,13,irregular,congested areas,1340,387468,57365,874437,non-compliant,no,not in place,non-hazardous,bulk carrier,10,467559,25685.465,34.95851301,Medium
145,PortA,PortX,3,5,8,96,3,21,2198,12,irregular,congested areas,2089,362306,35847,1220298,compliant,no,in place,both,container,14,486221,23791.41,31.20146628,Medium
146,PortB,PortY,3,5,8,78,4,26,2205,12,regular,congested areas,1494,380610,53324,1144475,non-compliant,no,in place,non-hazardous,bulk carrier,19,599661,25298.21,34.19035415,Medium
147,PortA,PortY,2,7,7,36,4,24,1980,10,regular,clear,2394,388075,51987,1286792,non-compliant,no,not in place,non-hazardous,bulk carrier,8,635569,25829.14,35.24350669,Medium
148,PortC,PortY,1,7,12,75,3,32,2055,12,regular,clear,1607,538073,50991,1327465,compliant,yes,in place,both,bulk carrier,15,548556,34661.62,52.76361047,Medium
149,PortC,PortX,1,1,9,68,4,30,2140,12,irregular,clear,1375,607022,38697,1055534,compliant,yes,in place,non-hazardous,container,14,448988,38402.825,60.1846632,High
150,PortC,PortY,1,1,11,37,3,28,2320,15,regular,congested areas,2086,609628,59640,1311771,compliant,no,not in place,non-hazardous,container,5,435375,39374.08,62.11124423,High
151,PortC,PortX,1,3,14,33,3,30,2177,10,regular,clear,2094,326201,57991,1075785,non-compliant,yes,not in place,non-hazardous,bulk carrier,18,539388,22285.83,28.21499839,Low
152,PortA,PortZ,4,3,10,60,3,26,2089,13,irregular,clear,1529,543407,58874,1059424,compliant,yes,not in place,non-hazardous,bulk carrier,12,497240,35209.985,53.85134706,Medium
153,PortA,PortY,3,2,13,30,4,31,2185,11,irregular,congested areas,1384,605596,57738,1029070,non-compliant,yes,in place,non-hazardous,container,9,668621,38903.64,61.17807964,High
154,PortB,PortZ,4,2,7,40,4,29,2230,13,irregular,congested areas,2485,553823,46404,934835,non-compliant,yes,in place,both,bulk carrier,3,479771,35688.41,54.8003507,Medium
155,PortA,PortX,4,6,10,84,3,39,2054,11,regular,congested areas,1696,429817,51889,1113950,non-compliant,no,in place,both,container,5,609737,28214.315,39.97473886,Medium
156,PortB,PortX,2,7,7,59,3,36,2183,14,regular,clear,1514,487868,46893,1172591,non-compliant,no,in place,non-hazardous,bulk carrier,11,487938,31541.53,46.5746012,Medium
157,PortA,PortZ,2,3,6,49,3,33,1864,10,regular,clear,2324,399961,53659,790245,compliant,yes,not in place,non-hazardous,bulk carrier,5,521650,26550.055,36.67351339,Medium
158,PortA,PortY,1,7,7,77,3,31,2207,12,irregular,clear,1676,538154,37326,1383976,compliant,no,not in place,non-hazardous,container,15,567214,34308.55,52.06326096,Medium
159,PortC,PortY,4,1,6,25,4,31,1866,12,regular,clear,1711,363010,75249,1243676,compliant,yes,not in place,both,container,10,601958,24858.645,33.31843319,Medium
160,PortB,PortY,4,4,6,85,4,34,1798,10,irregular,clear,2099,534443,42258,912671,compliant,no,not in place,non-hazardous,bulk carrier,4,592255,34217.745,51.8831402,Medium
161,PortC,PortZ,3,3,14,95,4,31,1974,12,regular,clear,1709,417894,75842,1084351,non-compliant,no,not in place,both,container,8,494012,28196.815,39.94002587,Medium
162,PortC,PortX,4,1,11,72,4,31,1731,14,regular,clear,1515,507058,52829,993522,compliant,no,in place,non-hazardous,bulk carrier,6,560034,32756.155,48.98393086,Medium
163,PortA,PortZ,2,7,14,65,4,27,1880,11,regular,congested areas,2051,455346,50223,1049926,compliant,no,not in place,non-hazardous,bulk carrier,5,512521,29720.015,42.96144477,Medium
164,PortA,PortX,4,3,7,89,3,27,2075,13,regular,clear,1648,441516,35077,979609,compliant,no,in place,both,container,0,406872,28402.755,40.34852837,Medium
165,PortB,PortY,2,5,12,33,4,29,2055,10,regular,clear,2130,554386,57527,1078473,compliant,no,in place,both,bulk carrier,12,572892,35940.555,55.30050542,Medium
166,PortB,PortY,1,3,6,37,3,19,2127,9,irregular,congested areas,1953,605932,58033,839632,non-compliant,no,not in place,both,bulk carrier,7,676270,39027.81,61.4243832,High
167,PortA,PortX,2,7,11,94,3,29,2131,13,irregular,congested areas,2321,416023,57753,1328511,non-compliant,yes,in place,non-hazardous,container,21,704418,27703.75,38.96198233,Medium
168,PortB,PortY,1,7,7,98,4,29,2074,10,regular,congested areas,2364,494018,109093,851001,non-compliant,no,in place,non-hazardous,bulk carrier,16,581738,33917.505,51.28758425,Medium
169,PortA,PortZ,3,6,13,40,4,33,1829,8,regular,congested areas,1302,391843,57837,1082857,non-compliant,yes,not in place,both,bulk carrier,20,575192,25977.775,35.53833901,Medium
170,PortA,PortX,1,7,11,24,3,34,2184,10,irregular,clear,2417,427563,67972,898204,compliant,no,in place,non-hazardous,bulk carrier,15,288066,28735.745,41.0090472,Medium
171,PortA,PortY,4,5,13,51,3,40,1978,14,regular,clear,2382,432989,50799,976563,non-compliant,no,not in place,both,bulk carrier,9,822732,28490.02,40.52162719,Medium
172,PortB,PortY,2,1,6,59,3,32,2048,14,irregular,congested areas,2039,383922,51816,1069189,compliant,no,not in place,both,container,13,693096,25521.375,34.63302416,Medium
173,PortC,PortY,1,5,10,95,4,30,2020,9,regular,congested areas,1706,566035,45033,1014670,compliant,yes,in place,non-hazardous,bulk carrier,10,625913,36171.04,55.75769537,Medium
174,PortB,PortY,1,3,9,14,4,27,2314,9,regular,clear,1317,486136,47193,1019406,compliant,yes,in place,non-hazardous,bulk carrier,13,557199,31435.845,46.36496447,Medium
175,PortC,PortX,1,5,6,57,4,25,1761,11,irregular,congested areas,2050,422613,46419,944795,compliant,yes,not in place,non-hazardous,bulk carrier,16,326915,27610.35,38.77671413,Medium
176,PortB,PortX,1,6,8,22,4,33,1931,14,irregular,congested areas,1885,473755,38450,896270,non-compliant,yes,in place,non-hazardous,bulk carrier,14,568230,30451.94,44.41329091,Medium
177,PortC,PortY,1,4,8,41,3,29,2106,11,regular,clear,2187,573364,59369,1099465,non-compliant,yes,not in place,non-hazardous,container,12,553176,37157.645,57.71472466,Medium
178,PortC,PortZ,1,5,12,76,4,31,2004,11,irregular,congested areas,1631,552665,53884,871857,compliant,no,not in place,non-hazardous,container,12,409074,35616.35,54.65741251,Medium
179,PortB,PortZ,2,7,11,88,3,30,1903,10,irregular,clear,2312,524405,66226,902556,non-compliant,yes,not in place,non-hazardous,container,13,594816,34402.155,52.2489358,Medium
180,PortB,PortZ,4,6,9,39,4,30,1616,11,regular,congested areas,1468,430133,56679,904316,non-compliant,yes,not in place,both,bulk carrier,17,673661,28219.64,39.98530153,Medium
181,PortC,PortZ,4,5,13,15,4,30,1942,13,regular,clear,2075,488749,60714,950286,compliant,yes,not in place,both,bulk carrier,9,584056,32059.87,47.60278021,Medium
182,PortA,PortX,1,2,5,34,4,31,2072,12,regular,congested areas,2148,391907,45402,786961,compliant,no,not in place,non-hazardous,container,10,583729,25835.325,35.25577525,Medium
183,PortC,PortX,2,4,8,37,3,33,2108,11,regular,clear,2240,472525,82079,789267,non-compliant,no,in place,both,container,9,590149,31801.285,47.08985111,Medium
184,PortC,PortZ,1,1,9,71,3,25,1966,13,irregular,clear,1505,554122,32343,1081459,compliant,no,not in place,both,bulk carrier,12,517722,35019.3,53.47310437,Medium
185,PortA,PortX,3,7,12,31,4,32,2035,12,regular,congested areas,1820,574348,44985,1083166,non-compliant,yes,in place,both,container,15,625833,36697.24,56.80146548,Medium
186,PortC,PortZ,4,6,7,77,3,24,1771,13,regular,congested areas,2317,433695,88891,1046602,compliant,no,in place,both,bulk carrier,13,702379,29606.09,42.73546319,Medium
187,PortA,PortY,1,5,9,24,3,32,2077,10,irregular,congested areas,1603,544315,46242,1206278,compliant,yes,in place,non-hazardous,bulk carrier,11,554126,34898.355,53.23319792,Medium
188,PortA,PortY,2,4,7,35,4,31,2001,12,irregular,congested areas,1414,523899,58309,867667,compliant,no,not in place,both,bulk carrier,17,474462,33978.99,51.40954587,Medium
189,PortB,PortZ,4,1,11,72,4,29,2033,13,regular,congested areas,1963,451323,54229,741207,compliant,no,not in place,both,bulk carrier,8,411446,29619.025,42.76112105,Medium
190,PortC,PortX,2,4,14,27,3,29,1956,15,regular,clear,1386,539694,49690,1117796,non-compliant,no,in place,non-hazardous,bulk carrier,4,600094,34650.035,52.74063047,Medium
191,PortC,PortZ,3,6,7,82,4,30,2042,9,irregular,clear,2418,578673,43942,737951,non-compliant,no,not in place,both,bulk carrier,13,611421,37046.145,57.4935533,Medium
192,PortA,PortX,1,2,11,72,3,34,2126,11,regular,clear,2042,547372,39890,979466,non-compliant,no,in place,both,bulk carrier,11,586394,34990.65,53.41627424,Medium
193,PortC,PortY,3,6,6,71,3,34,2051,9,irregular,clear,1727,392027,69211,1041730,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,526437,26470.125,36.51496428,Medium
194,PortA,PortX,4,6,11,77,4,33,1635,10,irregular,congested areas,1749,456633,55163,1309118,compliant,yes,not in place,both,container,5,577712,29826.17,43.17201379,Medium
195,PortC,PortZ,1,1,13,57,3,24,2055,12,irregular,clear,2085,506791,79733,917999,compliant,no,not in place,non-hazardous,container,12,496438,33739.235,50.93396795,Medium
196,PortC,PortY,4,1,9,59,4,32,1922,7,regular,clear,2014,409666,53988,929040,non-compliant,yes,in place,non-hazardous,container,20,478921,27095.47,37.75539837,Medium
197,PortA,PortY,1,5,10,72,3,20,1858,12,regular,clear,1301,597154,72731,1099160,non-compliant,no,in place,non-hazardous,container,5,450370,38744.62,60.86264763,High
198,PortA,PortX,2,3,14,78,3,21,2269,13,irregular,congested areas,2401,497646,48119,1090299,non-compliant,no,in place,both,bulk carrier,11,451411,32359.45,48.19702698,Medium
199,PortC,PortY,4,6,7,15,3,34,1813,11,regular,congested areas,2042,443866,53804,948490,non-compliant,no,not in place,both,container,12,603044,29122.31,41.77583738,Medium
200,PortC,PortY,3,1,14,67,3,24,1836,10,irregular,clear,2421,434868,54985,1027772,non-compliant,no,not in place,non-hazardous,container,9,523073,28694.995,40.92821551,Medium
201,PortA,PortX,3,6,9,60,3,29,1551,11,regular,congested areas,1409,418479,48002,889447,compliant,no,in place,non-hazardous,bulk carrier,12,481861,27230.845,38.02392816,Medium
202,PortB,PortY,2,6,9,21,3,35,2288,16,regular,clear,1978,527157,79731,1066999,non-compliant,no,in place,non-hazardous,container,9,413808,35002.545,53.43986916,Medium
203,PortB,PortZ,2,1,7,56,4,32,2178,10,irregular,congested areas,1670,546839,60196,760949,non-compliant,no,in place,both,container,12,617106,35506.905,54.44031746,Medium
204,PortC,PortX,3,2,12,18,3,31,1933,10,regular,congested areas,2189,429739,44595,1436172,compliant,yes,not in place,both,container,10,656974,28055.145,39.65900931,Medium
205,PortC,PortX,2,2,10,16,3,29,2122,7,regular,congested areas,1898,589920,66575,1108159,compliant,yes,in place,non-hazardous,container,9,447586,38313.525,60.00752776,High
206,PortC,PortX,1,6,7,38,3,30,1554,14,regular,clear,2345,445920,65899,834759,non-compliant,no,not in place,both,bulk carrier,11,537534,29601.5,42.72635847,Medium
207,PortA,PortX,3,2,5,87,4,27,2095,9,irregular,congested areas,2021,409084,62461,959812,non-compliant,yes,not in place,both,container,14,456743,27358.29,38.27672801,Medium
208,PortC,PortZ,4,6,14,60,3,28,1828,12,regular,clear,1604,514970,53150,842025,non-compliant,no,in place,non-hazardous,container,4,535821,33283.22,50.02941678,Medium
209,PortC,PortX,3,5,5,93,3,30,2334,16,irregular,congested areas,2223,384570,45912,877202,compliant,yes,not in place,both,container,15,610790,25492.355,34.5754601,Medium
210,PortC,PortZ,2,1,14,64,3,30,2073,12,regular,clear,2135,376383,81762,1031749,non-compliant,yes,not in place,both,container,8,711833,25991.93,35.56641687,Medium
211,PortB,PortX,1,6,6,68,4,29,2026,12,regular,clear,1745,399005,76589,1208738,non-compliant,no,not in place,non-hazardous,bulk carrier,15,505296,27105.295,37.77488723,Medium
212,PortC,PortX,4,2,14,65,4,21,1835,11,regular,clear,2231,418178,61296,984824,compliant,no,not in place,both,bulk carrier,8,619991,27844.325,39.24082684,Medium
213,PortC,PortY,3,2,9,31,4,36,1837,12,irregular,clear,1577,541081,51993,716432,compliant,yes,in place,both,container,15,622432,34812.745,53.06338196,Medium
214,PortA,PortY,3,4,11,27,3,33,2118,12,irregular,clear,1676,373045,44431,907914,compliant,no,not in place,both,bulk carrier,11,534886,24593.58,32.79265037,Medium
215,PortB,PortZ,4,4,5,67,3,29,1833,13,irregular,clear,1531,512803,46058,917781,compliant,yes,in place,non-hazardous,bulk carrier,7,666009,32926.52,49.32186681,Medium
216,PortA,PortY,1,7,5,49,3,33,1826,7,regular,congested areas,1891,543184,77765,1013338,non-compliant,no,not in place,both,bulk carrier,9,517228,35772.135,54.96642758,Medium
217,PortC,PortX,2,2,8,98,4,28,2281,12,regular,clear,1725,595252,61115,978850,compliant,yes,in place,both,bulk carrier,17,593540,38474.21,60.32626246,High
218,PortC,PortZ,2,7,14,40,3,31,2057,12,regular,congested areas,2378,435282,56658,670063,compliant,yes,not in place,both,container,12,492637,28819.525,41.17523317,Medium
219,PortC,PortY,2,7,10,65,4,22,1780,17,irregular,clear,1740,447145,39648,861258,compliant,yes,in place,both,bulk carrier,9,603151,28821.815,41.17977562,Medium
220,PortC,PortX,2,7,13,44,4,31,2110,11,regular,clear,1333,642571,88861,833876,non-compliant,no,not in place,both,container,17,593121,42027.525,67.37461667,High
221,PortC,PortY,4,5,5,35,3,28,1944,12,regular,congested areas,1628,591688,77665,1134614,compliant,yes,in place,non-hazardous,container,16,668736,38654.93,60.68473858,High
222,PortA,PortY,1,3,14,77,3,30,1646,12,irregular,clear,2144,464708,56065,957247,non-compliant,no,in place,both,container,7,733557,30416.125,44.34224829,Medium
223,PortC,PortY,1,6,9,93,4,36,1900,12,regular,congested areas,1753,573812,69096,700208,compliant,no,in place,non-hazardous,container,10,641582,37341.02,58.07846723,Medium
224,PortC,PortY,3,4,13,43,3,29,1790,9,irregular,clear,2063,500651,70753,869739,non-compliant,no,not in place,both,container,3,617066,33034.16,49.53538147,Medium
225,PortB,PortX,3,6,12,85,4,28,2051,13,regular,congested areas,2448,476851,63181,1176203,non-compliant,no,not in place,non-hazardous,container,16,510931,31521.77,46.53540527,Medium
226,PortB,PortY,1,4,11,25,4,28,1868,10,regular,congested areas,1822,664831,54861,910131,non-compliant,no,in place,non-hazardous,container,12,323433,42378.37,68.07055267,High
227,PortC,PortZ,3,1,14,51,3,24,2018,12,regular,clear,1781,569975,51602,898094,compliant,yes,not in place,both,container,15,679830,36616.7,56.64170637,Medium
228,PortC,PortZ,1,1,6,14,3,31,2133,10,regular,congested areas,1616,637725,41256,974455,non-compliant,no,in place,non-hazardous,container,2,735618,40368.385,64.08354723,High
229,PortC,PortY,4,2,13,70,3,32,2472,11,regular,congested areas,1421,394089,47022,1033840,compliant,no,in place,both,container,10,581298,25970.89,35.52468193,Medium
230,PortC,PortZ,4,1,12,53,3,30,2395,11,irregular,clear,1880,616278,34936,978591,compliant,yes,not in place,non-hazardous,bulk carrier,12,449389,39011.365,61.3917629,High
231,PortC,PortY,2,1,14,44,3,33,2044,11,regular,clear,1786,471881,83216,1153472,non-compliant,yes,not in place,both,bulk carrier,1,687786,31689.205,46.86752927,Medium
232,PortC,PortX,1,3,14,10,3,33,1989,11,regular,clear,2335,469484,61635,978601,compliant,no,not in place,both,bulk carrier,15,660508,30994.105,45.48872919,Medium
233,PortA,PortX,4,7,13,52,3,30,1880,12,irregular,congested areas,1424,498499,57633,1101139,non-compliant,no,not in place,both,container,10,346267,32408.065,48.29345968,Medium
234,PortA,PortZ,1,5,13,41,4,32,1671,11,irregular,congested areas,1958,519191,44674,1029503,compliant,no,not in place,both,container,3,564040,33314.065,50.09060091,Medium
235,PortA,PortZ,3,2,13,72,3,38,1542,13,irregular,congested areas,2400,563122,56082,806049,non-compliant,yes,not in place,non-hazardous,container,9,574280,36349.715,56.11211503,Medium
