Route,POL,POD,Total_Travel_Days,Leg_1_Travel_Days,Leg_1_Distance,Leg_2_Travel_Days,Leg_2_Distance,Leg_3_Travel_Days,Leg_3_Distance,No_Of_Travels,Vessel_Age,Vessel_Capacity,Port_Congestion_Level,Port_Security_Rating,Cargo_Value,Freight_Rates,Incident_Date,Recent_Incidents_10Days,Recent_Incidents_5Months,Older_Incidents,Risk_Score
Route 583,Shanghai,Los Angeles,27,6,1503,12,5103,11,4577,52,7,2643,3,4,197179,228,2034-02-26,1,21,63,20309.20571266474
Route 584,Shanghai,Hamburg,30,5,2210,4,5441,5,3821,56,7,3113,2,2,102772,368,2034-03-05,1,21,63,10984.594118289107
Route 585,Hong Kong,Antwerp,38,10,1571,11,4218,7,4155,51,11,2949,4,3,114395,226,2034-03-12,1,21,63,12094.83997848244
Route 586,Mumbai,Los Angeles,34,6,2048,7,3158,3,3601,63,14,3107,8,3,86640,209,2034-03-19,1,21,63,9357.194485420187
Route 587,Tokyo,Rotterdam,28,10,1367,10,1564,5,4117,56,9,2770,6,3,85645,476,2034-03-26,1,21,63,9212.911568504653
Route 588,Shanghai,Rotterdam,25,8,1103,9,4684,10,4151,51,10,2830,6,2,47905,396,2034-04-02,1,21,63,5441.050153594008
Route 589,Tokyo,Los Angeles,19,7,1808,13,3185,4,3421,44,10,3048,6,3,104200,113,2034-04-09,1,21,63,11085.422208582582
Route 590,Shanghai,Los Angeles,26,7,1938,7,4176,5,3103,51,10,3101,5,3,60537,223,2034-04-16,1,21,63,6736.77986370119
Route 591,Shanghai,Los Angeles,28,7,1801,11,2750,9,3551,59,5,2997,5,1,122095,324,2034-04-23,1,21,63,12888.55190441785
Route 592,Shanghai,Rotterdam,25,3,1407,9,3734,8,4234,55,14,3852,6,4,108500,332,2034-04-30,1,21,63,11702.7860193881
Route 593,Mumbai,Rotterdam,29,6,1800,9,4033,15,4598,57,11,2504,3,4,114384,150,2034-05-07,1,21,63,12001.125670178253
Route 594,Singapore,Los Angeles,30,8,2134,9,4268,15,4853,76,11,2967,2,2,183756,415,2034-05-14,1,21,63,19067.774547389632
Route 595,Tokyo,New York,28,6,1977,7,2885,7,3505,55,6,2213,6,3,98114,382,2034-05-21,1,21,63,10338.968548035273
Route 596,Mumbai,New York,26,4,2091,9,5196,11,4283,37,8,3186,7,3,137836,348,2034-05-28,1,21,63,14489.536074430025
Route 597,Mumbai,Hamburg,30,6,1664,9,3403,12,4962,67,9,2442,2,2,202575,435,2034-06-04,1,21,63,20843.49953301176
Route 598,Mumbai,Antwerp,32,10,2585,10,2325,8,5165,22,3,2860,6,3,165330,345,2034-06-11,1,21,63,17163.882475493723
Route 599,Mumbai,New York,24,9,1411,10,3890,5,3941,28,3,2813,8,3,157658,344,2034-06-18,1,21,63,16391.429367437522
Route 600,Mumbai,Rotterdam,37,6,2243,12,4034,9,3779,56,7,3140,4,1,84665,455,2034-06-25,1,21,63,9183.976424652752
Route 601,Hong Kong,New York,29,8,2590,12,4160,9,4191,60,12,2723,3,3,111482,410,2034-07-02,1,21,63,11786.249881026375
Route 602,Tokyo,Hamburg,30,6,2240,6,5362,8,2850,25,7,2702,5,1,34086,215,2034-07-09,1,21,63,3999.0834867404933
Route 603,Mumbai,Hamburg,33,3,1898,12,3763,11,3806,42,5,3717,3,3,124945,363,2034-07-16,1,21,63,13311.636132219897
Route 604,Tokyo,Antwerp,31,5,1735,6,3880,7,4744,37,6,3142,3,2,113723,233,2034-07-23,1,21,63,12061.764157207808
Route 605,Hong Kong,New York,34,10,2518,11,2896,6,4641,40,8,2719,5,2,101169,350,2034-07-30,1,21,63,10732.499363714871
Route 606,Hong Kong,Rotterdam,31,6,1288,11,4820,10,3729,68,8,2874,1,4,151359,347,2034-08-06,1,21,63,15794.443126574142
Route 607,Tokyo,Rotterdam,26,6,1514,4,4184,11,4217,64,18,3822,2,3,39611,161,2034-08-13,1,21,63,4792.965530329525
Route 608,Shanghai,Los Angeles,31,6,1801,10,3579,6,3175,49,14,2882,5,1,181743,287,2034-08-20,1,21,63,18825.441583667613
Route 609,Singapore,Rotterdam,24,10,2618,8,2095,12,4703,39,14,2655,4,1,145088,326,2034-08-27,1,21,63,15110.641729994111
Route 610,Shanghai,Antwerp,30,10,2189,7,5444,4,3922,23,14,2657,5,2,96468,256,2034-09-03,1,21,63,10238.361316518114
Route 611,Shanghai,Antwerp,29,11,1515,14,2772,8,3724,78,6,2725,8,3,92563,331,2034-09-10,1,21,63,9892.675869852525
Route 612,Shanghai,Rotterdam,28,6,1844,8,3408,9,3638,61,5,2702,5,3,124030,380,2034-09-17,1,21,63,13027.510382127211
Route 613,Mumbai,Rotterdam,29,7,1692,7,4358,8,3937,35,5,2360,6,2,176042,296,2034-09-24,1,21,63,18140.10215260893
Route 614,Hong Kong,Los Angeles,20,3,1645,10,2803,8,3552,64,15,2437,3,1,105080,322,2034-10-01,1,21,63,11076.593563763718
Route 615,Shanghai,Rotterdam,27,9,2489,12,2506,15,4658,48,7,2585,6,3,107201,438,2034-10-08,1,21,63,11321.263133938703
Route 616,Hong Kong,Los Angeles,30,4,1314,9,1876,7,3604,44,4,3295,3,2,100905,347,2034-10-15,1,21,63,10830.958168502051
Route 617,Tokyo,Los Angeles,30,7,2804,13,4720,17,5592,58,8,2809,5,5,189101,320,2034-10-22,1,21,63,19553.53724902007
Route 618,Singapore,Rotterdam,24,4,2414,11,3454,11,5465,35,9,2896,4,3,81555,204,2034-10-29,1,21,63,8792.222195978013
Route 619,Tokyo,Hamburg,36,5,2545,3,6927,10,3108,43,11,3635,7,4,98524,367,2034-11-05,1,21,63,10655.853639369387
Route 620,Tokyo,Hamburg,25,5,1768,8,3005,11,4069,52,11,3647,2,1,173171,333,2034-11-12,1,21,63,18126.239168132564
Route 621,Mumbai,Los Angeles,34,5,1925,8,3078,17,3349,40,6,2858,0,1,107350,428,2034-11-19,1,21,63,11386.998831203586
Route 622,Singapore,Rotterdam,32,5,1283,11,3434,7,3673,63,12,2684,4,1,156852,304,2034-11-26,1,21,63,16305.663242578716
Route 623,Tokyo,Hamburg,26,5,1737,2,4243,6,6002,87,7,2567,5,4,54435,118,2034-12-03,1,21,63,6033.766228296798
Route 624,Tokyo,Rotterdam,38,8,2246,17,3529,7,3692,34,9,3346,5,4,89735,129,2034-12-10,1,21,63,9688.141821423806
Route 625,Singapore,Rotterdam,24,4,2648,11,4612,10,4360,16,12,2897,7,2,174221,373,2034-12-17,1,21,63,18063.58032102146
Route 626,Singapore,Rotterdam,34,7,1446,10,3021,4,4541,9,7,2806,5,2,66183,242,2034-12-24,1,21,63,7223.292424369073
Route 627,Tokyo,New York,35,9,1817,13,2618,10,2999,46,7,2593,3,1,92435,343,2034-12-31,1,21,63,9833.812118713335
Route 628,Singapore,Rotterdam,26,5,1924,17,2201,15,3144,36,12,2615,0,1,112834,311,2035-01-07,1,21,63,11873.346904728523
Route 629,Tokyo,New York,36,5,1302,12,1776,10,2793,54,6,3160,4,3,50542,283,2035-01-14,1,21,63,5757.366393095809
Route 630,Tokyo,Los Angeles,28,6,2295,12,3481,9,3114,52,8,2342,7,3,79309,290,2035-01-21,1,21,63,8476.645197081525
Route 631,Mumbai,Hamburg,31,9,1638,10,3699,8,1149,17,12,3497,4,3,105631,213,2035-01-28,1,21,63,11314.909359764164
Route 632,Shanghai,Hamburg,31,7,1902,9,3368,12,4544,13,18,2733,5,1,102334,298,2035-02-04,1,21,63,10836.287076811843
Route 633,Tokyo,Hamburg,29,5,1774,8,5243,7,6054,55,12,2925,5,4,164017,241,2035-02-11,1,21,63,17061.6106524323
Route 634,Hong Kong,Hamburg,34,7,1605,7,5228,15,4147,52,11,2331,2,2,177072,262,2035-02-18,1,21,63,18246.276269254482
Route 635,Shanghai,Hamburg,33,4,1996,7,3665,15,2583,41,12,2993,6,3,57195,267,2035-02-25,1,21,63,6383.598586881645
Route 636,Shanghai,Hamburg,21,8,1892,5,2206,10,3357,16,5,2835,8,1,105563,277,2035-03-04,1,21,63,11171.681569311952
Route 637,Shanghai,Hamburg,36,7,1814,9,3433,9,3541,59,10,2974,4,2,133712,392,2035-03-11,1,21,63,14052.06406323008
Route 638,Mumbai,Los Angeles,21,6,1635,4,3400,13,2982,75,9,3735,2,3,175817,287,2035-03-18,1,21,63,18411.110755737845
Route 639,Tokyo,Rotterdam,35,5,2159,10,3342,13,4860,55,11,3088,4,3,135924,402,2035-03-25,1,21,63,14296.613011250294
Route 640,Mumbai,Antwerp,35,5,2826,9,3302,7,4810,33,10,2602,0,3,114545,453,2035-04-01,1,21,63,12054.278456573747
Route 641,Tokyo,New York,24,8,2069,10,3346,8,2844,50,11,2644,5,3,133327,385,2035-04-08,1,21,63,13943.8260353178
Route 642,Mumbai,Antwerp,27,9,2498,8,3613,6,4725,22,8,3297,5,1,133688,353,2035-04-15,1,21,63,14092.547369482758
Route 643,Mumbai,Antwerp,24,5,1304,19,3364,11,5526,71,10,3649,8,3,53614,332,2035-04-22,1,21,63,6176.474956105833
Route 644,Hong Kong,Rotterdam,28,7,2078,14,4208,11,5902,51,5,3140,4,3,109639,386,2035-04-29,1,21,63,11673.522720555142
Route 645,Mumbai,Rotterdam,28,2,1451,6,4360,5,6865,14,8,3344,5,3,172958,308,2035-05-06,1,21,63,18019.320767693964
Route 646,Singapore,Rotterdam,33,5,1261,10,3089,8,3098,43,15,3304,3,3,89632,398,2035-05-13,1,21,63,9705.199964399726
Route 647,Hong Kong,Hamburg,36,6,1630,8,5271,5,6824,59,11,3709,4,1,106472,361,2035-05-20,1,21,63,11474.214819690465
Route 648,Mumbai,Los Angeles,36,5,2595,6,3019,7,3645,43,9,2025,1,1,87874,264,2035-05-27,1,21,63,9254.351200453557
Route 649,Shanghai,Hamburg,27,5,2475,5,2382,11,3407,44,17,3333,4,0,-15692,389,2035-06-03,1,21,63,0.0
Route 650,Singapore,Los Angeles,28,5,2121,11,4380,7,4327,25,4,3491,4,3,101029,309,2035-06-10,1,21,63,10860.662931531944
Route 651,Singapore,Los Angeles,21,7,1233,7,3182,9,3417,61,5,2330,5,3,115089,289,2035-06-17,1,21,63,12050.17146205686
Route 652,Singapore,Antwerp,25,6,1901,12,4321,5,4399,37,16,2557,3,3,74375,252,2035-06-24,1,21,63,8014.1996589922655
Route 653,Hong Kong,Antwerp,34,2,2150,12,1596,10,2679,6,10,2574,5,3,42268,316,2035-07-01,1,21,63,4793.1592232824
Route 654,Mumbai,Los Angeles,38,2,2087,14,5392,9,3761,42,9,2635,4,0,55969,399,2035-07-08,1,21,63,6200.389199201115
Route 655,Mumbai,Los Angeles,23,5,1078,7,4672,7,5285,69,5,2759,4,1,138209,388,2035-07-15,1,21,63,14460.480161734098
Route 656,Shanghai,Hamburg,27,7,1554,11,2499,9,3942,42,11,3121,5,3,198626,335,2035-07-22,1,21,63,20562.18411082288
Route 657,Shanghai,Hamburg,29,1,1967,11,2521,10,4141,84,12,3432,5,3,169121,359,2035-07-29,1,21,63,17694.41511177518
Route 658,Singapore,Antwerp,31,6,2268,8,5672,7,4475,58,5,3540,6,2,32782,427,2035-08-05,1,21,63,4075.5200907817675
Route 659,Shanghai,Rotterdam,25,5,901,7,3262,5,5170,56,9,2581,4,3,142731,285,2035-08-12,1,21,63,14867.651410202461
Route 660,Hong Kong,Los Angeles,32,9,1918,14,3165,15,2344,47,8,2577,4,3,66841,188,2035-08-19,1,21,63,7259.250363159299
Route 661,Mumbai,Hamburg,27,6,2071,10,1733,8,4584,48,11,3657,4,3,70886,430,2035-08-26,1,21,63,7907.724121360066
Route 662,Singapore,Antwerp,29,7,2424,11,3649,9,3731,44,5,3323,3,2,76901,247,2035-09-02,1,21,63,8420.842708168188
Route 663,Shanghai,Hamburg,32,7,2346,7,3772,13,4166,43,15,3041,4,3,135303,230,2035-09-09,1,21,63,14204.754383120082
Route 664,Hong Kong,Los Angeles,30,2,2291,6,4715,20,5059,60,13,3236,9,2,147962,120,2035-09-16,1,21,63,15505.066397368046
Route 665,Hong Kong,Los Angeles,27,8,1600,8,2600,6,2805,31,8,2985,3,1,95098,357,2035-09-23,1,21,63,10175.884215518
Route 666,Shanghai,New York,29,7,1045,9,2479,11,2987,28,9,3262,4,2,95946,137,2035-09-30,1,21,63,10289.62524281373
Route 667,Mumbai,Rotterdam,29,8,1803,6,4450,7,2064,27,9,2831,4,2,123213,224,2035-10-07,1,21,63,12939.339913683702
Route 668,Shanghai,New York,28,14,2500,9,5006,8,3450,90,6,3134,4,3,128399,358,2035-10-14,1,21,63,13563.290649636736
Route 669,Singapore,Antwerp,28,2,2696,4,2428,7,5330,60,8,2244,4,2,158811,372,2035-10-21,1,21,63,16418.78122424035
Route 670,Shanghai,Hamburg,37,10,2355,6,5081,6,3879,56,8,2656,5,2,35781,234,2035-10-28,1,21,63,4176.47483097149
Route 671,Hong Kong,Antwerp,32,6,2214,12,4037,9,2659,28,16,2661,1,1,101001,286,2035-11-04,1,21,63,10691.845046497476
Route 672,Shanghai,Los Angeles,28,7,2189,11,5091,5,3514,62,13,2812,7,3,46598,212,2035-11-11,1,21,63,5292.0121580395025
Route 673,Mumbai,New York,33,6,1721,8,3929,12,2512,47,13,2536,6,2,97452,245,2035-11-18,1,21,63,10320.619623523862
Route 674,Tokyo,New York,28,6,1934,6,1477,10,2874,54,11,2733,2,2,88691,326,2035-11-25,1,21,63,9493.285242785338
Route 675,Shanghai,New York,35,5,2834,6,3848,11,4388,30,5,2242,0,4,97662,249,2035-12-02,1,21,63,10272.973517954055
Route 676,Mumbai,Antwerp,31,7,1528,8,5060,8,2826,53,9,3274,3,3,60012,275,2035-12-09,1,21,63,6729.042519332155
Route 677,Mumbai,Los Angeles,29,3,2807,11,3106,8,5112,41,13,2958,4,1,25635,153,2035-12-16,1,21,63,3206.439220306552
Route 678,Hong Kong,Hamburg,32,8,1838,12,3612,10,3928,34,4,2147,10,1,-4721,413,2035-12-23,1,21,63,30.785444459979228
Route 679,Mumbai,Hamburg,22,6,2662,8,3823,6,4085,64,12,2582,6,2,93440,351,2035-12-30,1,21,63,9949.030657496553
Route 680,Mumbai,Antwerp,24,4,1296,6,1100,8,3721,19,19,3168,1,1,78449,379,2036-01-06,1,21,63,8544.993403510845
Route 681,Mumbai,New York,24,6,2292,10,5671,7,4772,61,14,2728,3,3,66203,429,2036-01-13,1,21,63,7260.875183636036
Route 682,Mumbai,Rotterdam,30,9,1631,7,3098,7,4783,63,15,2651,4,3,166127,217,2036-01-20,1,21,63,17215.50063810417
Route 683,Singapore,Antwerp,38,5,1292,8,4505,3,4335,32,10,2962,5,3,57028,264,2036-01-27,1,21,63,6354.064687143423
Route 684,Singapore,Antwerp,41,7,2109,13,3913,14,4564,33,13,3171,2,2,170841,110,2036-02-03,1,21,63,17763.49347844467
Route 685,Hong Kong,Los Angeles,33,5,2504,12,5257,7,3787,45,7,2281,4,4,181192,614,2036-02-10,1,21,63,18675.063900408903
Route 686,Shanghai,Hamburg,32,8,1577,10,4406,13,4542,55,13,3275,3,5,2454,285,2036-02-17,1,21,63,974.9688944751952
Route 687,Mumbai,Antwerp,20,8,1250,6,3765,13,3662,46,12,2599,2,2,104619,403,2036-02-24,1,21,63,11063.401851413131
Route 688,Shanghai,Antwerp,27,10,1954,10,3106,6,4002,58,11,2991,5,3,80015,176,2036-03-02,1,21,63,8666.023210180738
Route 689,Shanghai,New York,26,6,1956,13,4797,6,3725,85,15,2982,6,3,-45590,399,2036-03-09,1,21,63,0.0
Route 690,Hong Kong,New York,26,8,2274,8,2126,17,3542,39,7,2736,6,2,27767,485,2036-03-16,1,21,63,3409.165263984982
Route 691,Mumbai,Rotterdam,29,7,2474,14,4645,15,3310,15,9,2488,6,2,138746,293,2036-03-23,1,21,63,14425.72676852888
Route 692,Mumbai,Los Angeles,27,9,1970,13,2900,9,4467,66,10,2857,4,1,200959,198,2036-03-30,1,21,63,20736.203170382083
Route 693,Tokyo,Rotterdam,20,5,2927,14,5252,10,5310,83,5,3812,6,1,145133,286,2036-04-06,1,21,63,15362.365369238269
Route 694,Shanghai,New York,33,8,2112,10,4161,8,5171,57,10,2319,5,3,116181,77,2036-04-13,1,21,63,12135.399096254623
Route 695,Shanghai,Hamburg,24,6,1826,11,4644,11,2743,28,3,3846,5,2,98933,296,2036-04-20,1,21,63,10724.764275989695
Route 696,Singapore,New York,31,6,1194,14,4081,7,5289,47,14,2870,3,0,184133,382,2036-04-27,1,21,63,19069.376123752503
Route 697,Tokyo,Los Angeles,40,7,1868,11,2247,3,3681,27,10,3017,4,3,207411,296,2036-05-04,1,21,63,21408.163656587883
Route 698,Singapore,New York,25,7,1831,8,3139,6,4600,62,7,2456,5,2,70657,271,2036-05-11,1,21,63,7631.110179609021
Route 699,Singapore,Los Angeles,17,6,2480,8,4672,10,3093,22,6,2614,9,4,0,352,2036-05-18,1,21,63,585.4750023301615
Route 700,Singapore,Los Angeles,28,7,2231,10,4166,6,4141,43,9,2748,5,3,-4909,360,2036-05-25,1,21,63,134.46405985877624
Route 701,Hong Kong,Los Angeles,35,10,1410,6,5180,9,4313,29,12,2477,3,1,166094,134,2036-06-01,1,21,63,17150.199303267433
Route 702,Hong Kong,Los Angeles,39,8,2086,9,4403,6,2515,52,12,2895,3,0,97647,308,2036-06-08,1,21,63,10416.682353675153
Route 703,Singapore,Los Angeles,23,8,2335,13,3033,7,4608,42,7,2796,4,2,109162,543,2036-06-15,1,21,63,11565.248531106667
Route 704,Tokyo,Hamburg,32,6,2764,3,3203,12,5345,53,6,3925,9,2,10467,166,2036-06-22,1,21,63,1892.3169640614638
Route 705,Shanghai,Rotterdam,27,5,2443,14,4102,10,3825,50,12,2417,4,3,62340,291,2036-06-29,1,21,63,6789.4918610994955
Route 706,Tokyo,Antwerp,29,8,2380,13,1685,9,5360,30,7,3051,6,2,85225,494,2036-07-06,1,21,63,9215.776694074075
Route 707,Mumbai,Rotterdam,43,8,2030,8,5673,12,3810,62,10,3123,4,4,110391,410,2036-07-13,1,21,63,11755.630212103044
Route 708,Hong Kong,Los Angeles,22,9,2194,11,4441,11,4849,49,10,2464,5,1,80070,248,2036-07-20,1,21,63,8568.901599610845
Route 709,Shanghai,Hamburg,31,5,2624,10,5227,14,1781,30,11,3343,6,3,48133,320,2036-07-27,1,21,63,5545.2814088962405
Route 710,Shanghai,New York,32,6,1333,13,2419,8,6418,94,13,2800,3,3,60771,299,2036-08-03,1,21,63,6733.702116615387
Route 711,Mumbai,Hamburg,35,3,1825,12,5244,8,5495,59,4,1753,3,0,160416,225,2036-08-10,1,21,63,16457.745068587534
Route 712,Mumbai,Los Angeles,30,6,1613,5,6231,6,3715,46,2,3329,8,4,112239,292,2036-08-17,1,21,63,11956.459171578379
Route 713,Singapore,Hamburg,31,8,2189,11,2679,8,2027,78,7,2441,6,3,130607,272,2036-08-24,1,21,63,13631.942795526104
Route 714,Hong Kong,Hamburg,28,6,2615,9,4771,12,4288,86,17,2476,6,3,55056,311,2036-08-31,1,21,63,6097.737409960269
Route 715,Hong Kong,Los Angeles,31,8,1701,10,4001,13,2556,47,18,3343,6,2,-47691,225,2036-09-07,1,21,63,0.0
Route 716,Tokyo,Hamburg,28,6,804,7,2455,12,4444,56,17,2826,5,4,73844,172,2036-09-14,1,21,63,8018.830909319919
Route 717,Singapore,Antwerp,33,7,1793,15,4492,4,4411,30,9,3458,9,1,56671,295,2036-09-21,1,21,63,6422.397757031041
Route 718,Singapore,Antwerp,28,4,2456,13,4833,13,3058,47,2,3605,5,3,117450,471,2036-09-28,1,21,63,12551.81181904204
Route 719,Singapore,Hamburg,31,7,2268,7,3398,4,5120,46,0,2677,6,3,264286,308,2036-10-05,1,21,63,27035.720096857814
Route 720,Singapore,New York,29,1,2214,5,5165,12,4805,53,7,3396,2,2,134758,266,2036-10-12,1,21,63,14225.490793544232
Route 721,Hong Kong,Los Angeles,35,6,1860,8,2333,8,4975,56,9,2622,3,4,236798,375,2036-10-19,1,21,63,24285.93488122311
Route 722,Hong Kong,Antwerp,29,3,1360,11,2505,12,4008,61,15,4116,2,3,128438,284,2036-10-26,1,21,63,13748.917605271161
Route 723,Singapore,New York,21,9,2257,10,4136,6,2584,54,13,2653,7,3,68505,486,2036-11-02,1,21,63,7476.918957646173
Route 724,Tokyo,Hamburg,36,8,1582,13,4025,13,4977,25,10,3513,0,1,117395,299,2036-11-09,1,21,63,12501.137592383971
Route 725,Shanghai,New York,25,7,3092,12,3283,5,3729,31,6,3421,4,5,189031,370,2036-11-16,1,21,63,19655.88893466019
Route 726,Shanghai,Rotterdam,26,10,2285,12,4809,7,2610,39,6,3158,0,1,191478,224,2036-11-23,1,21,63,19839.059076535217
Route 727,Tokyo,Antwerp,27,5,1709,10,4530,7,5352,44,11,2664,3,4,71233,350,2036-11-30,1,21,63,7732.834550854723
Route 728,Singapore,Hamburg,36,10,1694,5,4858,4,6099,71,12,2924,4,2,112659,327,2036-12-07,1,21,63,11938.558476360593
Route 729,Hong Kong,Los Angeles,19,8,1953,9,3876,10,3958,26,11,1923,7,2,28536,294,2036-12-14,1,21,63,3298.2849373129493
Route 730,Shanghai,Hamburg,45,6,1880,13,4602,15,6159,42,5,3112,5,3,141233,249,2036-12-21,1,21,63,14810.168201143822
Route 731,Mumbai,Los Angeles,35,9,2558,9,3554,18,4091,69,12,3174,3,4,177667,236,2036-12-28,1,21,63,18480.42362718714
Route 732,Mumbai,Hamburg,31,4,2093,11,6053,10,3619,44,11,3066,7,1,101989,328,2037-01-04,1,21,63,10883.86244352244
Route 733,Tokyo,New York,29,5,1634,9,3187,13,3369,59,5,1513,5,4,66630,362,2037-01-11,1,21,63,7045.766019720638
Route 734,Singapore,New York,31,5,2945,6,6105,10,5637,47,6,2367,5,4,118006,287,2037-01-18,1,21,63,12344.96274611868
Route 735,Shanghai,New York,32,5,2024,9,4034,11,3219,55,12,2625,2,2,120872,328,2037-01-25,1,21,63,12687.35330610079
Route 736,Singapore,Rotterdam,33,4,2384,10,2624,8,4735,45,9,3145,3,4,104057,296,2037-02-01,1,21,63,11105.204031555677
Route 737,Shanghai,Los Angeles,32,9,1695,8,5368,10,3440,63,16,3144,3,1,108935,309,2037-02-08,1,21,63,11602.805509790423
Route 738,Tokyo,New York,30,6,2181,9,4125,11,3539,19,12,2914,5,2,91309,279,2037-02-15,1,21,63,9772.137330421578
Route 739,Tokyo,Rotterdam,29,7,2155,7,4851,8,5030,42,8,3317,5,3,149797,301,2037-02-22,1,21,63,15711.214312218468
Route 740,Mumbai,Los Angeles,29,5,1055,13,5223,9,3619,55,9,2486,8,2,136811,569,2037-03-01,1,21,63,14283.214545944007
Route 741,Singapore,Hamburg,29,3,3007,9,4337,9,3595,60,10,3305,5,3,50844,331,2037-03-08,1,21,63,5825.871581111275
Route 742,Mumbai,Rotterdam,35,7,2645,14,3407,12,5132,79,7,3237,0,3,49470,364,2037-03-15,1,21,63,5688.799982010119
Route 743,Singapore,Antwerp,32,3,1801,14,4975,6,5597,42,6,3188,5,2,87281,343,2037-03-22,1,21,63,9441.920683087674
Route 744,Mumbai,Rotterdam,15,6,1448,9,4000,9,4644,79,12,2908,2,3,136841,273,2037-03-29,1,21,63,14348.763905723266
Route 745,Hong Kong,Rotterdam,33,4,2173,6,4685,15,3345,36,13,3915,3,2,107402,429,2037-04-05,1,21,63,11603.184071443462
Route 746,Hong Kong,Los Angeles,30,10,2043,3,1846,13,3489,76,12,3246,3,3,67842,270,2037-04-12,1,21,63,7522.497564831821
Route 747,Hong Kong,Hamburg,29,8,2177,5,4446,14,4079,66,16,2515,3,4,113075,405,2037-04-19,1,21,63,11904.333177653807
Route 748,Hong Kong,Antwerp,28,7,2095,5,3361,10,4320,31,7,3124,2,3,83459,266,2037-04-26,1,21,63,9029.82357654046
Route 749,Shanghai,New York,35,9,2253,14,5653,10,3012,56,16,3376,5,3,144024,204,2037-05-03,1,21,63,15147.776997894704
Route 750,Hong Kong,New York,34,5,2723,10,4623,13,4723,48,6,2705,2,1,116652,336,2037-05-10,1,21,63,12279.68216172819
Route 751,Tokyo,Rotterdam,26,8,2284,11,4239,14,4085,62,5,3544,5,3,84236,189,2037-05-17,1,21,63,9195.78554801086
Route 752,Tokyo,Los Angeles,32,7,1475,3,4486,4,2284,45,2,3191,9,2,111575,353,2037-05-24,1,21,63,11872.164574749677
Route 753,Shanghai,Los Angeles,25,7,2681,6,3001,6,3071,43,8,1828,2,1,165752,180,2037-05-31,1,21,63,16992.69410317227
Route 754,Hong Kong,New York,23,9,2820,12,5623,13,3495,77,7,3149,4,2,71518,268,2037-06-07,1,21,63,7862.966416697724
Route 755,Hong Kong,Antwerp,26,8,3576,10,5991,9,3927,48,12,2796,0,2,120132,156,2037-06-14,1,21,63,12632.014851498314
Route 756,Hong Kong,Hamburg,34,7,1438,9,4392,7,5889,66,10,3268,4,3,96476,582,2037-06-21,1,21,63,10409.886915142715
Route 757,Mumbai,Antwerp,34,3,2121,11,5590,6,4238,45,5,3472,6,3,121349,134,2037-06-28,1,21,63,12880.912607015072
Route 758,Singapore,Hamburg,32,5,958,14,3430,8,3159,83,8,3097,6,1,67271,300,2037-07-05,1,21,63,7436.958527810334
Route 759,Mumbai,New York,33,6,2276,9,3202,5,4220,36,8,3832,5,2,105516,414,2037-07-12,1,21,63,11393.097770426331
Route 760,Singapore,Hamburg,32,7,1725,10,4040,16,3647,37,2,2910,6,1,155391,403,2037-07-19,1,21,63,16192.855548560816
Route 761,Hong Kong,Los Angeles,26,4,2961,10,4434,9,4324,80,6,3312,10,2,53149,385,2037-07-26,1,21,63,6074.149027974987
Route 762,Hong Kong,Rotterdam,32,11,1612,17,3606,9,4580,41,6,3402,8,3,33529,268,2037-08-02,1,21,63,4098.034153403175
Route 763,Mumbai,Rotterdam,34,10,1155,3,4537,11,5209,82,15,2951,3,2,35427,435,2037-08-09,1,21,63,4234.012653771622
Route 764,Mumbai,New York,33,8,1764,12,4306,12,3975,67,10,3389,2,2,41466,391,2037-08-16,1,21,63,4915.673905079991
Route 765,Singapore,Los Angeles,35,7,1012,9,3001,12,5638,46,12,2702,4,4,129766,321,2037-08-23,1,21,63,13592.228975211156
Route 766,Tokyo,Antwerp,33,6,2375,11,4518,13,4908,13,4,2788,3,0,29707,324,2037-08-30,1,21,63,3581.480489966789
Route 767,Singapore,Los Angeles,31,5,967,8,4863,8,3292,49,14,2343,5,4,85105,269,2037-09-06,1,21,63,9049.91733598775
Route 768,Mumbai,Rotterdam,35,7,2014,9,4171,9,6209,52,15,3120,2,2,130914,209,2037-09-13,1,21,63,13782.14078548402
Route 769,Mumbai,Rotterdam,29,7,961,12,5152,12,4326,73,2,3162,4,2,120832,423,2037-09-20,1,21,63,12812.180722839503
Route 770,Shanghai,Los Angeles,25,4,1839,19,2782,8,3164,81,7,3589,6,2,80722,431,2037-09-27,1,21,63,8890.334413579783
Route 771,Mumbai,Los Angeles,29,7,2821,12,4467,9,5652,36,11,3395,4,4,109546,211,2037-10-04,1,21,63,11692.909376986017
Route 772,Shanghai,Rotterdam,26,6,2180,7,2829,11,6077,66,12,2857,3,1,105357,284,2037-10-11,1,21,63,11187.43040043417
Route 773,Tokyo,Antwerp,26,3,1568,8,2885,12,3966,65,7,2410,7,3,88787,285,2037-10-18,1,21,63,9441.358614585419
Route 774,Singapore,New York,29,5,1984,8,3369,4,3496,71,8,3216,1,3,89458,296,2037-10-25,1,21,63,9671.17861839749
Route 775,Singapore,New York,26,6,2009,4,3057,12,3827,59,7,3555,4,1,211771,306,2037-11-01,1,21,63,21962.87534897187
Route 776,Shanghai,Los Angeles,28,10,2236,9,3452,9,4714,11,10,3377,4,2,140465,394,2037-11-08,1,21,63,14783.6750016936
