RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Insurance_Premium,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,RiskScore,Scaled_RiskScore,Risk_Category
819,PortC,PortY,4,10,23,6,28.770606221247828,1883.137161625054,11.06908722691238,irregular,congested areas,9494.57628005683,511374.3942286525,59114.02616099363,982981.567929297,non-compliant,no,not in place,hazardous,bulk carrier,12.161511554082209,38697.58869476239,54.23775444031938,High
820,PortA,PortZ,8,10,10,5,24.13365221998035,1618.8861586374787,11.32512509975984,regular,clear,11037.403886027287,553031.6223851091,45156.0943185716,973493.6749158449,non-compliant,no,not in place,hazardous,container,11.173840604241763,43174.35058385593,60.238034849295715,High
821,PortA,PortZ,3,0,45,2,29.476040415526363,1868.3198082967992,10.282610248209622,irregular,clear,11901.095463987025,597555.6972075357,44182.0398069966,1014216.7166593059,non-compliant,no,not in place,hazardous,bulk carrier,8.456318224484523,47458.53510663573,65.98020052558554,High
822,PortB,PortZ,9,16,33,4,28.549812801968137,1429.3791054360681,8.331142532964705,regular,clear,9637.195377719809,526084.8141908286,48314.97959471451,768011.8735151171,non-compliant,no,not in place,non-hazardous,bulk carrier,10.67348667574473,46021.300017473026,64.05384979212214,High
823,PortB,PortZ,1,14,27,5,28.191837381914205,1625.033206628287,13.473885886038605,irregular,clear,9180.8193954324,441280.2054126113,39491.50975483121,1120453.0524215836,non-compliant,yes,not in place,hazardous,bulk carrier,13.469208230919158,24562.716244501768,35.292543516034236,Medium
824,PortC,PortY,2,19,4,1,27.963093163090946,2042.8848830346167,7.8558838763139205,irregular,congested areas,10944.527762452346,679701.0343864451,46892.080889446086,783836.5618866422,compliant,yes,in place,non-hazardous,container,12.589464472002154,64281.42496035158,88.52820707861153,Critical
825,PortC,PortZ,0,5,4,3,37.356967741744015,2068.01350590217,12.604681489707524,regular,congested areas,9517.483262231199,653034.1811543412,54867.529215632014,1223233.7638381761,compliant,no,in place,non-hazardous,bulk carrier,17.608845413419267,48216.126709598815,66.99561348832071,High
826,PortC,PortY,5,14,20,4,28.181484419497423,2091.9316502765505,11.47764656690073,irregular,congested areas,9336.30985442747,398199.66427475016,60385.072661712606,927350.5751056143,compliant,yes,in place,hazardous,bulk carrier,15.81505329958945,26901.392701100034,38.42711150805719,Medium
827,PortB,PortY,5,8,11,3,30.248355281501322,2000.9629603290493,12.560664607743457,irregular,congested areas,11879.779788518925,408822.8423075633,46211.478993210105,1166161.8201604648,non-compliant,yes,in place,hazardous,container,17.532325271825496,20432.087392072874,29.756191126964016,Medium
828,PortB,PortY,0,13,49,1,29.706176438616353,1792.1404629583965,9.111133414154166,irregular,shallow waters,9861.153826173899,421398.6518140926,63884.20868580404,705346.1368433905,compliant,yes,not in place,non-hazardous,bulk carrier,18.767042561309765,36639.2398433197,51.47891432460098,High
829,PortB,PortY,2,17,3,4,27.47491574816332,1983.6622581618303,9.714691603821592,regular,shallow waters,12426.47967652948,584855.0891714811,56501.05466835509,1164751.9229551686,non-compliant,yes,in place,non-hazardous,bulk carrier,12.935427875660451,42474.23921372639,59.29966362420909,High
830,PortB,PortX,4,16,48,1,30.397523661838488,1868.8377659156345,10.110085114562088,regular,shallow waters,9816.146623513756,683514.31917235,56956.530189263714,1272505.4739313717,compliant,yes,not in place,hazardous,container,16.268107095902707,50571.30193212429,70.15229505806298,High
831,PortB,PortX,2,17,41,0,30.326752980488816,1512.265520577445,9.047204478796969,regular,congested areas,7365.608883294619,449372.6732828783,40809.88246008919,743684.5081899054,non-compliant,no,not in place,non-hazardous,bulk carrier,13.678459392468636,36547.12474662784,51.3554508874685,High
832,PortB,PortZ,9,4,19,1,30.39878263449608,1768.2755026968237,10.450516906990197,regular,clear,3148.409294332696,516926.8357915573,68077.60220773568,977299.2781088611,non-compliant,no,in place,hazardous,bulk carrier,18.633813077774047,38906.67251706646,54.51799305784812,High
833,PortB,PortX,2,19,37,6,25.703834289517893,2266.8623693507075,13.158178912142414,regular,shallow waters,6323.70310629462,424739.41397340805,55533.6445202159,1066977.2278242526,non-compliant,yes,in place,hazardous,bulk carrier,3.225716203071123,24977.100949123804,35.84795041202765,Medium
834,PortC,PortX,9,19,24,6,28.969377463736794,2476.4882456164833,7.406332305664054,irregular,shallow waters,6668.079067471475,670019.2764882958,46673.32637103662,1076773.5720225319,non-compliant,yes,not in place,non-hazardous,container,10.42219354999003,53576.39494944822,74.18007254672709,High
835,PortC,PortZ,2,8,13,3,33.80160937674929,2195.3825132356064,8.68557658357782,regular,congested areas,10533.075861655794,582482.8341876483,44908.827622566205,932089.3831566044,non-compliant,no,in place,non-hazardous,bulk carrier,14.050368991578187,47974.72692273079,66.67206123163177,High
836,PortC,PortZ,4,10,10,2,29.1009168430998,2463.109328297724,8.468509362587488,regular,clear,8057.334613571723,417536.44360961404,46895.478573001776,896832.9362831671,compliant,no,in place,non-hazardous,bulk carrier,14.84980416293842,28958.593044554436,41.18441225890598,Medium
837,PortC,PortZ,4,0,31,1,30.808909563006292,2025.6165830404875,9.811163475727906,regular,clear,6051.7372478716825,289765.8889047647,39816.62455122266,1050652.5891835385,non-compliant,no,in place,non-hazardous,bulk carrier,11.911806700944389,7970.649879871597,13.053913627169578,Low
838,PortB,PortX,3,17,10,5,30.835185003631775,2522.712825410762,9.728947462042258,irregular,clear,9738.188623050124,603758.7057761566,59883.00544349493,1070510.785516716,compliant,no,in place,hazardous,container,3.687498480163745,47423.46714273814,65.93319833472299,High
839,PortA,PortX,0,5,17,6,32.08697565366958,2616.3465320985742,11.544629168881412,irregular,congested areas,7836.34386573829,442751.5193785573,40840.779097295934,874519.0173634983,non-compliant,yes,not in place,non-hazardous,container,11.11221194866851,32194.444561296175,45.52147930496976,Medium
840,PortB,PortZ,4,1,26,2,32.79325457506906,1479.9591505891435,10.06744620584275,regular,clear,10926.19827584793,584273.2169210926,52898.24838874858,834991.6082219866,non-compliant,no,not in place,hazardous,container,16.081023675282545,51601.47400085268,71.53305227388113,High
841,PortA,PortY,9,14,17,0,29.129246951253897,2066.4479921398497,10.605766553438604,irregular,shallow waters,10876.537294533657,529369.0336850415,45500.82753798615,1242275.1443592533,non-compliant,no,in place,hazardous,bulk carrier,10.421743808885623,32380.03677662962,45.77023172051297,Medium
842,PortC,PortZ,4,13,22,4,25.44332348453952,2025.9290567262626,10.796896091024001,irregular,shallow waters,11088.17256436636,316570.3967275948,56707.96468918346,1021533.7511409997,compliant,yes,not in place,non-hazardous,container,12.462508088068462,14337.33111578323,21.58728521056935,Low
843,PortB,PortY,3,4,10,4,23.906423356625623,1872.7688553247704,10.490808122411623,irregular,shallow waters,4883.438945411785,419322.32681929716,58067.04816261915,545659.0964001196,non-compliant,no,not in place,hazardous,bulk carrier,21.58274637686867,39761.47420784512,55.66369836132533,High
844,PortC,PortY,5,5,20,6,35.08843206368179,2147.574661445416,11.406626122915183,irregular,congested areas,10090.818252759764,464585.53127139213,43560.94937580878,1243502.2116704613,compliant,no,in place,non-hazardous,container,11.065613267675518,24286.100240369702,34.92179036196398,Medium
845,PortB,PortZ,9,5,43,2,33.851252239855334,2012.3375205925631,9.75535323573451,regular,clear,9757.195199863881,432421.0010748672,49661.263342420185,880571.3893317425,non-compliant,no,in place,non-hazardous,container,11.213089745604977,31674.505714200186,44.82459638928547,Medium
846,PortC,PortZ,3,17,4,6,33.24682342168763,1779.365323882387,13.292736792149995,regular,congested areas,7556.711440444407,511616.8284885385,35566.08538405595,1013348.0645859743,compliant,no,not in place,hazardous,container,12.970864390755407,35635.53038035003,50.13362539117938,High
847,PortA,PortZ,6,13,22,4,34.05601763931337,1992.0184684889055,15.083239693437584,irregular,clear,5725.138474927098,540138.1446151319,67005.43175313814,1074972.8558268729,compliant,no,not in place,hazardous,container,13.187694317968871,39256.69177745345,54.98712984977381,High
848,PortA,PortX,6,9,40,1,29.19222008187056,2361.378373810517,11.412461949534139,irregular,congested areas,9782.630157725147,678935.9937507081,60680.03106929842,703263.3115477746,compliant,yes,not in place,hazardous,bulk carrier,12.67309005169345,67492.56571936929,92.83215387411572,Critical
849,PortA,PortY,1,13,24,2,26.87561791117225,2054.7614290648025,10.455982327418122,irregular,shallow waters,12128.23210751241,547221.3476876467,36044.61100302452,942239.4984960553,non-compliant,yes,in place,non-hazardous,container,13.966003908690203,43058.56516655704,60.082845677238964,High
850,PortB,PortX,2,12,40,3,25.097962951009812,2188.08642447684,11.249164618634488,irregular,congested areas,4836.484794849453,649110.1065719876,41330.9579465132,1263514.818466793,non-compliant,yes,not in place,non-hazardous,bulk carrier,6.049672775080011,44620.95558552384,62.176944236498514,High
851,PortA,PortX,0,2,9,1,24.553250017072504,1916.8840699162727,7.797933828232711,regular,congested areas,8334.958254192006,452318.32144587056,48651.816798016596,1217871.8792003456,compliant,yes,not in place,hazardous,bulk carrier,11.393975930262625,23546.563269417504,33.930576330829375,Medium
852,PortB,PortZ,7,5,21,1,36.06079344275165,2135.6192030454845,10.36021093493083,irregular,congested areas,10263.070225972326,616521.3413513675,50387.607200614824,941928.150623333,non-compliant,yes,in place,non-hazardous,bulk carrier,5.85810935341821,52108.94754766282,72.21322773472414,High
853,PortA,PortX,8,7,18,1,27.534275721229257,1637.235640855046,8.537350786102783,regular,shallow waters,12249.839988387263,461880.1909510071,43139.48699473451,1143166.7583528887,non-compliant,no,not in place,non-hazardous,container,12.279835430490936,27242.090521853836,38.8837546152616,Medium
854,PortA,PortZ,3,11,0,3,35.27429534605443,1850.0838501740623,11.01995383448066,irregular,congested areas,9375.256971637365,408298.3198524379,38550.720022947266,1169504.9905919423,non-compliant,no,in place,hazardous,container,15.022879271613563,19155.55045434648,28.04522687009011,Medium
855,PortB,PortY,5,12,6,0,29.065570848096744,1969.1994174302215,8.547281384045705,regular,congested areas,13862.005896061568,404072.3241788765,53950.31310866156,1159300.288565225,compliant,no,in place,non-hazardous,bulk carrier,11.306515849484933,21035.587793211143,30.565073020499916,Medium
856,PortB,PortZ,8,10,3,5,26.61879395878788,1617.0992238120386,9.310445109282208,irregular,shallow waters,6409.386921439565,235804.4741456532,67394.84470518689,770794.91450344,compliant,no,not in place,hazardous,container,7.265806774728572,11929.960173843792,18.360644826757703,Low
857,PortA,PortX,5,11,0,6,24.528176012249283,1750.9349843323184,6.2560581889538955,regular,clear,5966.124156722104,585408.2622940158,50546.654184046136,1328230.0540478956,non-compliant,no,in place,hazardous,bulk carrier,9.845407321361872,35838.49274347936,50.40565931244095,High
858,PortB,PortX,8,0,14,4,27.059228215061246,2093.9335305721675,7.653508620104664,regular,congested areas,12035.430099447378,370980.4963659991,47082.87795818879,907231.4680688448,compliant,no,in place,hazardous,container,21.00504554810022,23777.292059010368,34.23982606764332,Medium
859,PortA,PortZ,3,16,39,6,37.09119391453145,2038.9495748864097,10.709747605872094,regular,shallow waters,5300.751495946459,640814.5234613717,46031.60586994133,1021867.368551176,non-compliant,no,not in place,non-hazardous,container,19.248484936066802,51288.43997031232,71.11348741711039,High
860,PortB,PortZ,7,15,11,2,24.578949601100938,2241.9096273973128,8.26230784336314,irregular,congested areas,10923.064672601298,482577.9497679459,39032.763493561586,929743.8395237612,non-compliant,no,in place,hazardous,bulk carrier,9.288920482737554,35707.02060096768,50.22944495470152,High
861,PortC,PortX,8,10,21,0,40.58373410739826,1819.8466945444509,12.127547967571154,regular,shallow waters,9410.935123012376,344513.5251865241,43280.15248509323,1045952.2256978697,compliant,no,not in place,hazardous,container,9.264059489320926,15567.386912946917,23.23595000099525,Low
862,PortC,PortY,3,12,21,2,25.79696286265178,2017.2806678015725,8.092221823173375,irregular,clear,8197.998795120004,388226.98369595245,61361.11080363663,827147.1212078024,compliant,no,in place,hazardous,bulk carrier,11.456094333221088,28534.896808314585,40.616524958073505,Medium
863,PortC,PortY,4,17,49,6,33.749749853256226,1798.4397767348514,10.906509002571543,regular,clear,9146.665583062257,519063.4942314331,29291.499920672097,954975.4146947729,non-compliant,no,in place,hazardous,bulk carrier,18.198392062402828,38139.593602985005,53.48986409000754,High
864,PortC,PortZ,7,10,46,4,29.273743528725056,2211.8385647327977,8.476248742056484,regular,congested areas,7421.856212741122,312004.2527456116,50701.03323647302,1036551.4357371653,non-compliant,no,not in place,non-hazardous,container,3.2452069741049705,12206.695913295729,18.731558464121882,Low
865,PortC,PortY,9,11,16,3,28.397202087369074,2357.2238348075743,10.770939550067052,irregular,shallow waters,9363.331889167448,558994.5006954363,50279.54666859356,1244929.7956504342,non-compliant,no,not in place,hazardous,container,9.224139364471196,35983.67878119326,50.60025463811015,High
866,PortA,PortX,5,5,28,6,23.64289611437432,2144.997448175841,6.9304253418097215,regular,clear,10034.838668709717,348366.771194055,51183.99333489644,1220785.6958014048,compliant,yes,not in place,non-hazardous,container,14.056595766139164,11578.830061579038,17.890019141090402,Low
867,PortC,PortZ,6,8,45,1,29.508035086243808,2318.358282882975,9.093634048740883,irregular,clear,9167.556047107726,426102.3668135477,57274.17708423518,1230910.6037558652,compliant,no,in place,hazardous,bulk carrier,13.479398084862334,20934.169676058416,30.429140586177393,Medium
868,PortC,PortX,2,15,13,6,24.20857001816998,2009.7499588663586,8.30757342942453,irregular,shallow waters,8830.12743563746,519872.0335374891,50611.612635689744,1173730.4482524442,non-compliant,yes,not in place,non-hazardous,container,9.861753530621536,33253.55685820118,46.94102560282117,Medium
869,PortC,PortX,6,3,49,1,21.592114501162797,2241.678150498553,11.766465150617961,irregular,congested areas,10508.273990081098,546761.0690173198,45460.40567678985,1369335.0725089987,non-compliant,no,in place,non-hazardous,container,10.738542453746422,30620.843699696325,43.412355198010005,Medium
870,PortC,PortY,7,2,19,3,30.597993391087247,2022.625322783738,10.924524928908408,irregular,clear,13319.14359158966,579771.9796260938,43433.77241811216,941971.8194365543,compliant,no,not in place,non-hazardous,container,13.654805268925218,47756.81040058944,66.37998399567635,High
871,PortB,PortZ,9,15,49,6,26.822884465821225,1692.5215800242697,7.5348478907690355,regular,clear,9467.593196035208,369345.3986486913,62983.43763148232,968446.3639420761,non-compliant,no,in place,non-hazardous,container,9.948018498450576,22333.890069383055,32.305209732175925,Medium
872,PortA,PortZ,5,11,47,0,38.42174258062491,2074.016416609582,9.59363852675824,regular,clear,11639.981010008436,469154.7206987825,60410.51977555804,960211.4112342397,compliant,yes,not in place,hazardous,bulk carrier,6.682780022768442,34892.54941535731,49.13779531601967,Medium
873,PortC,PortY,9,10,32,0,35.00010857546411,1701.4109918628471,8.45536431455433,irregular,congested areas,8067.646003989314,609299.9501984125,78776.3751961129,987773.8482004259,compliant,yes,in place,hazardous,container,11.072980120157336,51451.78869612703,71.33242650380274,High
874,PortC,PortX,8,4,42,2,38.48716090668385,2701.738685470673,11.900514387737084,regular,clear,7331.837398350253,469178.8033983869,47190.11571317401,712755.857696951,non-compliant,no,not in place,non-hazardous,bulk carrier,12.946783559068527,40622.34547567301,56.81753882257091,High
875,PortC,PortX,5,17,14,3,26.595585477460506,1899.7735523673996,12.543048295307877,regular,shallow waters,10906.630774628049,529427.4451204463,43617.86992695368,1052952.1576534652,non-compliant,no,in place,non-hazardous,container,1.3777751051966476,37888.34225839488,53.15310762227002,High
876,PortA,PortX,8,18,11,0,30.680688700656436,2193.511356634699,7.116709706978373,irregular,congested areas,9532.9309128333,516243.9258444068,54531.66896300501,1099211.0048903574,compliant,no,in place,non-hazardous,container,13.961115879375782,35537.69233796149,50.00249139219973,High
877,PortB,PortX,3,5,39,6,16.896645201594737,1996.2760341423216,11.65340594876296,regular,clear,12258.994683286166,630123.7151291159,54290.16491863055,948518.6439363293,non-compliant,no,in place,hazardous,container,16.870878344959035,54197.16338892457,75.01209908693134,Critical
878,PortA,PortZ,7,17,19,3,28.59098809656638,1629.9159727892284,8.35340786148458,irregular,shallow waters,12650.84703138752,453409.0805824379,56363.55078882783,648531.8725854247,compliant,yes,in place,non-hazardous,bulk carrier,10.213719804663606,42138.275722693266,58.84936601997677,High
879,PortB,PortZ,3,5,29,4,30.492491740123405,1430.4430909806285,9.49416645456136,regular,shallow waters,11678.169684854973,361005.1071296964,58471.30877356364,1004286.1142751534,compliant,yes,not in place,non-hazardous,bulk carrier,10.304421944375402,20287.517730270923,29.56242194045537,Medium
880,PortC,PortY,1,3,37,1,30.77024038850886,2224.7041865222395,10.064508458121914,regular,congested areas,11634.716660800368,403212.8109864101,56266.736121033406,741058.6492771645,compliant,no,in place,hazardous,container,8.307913747291426,33272.76424402927,46.96676959004835,Medium
881,PortC,PortY,9,11,2,6,29.788157947291637,2464.8022780313177,13.633212327110945,irregular,shallow waters,3149.273828814051,518884.3979983522,60750.31605983204,1085462.2173507772,non-compliant,yes,not in place,hazardous,bulk carrier,11.238078653944399,35522.91702247249,49.982687784533866,Medium
882,PortA,PortZ,8,18,27,1,30.33296285875834,1779.5588878368924,7.99230054593823,regular,congested areas,10889.044999134057,343045.9253669943,62080.053105854866,1023862.326774158,non-compliant,yes,in place,hazardous,bulk carrier,9.20914069278798,17750.53551032588,26.162061347379495,Medium
883,PortA,PortZ,4,1,25,1,16.433786829182942,1502.9922441321228,11.669499445286604,regular,congested areas,11725.759658930008,445558.6014932528,62258.44716531459,1043474.425338862,non-compliant,no,not in place,hazardous,container,19.238027860317384,29564.272240620125,41.99621442849006,Medium
884,PortB,PortX,3,16,29,3,31.281109180409892,1902.4511802735126,7.6569911836607645,irregular,congested areas,7456.434795676514,507541.6392974198,27386.620497818043,787792.6653535629,compliant,no,in place,hazardous,container,12.623032211929655,41312.94035164813,57.74315492803056,High
885,PortB,PortX,1,10,12,3,32.41719945965019,1718.86488642838,7.518812830318531,regular,shallow waters,10017.545023179573,423340.7895356592,52323.8090257094,1252316.753104347,compliant,no,in place,hazardous,container,1.2624421396455876,19604.357784171312,28.646770998473098,Medium
886,PortA,PortY,0,10,12,2,36.690127013144256,1804.9052960413721,10.05692689683831,irregular,congested areas,7914.5435713155275,532685.3247753334,40767.89811455454,1034041.8391748548,compliant,yes,not in place,non-hazardous,container,14.852673177334028,38008.74597958802,53.31448678590237,High
887,PortB,PortZ,6,15,1,1,31.843690296384654,2183.1121099175857,10.043458981979445,regular,congested areas,12055.021189601755,572441.1762348285,60554.477657020325,817152.5357045738,compliant,no,not in place,non-hazardous,container,20.5956991136855,51693.460181549985,71.65634292270461,High
888,PortA,PortY,5,1,36,2,29.34631466643381,1984.8610857791484,4.335363363061493,irregular,shallow waters,8088.003869847005,545490.8599952675,27176.983049007096,1115928.3297717934,non-compliant,yes,in place,hazardous,container,14.545340251405058,36150.57831690129,50.82395293593919,High
889,PortB,PortZ,1,1,48,1,35.52470961115486,1751.1477323353947,12.319192578750995,irregular,congested areas,8414.275786126705,345249.5039947772,64692.252777332425,1019547.0772187428,non-compliant,no,not in place,non-hazardous,bulk carrier,17.950082847976354,17835.003506563175,26.275275245184265,Medium
890,PortA,PortX,7,7,37,2,18.213328877002606,2176.5502358783583,5.721771751138298,irregular,clear,9071.899667887968,507918.2187569627,41353.002856323474,1367383.401255829,non-compliant,no,not in place,hazardous,container,15.38590611363924,25405.93058537328,36.422718096555364,Medium
891,PortA,PortY,3,12,1,2,27.42525734686428,2200.0617035227374,9.708125127773396,irregular,shallow waters,14498.820443800549,515744.230683875,39061.36360018466,889425.1083690642,compliant,yes,not in place,non-hazardous,container,16.954919319211488,41599.6631614181,58.12745440628978,High
892,PortA,PortY,7,9,35,4,26.17095009970644,1898.8827541866124,12.655230903210612,irregular,shallow waters,12009.344540152393,461906.98817875073,53562.49320697575,750493.3123715946,compliant,yes,in place,hazardous,container,16.711466144016654,39827.67780867998,55.75243217807374,High
893,PortB,PortZ,6,7,25,2,29.827391000843445,2041.374956275418,14.418367933377358,regular,shallow waters,13225.207717827769,531331.1012856371,46267.29242669148,1057869.342188796,non-compliant,yes,not in place,hazardous,container,16.768760327929,38666.74663577407,54.19641630197189,High
894,PortB,PortX,4,3,10,3,19.006535938854178,2156.1505649230926,9.273900272622841,regular,clear,6373.760289039517,527742.4575745608,67793.89307604243,1202445.1738273285,compliant,yes,in place,non-hazardous,bulk carrier,13.583380458233172,34164.148171252484,48.16150668974182,Medium
895,PortB,PortY,9,14,7,2,36.59817831121859,2127.830939295019,7.1341018327658245,irregular,congested areas,7461.410507654866,490912.4763137033,63630.33147127596,1464593.8084844602,non-compliant,yes,not in place,non-hazardous,bulk carrier,3.424835837153209,21789.157098846605,31.575094829438676,Medium
896,PortA,PortX,9,0,43,1,28.75095050157877,2012.18422608966,12.581096451535917,regular,shallow waters,12677.159287435394,399572.83219866804,44891.65297521924,1683722.4358738302,compliant,yes,not in place,hazardous,bulk carrier,6.553551221046687,3861.23518616412,7.545994937304836,Low
897,PortB,PortY,7,10,39,2,31.59398345579467,2429.775835467589,11.730313100240524,irregular,shallow waters,6479.677703546651,497337.90476998675,60424.849602058035,689590.3088220335,compliant,no,in place,hazardous,container,6.645217384214702,45449.885872918334,63.287973656217645,High
898,PortB,PortX,8,6,42,0,31.11545612529947,2174.8042439045557,9.022015420843049,regular,shallow waters,8656.631658300668,686693.0927674413,44547.130996972475,972952.4728718557,compliant,yes,not in place,hazardous,container,-0.6279811222404259,58851.025913780955,81.24975050234293,Critical
899,PortA,PortZ,4,16,21,5,36.31244947438475,1864.79629505068,8.768525083581586,regular,clear,14110.682681255712,460769.29709843075,44460.85374583988,751157.4513285249,compliant,yes,not in place,hazardous,bulk carrier,9.826176542530382,39401.59767651321,55.18134970082097,High
900,PortC,PortY,9,19,19,1,20.690249325629765,1866.5992796903286,8.565215672681138,irregular,clear,8073.07053939062,604730.5458176007,57141.847580629284,950523.242523903,compliant,no,not in place,hazardous,bulk carrier,19.077366215947055,50437.85553730744,69.97343457624491,High
901,PortA,PortY,4,17,7,0,30.561605827349062,1832.5740949589979,9.310826928530734,irregular,clear,6358.005094569549,503885.7020567621,64558.410904691526,1495448.748457503,non-compliant,yes,not in place,hazardous,container,4.818119489115276,22191.24659519441,32.11402224781862,Medium
902,PortB,PortX,1,11,28,1,35.7308913035243,2189.6362841683435,10.632136284803261,regular,congested areas,10094.949008752657,419927.10246636416,45589.274821878505,836057.7344175829,non-compliant,yes,not in place,non-hazardous,container,15.640375847526322,31313.560742978185,44.340815680550826,Medium
903,PortA,PortX,4,8,39,3,29.510067766396542,1813.175731999428,8.867970834526457,regular,congested areas,6440.514051677514,470340.33017806197,46350.712264978574,995609.7312328336,non-compliant,no,not in place,non-hazardous,container,14.645519808364732,31809.833116226942,45.00597801718867,Medium
904,PortC,PortY,2,4,25,5,25.24365303430849,1872.530273239158,9.120839448875518,irregular,clear,12474.500145945833,498312.96262918983,53012.04719091721,883827.7339879272,compliant,no,not in place,non-hazardous,container,13.149843786886347,40236.34663726714,56.30017798780841,High
905,PortA,PortZ,6,9,29,5,26.980549421721072,2317.406716434744,11.28255803882115,regular,congested areas,8210.28250102061,565521.1466278905,41060.09525530402,799340.8490210124,non-compliant,no,in place,non-hazardous,container,17.912902712073087,49202.29709926807,68.31739450228551,High
906,PortB,PortX,9,3,16,3,28.03528999096798,2057.4895886202166,7.035171717882255,regular,clear,7809.521942176159,738004.5448819329,65654.10389826252,1358558.0004686506,non-compliant,yes,in place,non-hazardous,bulk carrier,11.793429485411375,54820.29965447993,75.84729926486433,Critical
907,PortC,PortX,4,4,19,5,26.394749852385054,2359.559788136356,9.248128560172841,irregular,congested areas,10058.764705328003,505466.46060142736,40964.47391438365,692148.5256375321,compliant,no,in place,hazardous,container,19.60762282880041,45580.681490933195,63.46328125662107,High
908,PortB,PortX,7,9,15,3,29.2359444146632,2239.4179620057025,6.6481179618017965,regular,congested areas,9191.124295049087,376914.07687084435,43668.06234464004,983497.2523358619,compliant,yes,in place,hazardous,bulk carrier,11.002543942718038,21415.29556449874,31.074001830572133,Medium
909,PortC,PortY,0,10,45,0,37.541237015925006,1646.998451278981,10.216824946705803,irregular,clear,10504.698387361641,334542.2598721816,67672.39071039537,1017592.6415046329,non-compliant,no,in place,non-hazardous,container,13.716819506483207,17225.959373273912,25.45896299277687,Medium
910,PortC,PortY,2,9,42,4,27.013176172312587,1969.3600825277897,6.12118918371625,irregular,shallow waters,11043.008898805401,457821.5430671734,52145.88428888503,993390.0222538791,non-compliant,yes,not in place,hazardous,bulk carrier,11.291989816382312,31768.231245951225,44.95021832002893,Medium
911,PortA,PortY,2,7,6,1,27.561630128605003,2296.9847119905626,11.780020253652859,irregular,shallow waters,9565.424513046211,387191.2100016713,69435.83428819606,936858.2316538119,non-compliant,no,in place,non-hazardous,bulk carrier,7.381010842897417,26064.711351093145,37.30569320675487,Medium
912,PortA,PortY,8,1,15,3,32.298902920251564,1633.3471804546962,7.370725208415989,regular,congested areas,7677.102780027937,555790.6297539264,47807.224793155336,1322868.5833835404,non-compliant,no,in place,non-hazardous,bulk carrier,5.267072485149749,32554.699477873943,46.00433512168077,Medium
913,PortB,PortZ,4,7,44,1,29.12589818018062,2125.913246107603,6.454842869277091,regular,congested areas,11461.01657012953,556525.5723506415,75195.18819872357,577623.7636772706,non-compliant,no,not in place,hazardous,container,14.876209429724952,57937.25613421549,80.02500926247514,Critical
914,PortA,PortZ,8,15,46,0,23.354074333275587,1988.229057890377,9.272773408196764,irregular,congested areas,8613.180363795344,485402.4567692313,56156.49980496148,1087290.3487639315,compliant,yes,in place,hazardous,container,18.736433781009904,32082.86254243524,45.371924019620224,Medium
915,PortA,PortY,8,4,47,4,29.69405781110489,1473.563377363284,13.422214583354101,irregular,congested areas,8261.822050988596,565738.6437899604,42475.640473880834,1096199.8664979248,non-compliant,yes,not in place,non-hazardous,container,13.220772307139375,40231.030415835165,56.29305256543877,High
916,PortC,PortZ,0,2,26,0,29.505542838015373,2035.89779135568,11.42238490684315,regular,congested areas,10285.321230312102,506475.93477692024,42321.623813253085,1057397.9524803,non-compliant,no,not in place,non-hazardous,bulk carrier,14.56975879545758,34808.468102997205,49.02509969721884,Medium
917,PortA,PortX,1,11,22,5,34.87839172719077,1748.7595951620401,6.155371789092069,regular,congested areas,6142.675161488657,686757.3795368356,35427.92089198911,833831.2286618414,non-compliant,no,in place,non-hazardous,bulk carrier,4.2283915424682865,61737.55924027743,85.11862041276407,Critical
918,PortC,PortX,4,12,23,1,25.139238008986695,1649.704465365072,7.313749464710918,regular,clear,10781.752066294106,562612.4946355034,36521.85053990594,1241006.215130182,non-compliant,no,in place,non-hazardous,container,13.9262890842679,35607.64151290045,50.096245465882504,High
919,PortC,PortX,3,12,8,6,34.911597413777216,2002.7422027467899,9.208799253508586,irregular,shallow waters,10391.524007768377,589561.707614827,43404.68415550639,1230996.0458395784,non-compliant,no,not in place,hazardous,bulk carrier,1.6020716680935543,39670.25089178403,55.5414301930011,High
920,PortC,PortY,9,9,34,4,29.510845939500282,1420.744118224098,14.476706323541723,irregular,shallow waters,12243.639280546038,355187.25891797617,40084.01560416882,826782.2485588269,non-compliant,yes,not in place,non-hazardous,bulk carrier,6.022097350160237,23651.069152003587,34.07064734989155,Medium
921,PortB,PortX,8,3,19,5,24.46029164542502,1797.7129122245353,8.122091704062264,regular,clear,8999.215720831213,382876.45527707617,24220.688077255083,760423.4216177688,compliant,no,in place,hazardous,bulk carrier,18.670964072192923,27213.77154293507,38.845798204217616,Medium
922,PortB,PortZ,6,8,36,4,23.456108439615356,2765.3522757507944,8.138229512593611,regular,clear,12649.663064044535,547883.8426104473,58415.20991880931,721779.4734652473,compliant,no,not in place,non-hazardous,bulk carrier,12.068250206350315,51713.25876477445,71.68287930189796,High
