RouteID,POL_Code,POD_Code,Distance,Average_Transit_Days,Number_Of_Travels,Total_Incidents_Count,Carbon_Emissions,Cargo_Value,Route_Duration,Incident_Date,Average_Vessel_Age,Crew_Experience_Level,Days_Since_Incident,Recent_Incidents,Total_Recent_Incidents,Previous_Safety_Awards,Training_Programs,Cargo_Type,Navigational_Risks_clear,Regulatory_Compliance_compliant,Ship_Maintenance_Records_overdue,Insurance_Coverage_full,Ship_Type_bulk carrier,Emergency_Response_Plans_in place,RiskScore,RiskScore_Category
804,POL2,POD1,803,8,48,4,82.21510402636304,1430818.7044134596,27,34:35.9,14.592466836863325,13.944201089128672,51,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Container,TRUE,0.46784480530659106,Medium Risk
805,POL1,POD1,360,17,6,7,109.59825187890291,1386711.8785768647,14,34:35.9,14.867964441511468,7.0507848437243315,72,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Full,Container,FALSE,0.445077379,Medium Risk
806,POL3,POD1,691,17,46,3,95.49830494906689,1956616.161960057,26,34:35.9,20.56451666336807,8.321516671342971,196,0,0,FALSE,Regular,Hazardous,Clear,Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.739246292,High Risk
807,POL2,POD3,410,13,42,4,112.7559085,1956010.4875944436,37,34:35.9,12.481454867503812,10.842222525200125,291,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Compliant,Overdue,None,Bulk Carrier,FALSE,0.738938304,High Risk
808,POL2,POD3,613,11,24,2,82.61630637,826159.1943,31,34:35.9,9.588245279255212,10.991379298619485,24,0,0,TRUE,Regular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.15573235496437166,Low Risk
809,POL3,POD3,564,11,25,1,111.16199022034215,1441895.7658470848,28,34:35.9,20.620659201096338,10.032209085250615,41,0,0,TRUE,Regular,Hazardous,Clear,Compliant,Overdue,Partial,Container,FALSE,0.47356434237804634,Medium Risk
810,POL1,POD1,849,17,14,3,74.76334442105482,1388097.3840896995,14,34:35.9,1.7441202304024976,8.998618179609304,210,0,0,TRUE,Irregular,Non-Hazardous,Clear,Compliant,Overdue,None,Container,TRUE,0.44577087487392014,Medium Risk
811,POL1,POD1,254,10,22,4,76.58295610286658,1308686.7497377563,21,34:35.9,11.174162889742426,10.90721704902512,81,0,0,TRUE,Regular,Hazardous,Congested Areas,Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.40478894419254247,Medium Risk
812,POL2,POD1,225,17,14,3,146.51599223996465,1374039.6483930105,22,34:35.9,15.832514955116393,6.980940060938249,26,0,1,FALSE,Regular,Hazardous,Shallow Waters,Compliant,Overdue,Full,Container,FALSE,0.43855610086491564,Medium Risk
813,POL2,POD3,361,7,3,4,89.08371816815591,1484616.3423349205,25,34:35.9,16.760492587933626,6.8338674473763135,35,0,0,TRUE,Regular,Non-Hazardous,Clear,Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.4955909414416852,Medium Risk
814,POL3,POD2,729,18,42,4,112.47624935642673,1519805.2819331842,20,34:35.9,12.10862798059145,10.24182703308854,344,0,0,TRUE,Regular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Full,Container,TRUE,0.5137914151971653,Medium Risk
815,POL1,POD1,697,11,2,0,107.44187301952451,1532504.359410324,24,34:35.9,9.730219959886014,9.566406610526602,297,0,0,TRUE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.5203143200856168,Medium Risk
816,POL1,POD2,631,11,46,2,99.64952006862957,1564087.3908408033,21,34:35.9,0.5541791312241564,15.593639738229633,358,0,0,TRUE,Irregular,Hazardous,Clear,Non-Compliant,Up-To-Date,None,Container,TRUE,0.5366357116140786,Medium Risk
817,POL1,POD3,728,10,1,9,103.7943809433384,1424489.8368773132,38,34:35.9,3.734488384,7.393826574,323,0,0,FALSE,Regular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,None,Container,TRUE,0.4645664568996571,Medium Risk
818,POL3,POD1,761,17,15,2,73.54698452957287,1575000.7366423435,36,34:35.9,3.1789636660665934,7.531567886682362,159,0,0,FALSE,Regular,Hazardous,Shallow Waters,Compliant,Overdue,Partial,Container,FALSE,0.5422414151482468,Medium Risk
819,POL3,POD3,262,5,37,5,86.31851101544723,1083115.8586466548,29,34:35.9,22.00178281,12.340220316823153,30,0,0,TRUE,Regular,Hazardous,Clear,Non-Compliant,Overdue,None,Container,TRUE,0.2883737450723028,Low Risk
820,POL2,POD2,286,7,8,3,92.47563386353646,1167112.9595380193,13,34:35.9,11.965050320060124,4.675452687335794,185,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.33171153789139307,Medium Risk
821,POL2,POD3,707,18,49,4,104.94438691826247,1824393.0880713458,15,34:35.9,22.40551270100233,10.186194498127708,325,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.6710077487633616,High Risk
822,POL2,POD3,365,6,10,1,122.37947554450737,1738138.9729097232,13,34:35.9,8.450859835,8.677852794684064,358,0,0,TRUE,Irregular,Hazardous,Clear,Compliant,Overdue,Full,Container,TRUE,0.626462928,Medium Risk
823,POL2,POD1,465,11,45,7,126.03453690095012,1259422.1524291232,18,34:35.9,11.820057599561245,9.244145058313132,93,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Container,FALSE,0.37940105442444194,Medium Risk
824,POL1,POD2,852,18,5,5,145.26955472911942,1567579.5685341842,24,34:35.9,8.931707379,9.875122640760122,125,0,0,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.5384487683109153,Medium Risk
825,POL1,POD1,288,19,17,7,105.62172542412638,1582311.9502526724,31,34:35.9,14.929586181252295,8.415828379,312,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Container,TRUE,0.5460413957105406,Medium Risk
826,POL1,POD3,581,6,17,5,74.15486156201631,1354911.5898981208,24,34:35.9,10.619298992497427,15.814814607020567,121,0,0,TRUE,Regular,Hazardous,Clear,Non-Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.42864408056716163,Medium Risk
827,POL1,POD3,573,9,17,4,105.43260431582344,1276859.8018211466,18,34:35.9,14.521763174843876,8.127643597135851,233,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Full,Container,FALSE,0.388372761,Medium Risk
828,POL3,POD2,606,7,4,2,87.84604100599257,1350928.008060462,34,34:35.9,12.035214240400169,16.350828051188792,221,0,0,TRUE,Regular,Hazardous,Clear,Non-Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.42658647656411824,Medium Risk
829,POL3,POD3,384,16,41,5,79.21219308599032,1156697.8387167212,14,34:35.9,15.156217545670383,9.787314978,183,0,0,TRUE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Partial,Container,FALSE,0.3263550293283893,Low Risk
830,POL1,POD1,790,18,3,8,80.64963919797324,1858541.715374127,19,34:35.9,5.895649148598924,10.857656570484316,5,1,1,FALSE,Irregular,Hazardous,Congested Areas,Non-Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.6885992656361736,High Risk
831,POL2,POD2,757,6,33,9,88.07172964666336,1621632.9358508657,37,34:35.9,9.918414214054202,9.537457976692068,124,0,1,FALSE,Regular,Hazardous,Congested Areas,Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.5663316639107691,Medium Risk
832,POL1,POD3,902,10,7,3,117.53993774741329,1372166.5398017154,30,34:35.9,15.16130143404361,10.732617666507979,55,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Container,FALSE,0.4375676429762298,Medium Risk
833,POL2,POD1,716,7,22,4,93.55053470004756,1394953.490850656,33,34:35.9,25.164553805341864,7.107215158588124,45,0,0,TRUE,Irregular,Hazardous,Congested Areas,Non-Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.44932648369156086,Medium Risk
834,POL3,POD1,837,18,29,6,78.63022442,1436744.8197048372,28,34:35.9,16.45448788269888,12.424247528547983,44,0,1,FALSE,Irregular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Container,TRUE,0.4708989926694446,Medium Risk
835,POL3,POD2,276,6,23,7,87.75167516,1966470.7068926431,35,34:35.9,8.067832522931129,14.116695803560924,204,0,0,TRUE,Irregular,Hazardous,Clear,Non-Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.7443143814220003,High Risk
836,POL2,POD3,881,10,28,5,85.98554298,1507169.4415092512,26,34:35.9,6.025110385949276,12.764232802537588,72,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,Partial,Container,TRUE,0.5072447179308852,Medium Risk
837,POL1,POD1,596,7,5,4,88.45767657131773,1225117.239,23,34:35.9,3.913971474057753,11.11086640206495,334,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,None,Bulk Carrier,TRUE,0.36164818969993956,Medium Risk
838,POL1,POD2,968,11,5,4,81.87632030110062,1597283.3726932572,28,34:35.9,18.631261097804654,9.667803793760479,360,0,0,TRUE,Irregular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.5537453320769441,Medium Risk
839,POL2,POD1,909,17,32,4,109.71217812235521,1298799.0211895793,17,34:35.9,0.7959639997829413,11.756884720043635,308,0,0,FALSE,Irregular,Hazardous,Congested Areas,Compliant,Overdue,Partial,Container,FALSE,0.399709027,Medium Risk
840,POL1,POD3,350,11,3,3,100.10011484248147,1930938.6063858324,34,34:35.9,6.606971845,9.928380458093542,18,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.7259673888402771,High Risk
841,POL1,POD1,945,15,26,6,89.20727867716694,1738318.8800097033,39,34:35.9,8.244704224561389,9.144628366996688,221,0,0,FALSE,Irregular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Full,Container,FALSE,0.6265573141426641,Medium Risk
842,POL3,POD3,553,7,31,3,109.62311664095738,1818895.0490651354,12,34:35.9,7.131198432949294,7.568183243032684,294,0,0,FALSE,Irregular,Hazardous,Clear,Non-Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.6681524845855114,High Risk
843,POL2,POD1,889,5,12,5,112.59004801347318,1876650.879,30,34:35.9,7.731164976354654,3.2050135115887386,26,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Partial,Container,TRUE,0.6979544003889867,High Risk
844,POL1,POD3,827,9,11,4,118.14864936283875,524416.0056000784,28,34:35.9,14.559970609783223,7.681082120948883,82,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Compliant,Overdue,Partial,Bulk Carrier,FALSE,0,
845,POL3,POD1,594,10,3,6,97.18703306609186,1575701.1288397317,19,34:35.9,13.539968933058178,7.0173807494188445,138,0,0,TRUE,Irregular,Non-Hazardous,Clear,Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.5426112166207272,Medium Risk
846,POL1,POD1,398,12,12,2,117.48262218285106,1290901.1788619917,17,34:35.9,7.883435520689045,10.27365073042998,217,0,0,TRUE,Irregular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Container,TRUE,0.3956222378929761,Medium Risk
847,POL1,POD2,322,8,13,7,108.08584382769115,1832823.8278259335,28,34:35.9,8.502250095085543,7.340712054,130,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.6753359618983251,High Risk
848,POL2,POD3,216,11,21,4,114.98459706465214,1648327.6959368726,17,34:35.9,14.540232257080138,15.295931275633357,311,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,None,Bulk Carrier,FALSE,0.5801180673469091,Medium Risk
849,POL1,POD1,911,10,10,8,85.54376348238041,1688065.6098576563,14,34:35.9,27.204851238190113,10.977381054818908,222,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.6006133288501457,Medium Risk
850,POL3,POD2,611,10,36,7,70.24031239725922,2092409.088182026,33,34:35.9,12.481797374258768,5.246285418034889,226,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.8093157959733246,High Risk
851,POL1,POD1,494,14,7,4,108.02511989953359,1382634.3372079022,25,34:35.9,11.12198529251373,12.159679125944885,281,0,0,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Overdue,Full,Bulk Carrier,FALSE,0.44296866657947204,Medium Risk
852,POL2,POD2,307,15,32,6,108.82750362494366,1478878.4984839796,37,34:35.9,6.841730837343946,17.617648038940654,6,1,1,FALSE,Irregular,Non-Hazardous,Clear,Non-Compliant,Overdue,None,Container,FALSE,0.49266142276886393,Medium Risk
853,POL1,POD1,284,7,28,7,113.16120261706544,1344586.8537110977,21,34:35.9,-2.033967454,8.555800656,103,0,0,TRUE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.4233384373119096,Medium Risk
854,POL1,POD2,625,17,11,6,90.03952566,1747345.9828607158,17,34:35.9,5.007180207411325,3.349002128810671,239,0,1,FALSE,Irregular,Hazardous,Congested Areas,Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.6312085941146831,Medium Risk
855,POL2,POD3,922,5,49,7,115.40019252596905,1289882.6750542254,11,34:35.9,19.362866974523005,12.706206868811618,290,0,2,FALSE,Regular,Hazardous,Shallow Waters,Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.3951207270286298,Medium Risk
856,POL1,POD1,827,10,9,2,55.585338233733914,861125.1380650059,23,34:35.9,12.828508439470117,12.9246886,67,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.17375903421237326,Low Risk
857,POL1,POD3,654,6,26,3,109.56152268000868,1026049.453402487,33,34:35.9,7.446279019594976,10.093374691996797,12,0,0,FALSE,Irregular,Non-Hazardous,Clear,Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.25891912463776184,Low Risk
858,POL2,POD3,874,8,38,3,115.28606281091963,1582194.2968242385,32,34:35.9,9.310757720834818,9.504747112075917,16,0,0,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.5459865522567114,Medium Risk
859,POL1,POD2,313,15,16,8,79.49966839420621,1741209.962791799,31,34:35.9,6.7325205097617165,10.144885153857174,113,0,0,TRUE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.6280410604271189,Medium Risk
860,POL3,POD3,914,5,27,3,119.96158220716833,1499269.2084867489,31,34:35.9,17.76806689277441,10.083197594694258,284,0,0,FALSE,Irregular,Hazardous,Clear,Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.5031819529109974,Medium Risk
861,POL1,POD2,967,12,6,4,88.66164331683359,1571072.7228250871,18,34:35.9,11.053163113088193,10.502552639060374,217,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Compliant,Up-To-Date,None,Container,FALSE,0.5402188776833934,Medium Risk
862,POL1,POD2,559,6,19,7,102.81975691398559,1080717.5865018307,37,34:35.9,14.584205957418346,10.91130157150125,103,0,0,TRUE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Bulk Carrier,TRUE,0.287135649,Low Risk
863,POL2,POD2,240,14,1,8,81.05107028989262,1494022.4787613999,38,34:35.9,9.465686598648862,8.731913455,275,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Compliant,Overdue,Full,Bulk Carrier,FALSE,0.5004473858658468,Medium Risk
864,POL2,POD2,294,8,37,2,87.06697283527265,1639771.6590590156,38,34:35.9,10.218514106271618,10.066393818886324,230,0,0,TRUE,Irregular,Non-Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Partial,Container,FALSE,0.5756893470009186,Medium Risk
865,POL2,POD2,364,17,33,5,128.9114630490599,1459310.669,25,34:35.9,11.178368824375676,13.080361744231762,42,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Full,Container,FALSE,0.4825719813641877,Medium Risk
866,POL2,POD1,298,11,38,4,86.28812646,1501957.6235953565,30,34:35.9,17.29162543763972,9.270829291660826,182,0,0,TRUE,Regular,Non-Hazardous,Clear,Non-Compliant,Overdue,Full,Bulk Carrier,TRUE,0.5045611666697722,Medium Risk
867,POL1,POD1,771,10,19,2,84.89945239255627,1618039.270823948,11,34:35.9,16.745312404807706,10.774570906027902,52,0,0,TRUE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.5644645772090017,Medium Risk
868,POL3,POD3,801,11,14,6,88.73830565611865,1435116.8539896028,30,34:35.9,11.342315216298298,8.652487984217542,203,0,0,FALSE,Regular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,Full,Container,FALSE,0.47005002272996776,Medium Risk
869,POL3,POD1,896,14,20,9,68.44987429166453,1187595.9087653751,23,34:35.9,10.324191066662184,10.445179768356489,332,0,0,TRUE,Regular,Hazardous,Clear,Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.34228907615044585,Medium Risk
870,POL3,POD2,327,11,3,2,93.35867573777128,785346.4017782626,23,34:35.9,7.4236042225007335,11.267429980700859,32,0,0,FALSE,Irregular,Non-Hazardous,Clear,Compliant,Overdue,Partial,Container,FALSE,0.13466088579753685,Low Risk
871,POL2,POD2,487,6,48,7,89.67304245276111,1951946.181346385,15,34:35.9,10.755782622378646,17.462327849682694,27,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.7368324255979732,High Risk
872,POL1,POD1,326,18,41,8,69.49053454602478,1317072.7374993705,27,34:35.9,3.2389502329825905,5.194165316376017,300,0,0,TRUE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Full,Bulk Carrier,FALSE,0.409128288,Medium Risk
873,POL1,POD3,587,16,42,6,105.53482568092744,1581113.6309372485,20,34:35.9,19.96641845971434,6.530569059259782,303,0,0,TRUE,Regular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,Partial,Container,TRUE,0.5454342280210644,Medium Risk
874,POL1,POD3,520,10,1,4,127.22711733129863,748855.9418690682,34,34:35.9,7.788678942,7.482375308956076,238,0,0,TRUE,Regular,Hazardous,Congested Areas,Compliant,Up-To-Date,None,Container,FALSE,0.11584330278625748,Low Risk
875,POL3,POD1,749,15,39,3,107.0367492476307,1544559.9632643783,20,34:35.9,14.928554693289735,8.696084331835868,46,0,0,TRUE,Regular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,None,Container,TRUE,0.5265615195190398,Medium Risk
876,POL3,POD2,703,9,1,7,101.13810590799436,1408794.8209565408,20,34:35.9,13.881160971763338,6.113633676885964,209,0,0,TRUE,Irregular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Full,Container,TRUE,0.4564637476240282,Medium Risk
877,POL2,POD2,879,12,10,2,99.03432219,1636059.4104334917,27,34:35.9,16.414946205838277,11.384575532236354,334,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.5737694997205176,Medium Risk
878,POL3,POD3,212,11,4,5,83.67806813,1509860.7620242191,34,34:35.9,13.670627529236288,10.486803366009102,323,0,0,TRUE,Regular,Hazardous,Clear,Non-Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.5086226928353386,Medium Risk
879,POL3,POD1,659,8,6,1,154.90034436224127,1392276.8457168455,20,34:35.9,15.197683046922826,11.555175937562435,113,0,0,TRUE,Regular,Non-Hazardous,Clear,Non-Compliant,Overdue,Full,Container,FALSE,0.44796329262813034,Medium Risk
880,POL3,POD2,532,7,18,6,79.04877165115849,1758672.454,39,34:35.9,9.199546502232515,13.051400850086946,56,0,0,TRUE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,None,Container,FALSE,0.6370503882891889,Medium Risk
881,POL3,POD3,832,8,19,4,92.84413837336439,1943518.7449489075,18,34:35.9,2.8995154241611623,14.11457091659781,251,0,0,FALSE,Regular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.7324642825423813,High Risk
882,POL1,POD3,570,11,46,4,92.82291551151958,1147067.3616419858,24,34:35.9,13.32997529545699,11.880482889500072,65,0,0,FALSE,Irregular,Hazardous,Congested Areas,Compliant,Overdue,Partial,Container,FALSE,0.3213907977535789,Low Risk
883,POL3,POD1,513,10,12,6,135.73311320507145,2172904.652497181,10,34:35.9,21.847942930675952,11.65353832084351,78,0,0,TRUE,Irregular,Hazardous,Clear,Non-Compliant,Overdue,Full,Bulk Carrier,TRUE,0.8508888770353406,High Risk
884,POL3,POD3,349,12,1,3,71.55559982734442,987991.0549307168,29,34:35.9,13.209097354042056,12.377408909241417,165,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Compliant,Overdue,Full,Container,TRUE,0.23924726566970536,Low Risk
885,POL3,POD2,724,18,39,4,99.51467544176079,2004887.7921950836,27,34:35.9,11.073487317925792,12.751470365035328,323,0,0,TRUE,Regular,Hazardous,Clear,Non-Compliant,Overdue,Full,Bulk Carrier,FALSE,0.7641613650252831,High Risk
886,POL3,POD3,857,16,45,6,61.421744506416395,1769475.353584014,14,34:35.9,14.464328260762818,11.843877373114926,154,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.642636621,Medium Risk
887,POL3,POD3,623,12,42,9,61.940574693772106,1628428.6508301354,30,34:35.9,10.578417560969571,2.371488891502402,37,0,0,FALSE,Regular,Hazardous,Congested Areas,Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.5698318751423758,Medium Risk
888,POL3,POD3,823,11,18,1,50.21818667222681,1081381.6307139187,36,34:35.9,12.782715582985213,11.925904442770571,24,0,0,FALSE,Regular,Non-Hazardous,Clear,Compliant,Overdue,None,Container,TRUE,0.28744614146748165,Low Risk
889,POL2,POD1,869,11,45,0,78.06760023649873,1278462.404513288,18,34:35.9,10.930052805820825,12.537312636804844,71,0,0,FALSE,Regular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Container,TRUE,0.3891979091102183,Medium Risk
890,POL2,POD2,639,10,19,7,118.00846091935557,1783981.0153314853,32,34:35.9,9.619658839140342,10.427207437585109,74,0,0,FALSE,Regular,Hazardous,Clear,Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.6501361413108405,Medium Risk
891,POL1,POD3,649,16,7,5,91.50225508588846,2024810.7764634215,16,34:35.9,14.02740807250944,12.072638877284986,317,0,0,FALSE,Irregular,Hazardous,Clear,Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.7744243701120634,High Risk
892,POL2,POD1,493,13,16,3,125.7433717747643,1440213.7973372142,26,34:35.9,14.709051494262201,7.920209552926057,219,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Compliant,Overdue,Partial,Bulk Carrier,TRUE,0.47269983654719444,Medium Risk
893,POL1,POD3,712,10,40,4,104.92453243092116,1704490.5551710573,16,34:35.9,11.042084085100466,13.517079113445444,338,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.6091089735892125,Medium Risk
894,POL2,POD2,991,8,1,6,84.67147257,655987.3546303454,26,34:35.9,12.018512408794805,16.240131408581604,71,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Full,Bulk Carrier,TRUE,0.067891226,Low Risk
895,POL2,POD3,336,12,38,3,100.56729104071654,1299669.9200389872,34,34:35.9,8.863803316312053,13.967923233048637,267,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,None,Container,FALSE,0.4001554448660338,Medium Risk
896,POL2,POD1,668,18,37,4,97.13708638803686,1488697.7675487678,16,34:35.9,21.035390572528165,7.4338570673745785,353,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Overdue,Partial,Container,FALSE,0.4977264853905316,Medium Risk
897,POL1,POD3,253,7,8,2,107.84465326571792,1328023.3667165888,23,34:35.9,10.21926922439932,9.015580848,168,0,0,TRUE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Container,FALSE,0.41477417893385354,Medium Risk
898,POL1,POD3,410,12,46,3,114.66429132200604,1426392.1155954709,39,34:35.9,21.77625829,10.855926634282444,203,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Compliant,Overdue,None,Bulk Carrier,FALSE,0.46557780939373355,Medium Risk
899,POL2,POD3,536,7,12,7,78.40548254380477,1458540.2058264113,17,34:35.9,14.5292091,10.462245249453355,207,0,0,TRUE,Regular,Hazardous,Clear,Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.4821342297921903,Medium Risk
900,POL2,POD1,981,14,5,8,139.36648117407444,1981590.5135062535,30,34:35.9,8.534150959289573,11.646829068907852,13,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,Full,Bulk Carrier,FALSE,0.7521405254020388,High Risk
901,POL1,POD3,592,19,7,9,76.80484728847148,1934483.7465691022,26,34:35.9,9.621771621488715,10.434499121125006,270,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.7277979834916332,High Risk
902,POL1,POD3,590,10,39,4,70.70671708611098,1345410.910928058,13,34:35.9,15.824500829317637,11.394622691535995,2,1,1,FALSE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,None,Container,FALSE,0.4237518515914743,Medium Risk
903,POL2,POD1,611,5,41,5,110.84334996095973,1206502.9644435921,32,34:35.9,10.42738649768653,12.167706190066212,102,0,0,TRUE,Regular,Hazardous,Congested Areas,Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.3520724464598094,Medium Risk
904,POL2,POD1,365,7,7,3,54.653022745973495,2031718.1221522202,33,34:35.9,15.677742144744201,8.893819108389616,143,0,0,FALSE,Regular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.7779632419886436,High Risk
905,POL2,POD2,619,13,17,7,71.27488784910614,1484123.3631186334,28,34:35.9,18.053293407453108,12.346920343808964,13,0,0,TRUE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Container,FALSE,0.4953429887269522,Medium Risk
906,POL2,POD1,752,6,35,7,128.79643598403692,1166005.6805806742,12,34:35.9,13.630232586580242,6.433165693551237,138,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,None,Container,FALSE,0.3311771911329017,Medium Risk
907,POL1,POD3,866,13,17,6,67.80542404953607,1397753.2690332648,33,34:35.9,22.095099102537837,11.858643063895316,238,0,0,TRUE,Irregular,Hazardous,Congested Areas,Non-Compliant,Overdue,Partial,Container,TRUE,0.45076081073125374,Medium Risk
908,POL3,POD3,550,7,33,7,126.81380307976539,1109425.6684961948,15,34:35.9,11.773769452853328,10.598073494475184,39,0,0,FALSE,Irregular,Hazardous,Congested Areas,Compliant,Overdue,Full,Bulk Carrier,TRUE,0.3019727623821207,Low Risk
