Incidents,RouteID,IncidentType,Severity,Location,IncidentDate,Description,ResponseTime,DamageCost,InsuranceClaim
INC3250,R536,Port Security,Low,,15-03-2024,,,,
INC3251,R536,Attacks,Low,,04-05-2023,,,,
INC3252,R537,Piracy,Medium,,22-03-2023,,,,
INC3253,R537,Piracy,Medium,,07-07-2022,,,,
INC3254,R537,Natural Disaster,High,,30-01-2024,,,,
INC3255,R537,Port Security,High,,15-08-2023,,,,
INC3256,R537,Theft,Medium,,14-11-2023,Cargo theft,,,
INC3257,R537,Theft,Low,,01-11-2023,Container theft,,,
INC3258,R537,Delay,High,,09-09-2023,,,,
INC3259,R537,Piracy,Medium,,08-01-2024,,,,
INC3260,R537,Piracy,High,,27-09-2023,,,,
INC3261,R537,Piracy,Low,,16-12-2023,,,,
INC3262,R538,Natural Disaster,High,,16-01-2024,,,,
INC3263,R538,Port Security,Low,,07-07-2023,,,,
INC3264,R538,Natural Disaster,Medium,,21-09-2022,,,,
INC3265,R539,Theft,High,,11-07-2023,Cargo theft,,,
INC3266,R539,Attacks,High,,18-09-2022,,,,
INC3267,R539,Port Security,Low,,19-02-2023,,,,
INC3268,R540,Accident,High,,29-05-2024,Accidents on Barges                            ,,,
INC3269,R540,Delay,Low,,16-01-2024,,,,
INC3270,R540,Port Security,Medium,,01-04-2023,,,,
INC3271,R540,Accident,High,,29-01-2023,Offshore Oil Rig Mishaps,,,
INC3272,R541,Delay,High,,20-04-2024,,,,
INC3273,R541,Theft,Medium,,22-08-2023,Cargo theft,,,
INC3274,R541,Accident,Low,,22-02-2024,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3275,R541,Attacks,High,,25-01-2024,,,,
INC3276,R541,Natural Disaster,Low,,08-12-2022,,,,
INC3277,R541,Natural Disaster,High,,18-06-2024,,,,
INC3278,R541,Port Security,High,,07-12-2023,,,,
INC3279,R541,Port Security,High,,10-07-2023,,,,
INC3280,R541,Attacks,Low,,21-02-2023,,,,
INC3281,R541,Piracy,Low,,14-02-2024,,,,
INC3282,R542,Accident,Medium,,26-01-2023,Minor collision                                ,,,
INC3283,R542,Attacks,High,,01-08-2022,,,,
INC3284,R542,Delay,High,,06-01-2023,,,,
INC3285,R542,Delay,Medium,,04-02-2023,,,,
INC3286,R542,Attacks,High,,11-01-2023,,,,
INC3287,R542,Attacks,Medium,,12-09-2023,,,,
INC3288,R542,Natural Disaster,Medium,,04-12-2023,,,,
INC3289,R543,Accident,Medium,,23-04-2023,Minor collision,,,
INC3290,R543,Port Security,Medium,,31-05-2024,,,,
INC3291,R543,Theft,Low,,13-11-2023,Container theft,,,
INC3292,R543,Attacks,High,,10-02-2023,,,,
INC3293,R543,Accident,High,,09-01-2024,Accidents on Barges                            ,,,
INC3294,R543,Port Security,Medium,,14-04-2023,,,,
INC3295,R543,Theft,Medium,,31-07-2023,Cargo theft,,,
INC3296,R543,Delay,Medium,,07-04-2024,,,,
INC3297,R544,Attacks,High,,18-08-2023,,,,
INC3298,R544,Piracy,High,,07-05-2023,,,,
INC3299,R544,Piracy,Low,,20-09-2023,,,,
INC3300,R544,Port Security,Low,,14-04-2024,,,,
INC3301,R544,Attacks,Low,,18-08-2022,,,,
INC3302,R544,Attacks,Low,,17-07-2022,,,,
INC3303,R544,Delay,High,,24-06-2023,,,,
INC3304,R544,Theft,High,,23-08-2023,Cargo theft,,,
INC3305,R545,Delay,Low,,28-01-2023,,,,
INC3306,R545,Delay,Medium,,23-08-2023,,,,
INC3307,R545,Attacks,Medium,,12-01-2023,,,,
INC3308,R545,Natural Disaster,Medium,,16-09-2022,,,,
INC3309,R546,Delay,Medium,,01-05-2024,,,,
INC3310,R546,Port Security,Medium,,11-10-2023,,,,
INC3311,R546,Port Security,Medium,,15-11-2022,,,,
INC3312,R546,Accident,Low,,11-07-2023,Accidents on Barges                            ,,,
INC3313,R546,Piracy,Low,,19-03-2024,,,,
INC3314,R546,Accident,High,,19-12-2023,Minor collision                                ,,,
INC3315,R546,Piracy,Low,,05-01-2023,,,,
INC3316,R546,Piracy,High,,22-11-2023,,,,
INC3317,R547,Theft,High,,04-10-2023,Container theft,,,
INC3318,R547,Port Security,High,,18-12-2022,,,,
INC3319,R547,Piracy,High,,05-08-2022,,,,
INC3320,R547,Port Security,Low,,26-08-2023,,,,
INC3321,R547,Port Security,Low,,03-11-2023,,,,
INC3322,R547,Theft,Medium,,24-11-2022,Cargo theft,,,
INC3323,R547,Port Security,High,,04-05-2023,,,,
INC3324,R548,Attacks,Low,,09-01-2023,,,,
INC3325,R548,Delay,Low,,03-11-2022,,,,
INC3326,R548,Delay,Low,,07-08-2022,,,,
INC3327,R548,Port Security,Medium,,07-07-2022,,,,
INC3328,R548,Theft,Low,,21-07-2023,Container theft,,,
INC3329,R548,Natural Disaster,Low,,16-09-2022,,,,
INC3330,R548,Piracy,Low,,07-09-2023,,,,
INC3331,R548,Attacks,Medium,,06-09-2023,,,,
INC3332,R548,Attacks,Low,,16-04-2023,,,,
INC3333,R548,Attacks,Medium,,27-04-2023,,,,
INC3334,R549,Port Security,Medium,,07-01-2023,,,,
INC3335,R549,Accident,Medium,,03-04-2024,Accidents on Barges                            ,,,
INC3336,R549,Natural Disaster,High,,30-06-2023,,,,
INC3337,R549,Theft,Low,,03-03-2024,Container theft,,,
INC3338,R549,Natural Disaster,Medium,,11-03-2024,,,,
INC3339,R549,Theft,Low,,23-02-2023,Cargo theft,,,
INC3340,R549,Port Security,Low,,26-03-2023,,,,
INC3341,R549,Delay,Medium,,17-05-2024,,,,
INC3342,R549,Accident,Medium,,21-07-2022,Accidents on Tugboats                          ,,,
INC3343,R549,Delay,Low,,31-01-2023,,,,
INC3344,R550,Accident,High,,07-12-2023,Accidents on Tugboats                          ,,,
INC3345,R550,Port Security,Medium,,31-12-2023,,,,
INC3346,R550,Theft,High,,24-08-2023,Cargo theft,,,
INC3347,R551,Theft,Low,,13-01-2023,Cargo theft,,,
INC3348,R551,Attacks,Low,,27-09-2022,,,,
INC3349,R551,Accident,Medium,,01-11-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC3350,R551,Attacks,Low,,19-05-2024,,,,
INC3351,R551,Theft,Medium,,23-10-2022,Container theft,,,
INC3352,R551,Delay,Low,,18-08-2023,,,,
INC3353,R551,Attacks,High,,18-02-2023,,,,
INC3354,R551,Natural Disaster,Medium,,02-05-2024,,,,
INC3355,R552,Port Security,High,,18-11-2023,,,,
INC3356,R552,Theft,Low,,11-07-2023,Cargo theft,,,
INC3357,R552,Delay,Medium,,16-09-2023,,,,
INC3358,R552,Natural Disaster,Low,,10-01-2023,,,,
INC3359,R552,Accident,High,,06-10-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC3360,R552,Attacks,High,,28-07-2023,,,,
INC3361,R552,Natural Disaster,Low,,11-12-2022,,,,
INC3362,R552,Delay,Medium,,24-01-2024,,,,
INC3363,R552,Accident,High,,23-08-2022,Grounding of Ships                             ,,,
INC3364,R553,Natural Disaster,High,,31-12-2022,,,,
INC3365,R553,Port Security,Medium,,09-07-2022,,,,
INC3366,R553,Accident,High,,20-04-2024,Accidents on Tugboats                          ,,,
INC3367,R553,Piracy,High,,04-11-2022,,,,
INC3368,R553,Accident,High,,15-04-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC3369,R553,Piracy,Low,,23-10-2022,,,,
INC3370,R553,Theft,High,,04-04-2024,Cargo theft,,,
INC3371,R553,Delay,Medium,,17-07-2023,,,,
INC3372,R553,Attacks,Low,,21-06-2024,,,,
INC3373,R554,Natural Disaster,Medium,,21-05-2023,,,,
INC3374,R554,Piracy,High,,31-01-2024,,,,
INC3375,R554,Natural Disaster,High,,22-09-2023,,,,
INC3376,R554,Delay,High,,16-07-2023,,,,
INC3377,R554,Piracy,Medium,,08-09-2023,,,,
INC3378,R554,Accident,Medium,,04-02-2024,Offshore Oil Rig Mishaps,,,
INC3379,R554,Delay,High,,30-04-2023,,,,
INC3380,R554,Piracy,Low,,13-09-2022,,,,
INC3381,R554,Piracy,Low,,25-12-2022,,,,
INC3382,R554,Natural Disaster,Medium,,31-08-2022,,,,
INC3383,R555,Port Security,High,,17-03-2023,,,,
INC3384,R555,Delay,Medium,,25-10-2022,,,,
INC3385,R555,Natural Disaster,High,,11-07-2023,,,,
INC3386,R555,Accident,Low,,28-10-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3387,R556,Piracy,High,,27-06-2022,,,,
INC3388,R556,Piracy,High,,06-01-2023,,,,
INC3389,R556,Port Security,Medium,,22-02-2023,,,,
INC3390,R557,Theft,Medium,,22-07-2023,Container theft,,,
INC3391,R557,Port Security,High,,30-11-2022,,,,
INC3392,R557,Delay,High,,19-08-2022,,,,
INC3393,R557,Theft,High,,22-09-2023,Container theft,,,
INC3394,R557,Piracy,High,,15-02-2023,,,,
INC3395,R557,Natural Disaster,High,,16-01-2023,,,,
INC3396,R557,Attacks,High,,04-12-2023,,,,
INC3397,R557,Accident,Low,,17-02-2023,Grounding of Ships                             ,,,
INC3398,R558,Port Security,Medium,,18-08-2023,,,,
INC3399,R558,Piracy,Medium,,03-08-2022,,,,
INC3400,R558,Accident,Medium,,17-07-2023,Offshore Oil Rig Mishaps                       ,,,
INC3401,R558,Attacks,Low,,23-02-2024,,,,
INC3402,R558,Port Security,Low,,01-10-2022,,,,
INC3403,R558,Piracy,Low,,10-02-2023,,,,
INC3404,R558,Delay,High,,23-07-2022,,,,
INC3405,R559,Natural Disaster,Low,,21-01-2024,,,,
INC3406,R559,Attacks,Medium,,14-09-2023,,,,
INC3407,R559,Piracy,Medium,,24-09-2023,,,,
INC3408,R559,Piracy,High,,14-11-2023,,,,
INC3409,R559,Port Security,Low,,01-01-2024,,,,
INC3410,R559,Port Security,Medium,,10-10-2023,,,,
INC3411,R560,Attacks,Low,,16-09-2022,,,,
INC3412,R560,Port Security,Medium,,26-07-2023,,,,
INC3413,R560,Theft,Low,,26-04-2023,Container theft,,,
INC3414,R560,Port Security,Low,,11-05-2023,,,,
INC3415,R560,Piracy,Medium,,18-05-2024,,,,
INC3416,R560,Piracy,Medium,,20-05-2024,,,,
INC3417,R560,Accident,Medium,,03-11-2023,Offshore Oil Rig Mishaps                       ,,,
INC3418,R560,Attacks,Low,,03-12-2022,,,,
INC3419,R560,Attacks,Medium,,31-01-2024,,,,
INC3420,R561,Port Security,Low,,02-01-2023,,,,
INC3421,R561,Natural Disaster,Low,,27-06-2022,,,,
INC3422,R561,Delay,High,,04-10-2023,,,,
INC3423,R561,Natural Disaster,Medium,,19-12-2023,,,,
INC3424,R561,Attacks,High,,28-11-2023,,,,
INC3425,R561,Port Security,Low,,24-01-2023,,,,
INC3426,R561,Port Security,High,,11-10-2023,,,,
INC3427,R561,Accident,Low,,25-09-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC3428,R562,Accident,High,,04-04-2023,Grounding of Ships                             ,,,
INC3429,R562,Natural Disaster,Low,,03-04-2023,,,,
INC3430,R562,Delay,Medium,,03-02-2023,,,,
INC3431,R562,Port Security,Low,,09-08-2023,,,,
INC3432,R562,Theft,Medium,,25-08-2022,Container theft,,,
INC3433,R562,Piracy,High,,08-08-2022,,,,
INC3434,R563,Accident,Low,,26-02-2023,Accidents on Barges                            ,,,
INC3435,R563,Natural Disaster,Low,,10-10-2022,,,,
INC3436,R564,Piracy,Low,,26-01-2024,,,,
INC3437,R564,Accident,High,,02-09-2023,Offshore Oil Rig Mishaps                       ,,,
INC3438,R564,Accident,Low,,17-05-2024,Minor collision                                ,,,
INC3439,R564,Natural Disaster,High,,03-11-2022,,,,
INC3440,R564,Port Security,High,,24-03-2023,,,,
INC3441,R564,Theft,Low,,22-02-2023,Cargo theft,,,
INC3442,R564,Attacks,High,,03-04-2024,,,,
INC3443,R564,Attacks,Low,,28-07-2023,,,,
INC3444,R564,Attacks,High,,27-06-2023,,,,
INC3445,R565,Delay,Medium,,24-09-2022,,,,
INC3446,R565,Port Security,High,,17-12-2023,,,,
INC3447,R565,Delay,Low,,22-09-2022,,,,
INC3448,R565,Piracy,Low,,12-03-2024,,,,
INC3449,R565,Attacks,High,,19-01-2023,,,,
INC3450,R565,Delay,High,,16-11-2023,,,,
INC3451,R565,Theft,Low,,02-03-2024,Container theft,,,
INC3452,R565,Piracy,High,,15-05-2023,,,,
INC3453,R565,Port Security,Low,,17-05-2024,,,,
INC3454,R565,Delay,High,,05-01-2024,,,,
INC3455,R566,Theft,Low,,01-08-2022,Cargo theft,,,
INC3456,R566,Attacks,High,,08-09-2022,,,,
INC3457,R566,Port Security,Medium,,01-07-2023,,,,
INC3458,R566,Port Security,High,,23-10-2022,,,,
INC3459,R566,Piracy,High,,03-09-2022,,,,
INC3460,R566,Accident,Low,,07-05-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3461,R566,Piracy,Low,,19-03-2023,,,,
INC3462,R566,Port Security,High,,19-07-2022,,,,
INC3463,R567,Piracy,Medium,,26-08-2023,,,,
INC3464,R567,Port Security,Medium,,15-04-2024,,,,
INC3465,R567,Natural Disaster,Medium,,13-05-2024,,,,
INC3466,R568,Attacks,Medium,,16-02-2024,,,,
INC3467,R568,Attacks,High,,27-04-2023,,,,
INC3468,R568,Attacks,Low,,23-09-2022,,,,
INC3469,R568,Attacks,Medium,,15-03-2023,,,,
INC3470,R568,Attacks,Medium,,30-10-2023,,,,
INC3471,R569,Port Security,Medium,,17-05-2024,,,,
INC3472,R569,Theft,Medium,,25-03-2024,Cargo theft,,,
INC3473,R569,Delay,Medium,,30-11-2023,,,,
INC3474,R569,Piracy,High,,12-04-2023,,,,
INC3475,R569,Natural Disaster,Medium,,17-02-2023,,,,
INC3476,R570,Port Security,Low,,16-03-2024,,,,
INC3477,R570,Attacks,Low,,04-12-2022,,,,
INC3478,R570,Port Security,Medium,,28-12-2022,,,,
INC3479,R570,Delay,Medium,,26-10-2023,,,,
INC3480,R570,Port Security,Low,,30-03-2024,,,,
INC3481,R570,Theft,High,,29-08-2023,Container theft,,,
INC3482,R570,Natural Disaster,Low,,22-10-2023,,,,
INC3483,R571,Port Security,Low,,25-11-2022,,,,
INC3484,R571,Accident,Low,,19-09-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3485,R571,Theft,Low,,17-10-2023,Container theft,,,
INC3486,R571,Natural Disaster,Low,,19-01-2023,,,,
INC3487,R571,Port Security,Medium,,31-01-2024,,,,
INC3488,R571,Attacks,Low,,25-09-2022,,,,
INC3489,R571,Accident,High,,19-12-2022,Minor collision                                ,,,
INC3490,R571,Theft,Low,,11-10-2022,Container theft,,,
INC3491,R572,Accident,Medium,,20-01-2024,Accidents on Tugboats                          ,,,
INC3492,R572,Port Security,Low,,23-07-2023,,,,
INC3493,R572,Accident,Medium,,06-09-2022,Grounding of Ships                             ,,,
INC3494,R572,Attacks,High,,27-02-2024,,,,
INC3495,R572,Attacks,Low,,14-08-2023,,,,
INC3496,R572,Theft,High,,29-05-2024,Container theft,,,
INC3497,R572,Port Security,Low,,13-11-2023,,,,
INC3498,R572,Accident,High,,19-02-2023,Minor collision,,,
INC3499,R572,Delay,High,,30-10-2023,,,,
INC3500,R573,Delay,Low,,05-07-2023,,,,
INC3501,R573,Piracy,Medium,,12-04-2023,,,,
INC3502,R573,Theft,Medium,,13-01-2024,Container theft,,,
INC3503,R574,Theft,High,,05-11-2022,Container theft,,,
INC3504,R574,Piracy,Low,,27-02-2023,,,,
INC3505,R574,Accident,Low,,27-10-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3506,R574,Theft,Low,,07-10-2023,Cargo theft,,,
INC3507,R574,Piracy,Low,,19-04-2024,,,,
INC3508,R574,Piracy,Low,,18-08-2023,,,,
INC3509,R574,Piracy,Medium,,18-11-2022,,,,
INC3510,R574,Attacks,Low,,03-07-2023,,,,
INC3511,R575,Natural Disaster,Low,,01-05-2024,,,,
INC3512,R575,Natural Disaster,Medium,,12-07-2023,,,,
INC3513,R575,Port Security,High,,11-12-2023,,,,
INC3514,R575,Port Security,Medium,,31-08-2023,,,,
INC3515,R576,Attacks,High,,12-03-2023,,,,
INC3516,R576,Natural Disaster,Low,,04-06-2024,,,,
INC3517,R576,Attacks,Medium,,20-03-2024,,,,
INC3518,R576,Theft,Medium,,05-10-2023,Container theft,,,
INC3519,R576,Theft,Low,,18-01-2023,Container theft,,,
INC3520,R576,Delay,Low,,20-12-2023,,,,
INC3521,R576,Accident,Low,,05-09-2022,Offshore Oil Rig Mishaps,,,
INC3522,R576,Port Security,Low,,21-03-2024,,,,
INC3523,R576,Delay,High,,10-03-2024,,,,
INC3524,R577,Theft,Medium,,23-05-2023,Container theft,,,
INC3525,R577,Accident,High,,10-12-2023,Accidents on Barges                            ,,,
INC3526,R577,Delay,High,,05-08-2022,,,,
INC3527,R577,Natural Disaster,Low,,20-01-2024,,,,
INC3528,R577,Delay,Medium,,17-09-2022,,,,
INC3529,R577,Theft,Low,,24-04-2023,Container theft,,,
INC3530,R578,Attacks,Medium,,22-05-2024,,,,
INC3531,R578,Attacks,Low,,26-02-2023,,,,
INC3532,R578,Delay,Medium,,05-02-2023,,,,
INC3533,R578,Piracy,High,,30-03-2023,,,,
INC3534,R578,Attacks,Low,,13-11-2022,,,,
INC3535,R578,Theft,High,,26-04-2024,Container theft,,,
INC3536,R578,Theft,Medium,,16-11-2022,Container theft,,,
INC3537,R578,Port Security,Low,,17-12-2023,,,,
INC3538,R578,Accident,Medium,,21-03-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC3539,R579,Piracy,Low,,12-02-2024,,,,
INC3540,R579,Attacks,Medium,,17-07-2022,,,,
INC3541,R579,Attacks,Low,,05-06-2024,,,,
INC3542,R579,Piracy,Medium,,31-03-2023,,,,
INC3543,R580,Delay,High,,28-12-2023,,,,
INC3544,R580,Natural Disaster,Low,,07-08-2023,,,,
INC3545,R580,Attacks,Low,,27-10-2022,,,,
INC3546,R580,Attacks,Low,,25-12-2022,,,,
INC3547,R580,Port Security,Medium,,22-01-2023,,,,
INC3548,R581,Port Security,Low,,07-01-2023,,,,
INC3549,R581,Piracy,Low,,25-09-2023,,,,
INC3550,R581,Accident,High,,03-05-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3551,R581,Theft,High,,09-03-2023,Cargo theft,,,
INC3552,R581,Delay,High,,30-10-2023,,,,
INC3553,R581,Piracy,High,,07-03-2024,,,,
INC3554,R581,Piracy,Medium,,17-04-2023,,,,
INC3555,R582,Natural Disaster,Medium,,30-10-2023,,,,
INC3556,R582,Natural Disaster,Low,,08-08-2022,,,,
INC3557,R583,Piracy,Low,,31-10-2022,,,,
INC3558,R583,Port Security,Low,,30-04-2024,,,,
INC3559,R583,Natural Disaster,High,,25-10-2022,,,,
INC3560,R583,Theft,Low,,20-05-2024,Container theft,,,
INC3561,R583,Attacks,High,,24-05-2024,,,,
INC3562,R583,Piracy,Medium,,24-07-2023,,,,
INC3563,R583,Attacks,Low,,07-01-2024,,,,
INC3564,R583,Attacks,High,,25-09-2023,,,,
INC3565,R583,Attacks,High,,09-02-2023,,,,
INC3566,R583,Attacks,Medium,,25-04-2024,,,,
INC3567,R584,Theft,Medium,,04-01-2024,Cargo theft,,,
INC3568,R584,Attacks,Medium,,18-01-2023,,,,
INC3569,R584,Accident,High,,02-10-2023,Accidents on Tugboats                          ,,,
INC3570,R584,Attacks,High,,29-10-2022,,,,
INC3571,R584,Accident,Medium,,21-06-2024,Grounding of Ships                             ,,,
INC3572,R584,Delay,Low,,08-11-2023,,,,
INC3573,R584,Port Security,Low,,08-03-2023,,,,
INC3574,R584,Port Security,Medium,,13-04-2023,,,,
INC3575,R584,Accident,High,,27-09-2022,Grounding of Ships                             ,,,
INC3576,R585,Accident,Low,,24-03-2023,Accidents on Barges                            ,,,
INC3577,R585,Port Security,High,,24-02-2023,,,,
INC3578,R585,Attacks,Medium,,08-06-2024,,,,
INC3579,R586,Natural Disaster,Medium,,07-08-2023,,,,
INC3580,R586,Accident,Medium,,27-07-2023,Accidents on Tugboats                          ,,,
INC3581,R586,Natural Disaster,High,,14-11-2022,,,,
INC3582,R586,Piracy,Medium,,17-12-2022,,,,
INC3583,R586,Theft,Medium,,26-07-2023,Container theft,,,
INC3584,R586,Piracy,High,,19-03-2023,,,,
INC3585,R586,Delay,High,,13-12-2022,,,,
INC3586,R586,Natural Disaster,Low,,20-04-2024,,,,
INC3587,R587,Port Security,High,,07-05-2023,,,,
INC3588,R587,Attacks,Medium,,24-07-2023,,,,
INC3589,R587,Natural Disaster,Medium,,28-12-2023,,,,
INC3590,R587,Piracy,Medium,,03-06-2023,,,,
INC3591,R587,Port Security,Low,,24-02-2024,,,,
INC3592,R587,Port Security,High,,15-09-2022,,,,
INC3593,R587,Delay,Medium,,03-04-2024,,,,
INC3594,R587,Delay,Medium,,15-03-2023,,,,
INC3595,R587,Theft,Low,,15-05-2023,Container theft,,,
INC3596,R587,Piracy,High,,22-04-2024,,,,
INC3597,R588,Port Security,Medium,,11-03-2023,,,,
INC3598,R588,Delay,High,,03-03-2024,,,,
INC3599,R588,Attacks,High,,05-01-2024,,,,
INC3600,R588,Delay,Medium,,04-11-2022,,,,
INC3601,R588,Delay,High,,22-04-2024,,,,
INC3602,R588,Attacks,High,,11-06-2024,,,,
INC3603,R588,Port Security,High,,16-12-2022,,,,
INC3604,R588,Delay,Medium,,30-12-2022,,,,
INC3605,R589,Natural Disaster,Low,,03-03-2024,,,,
INC3606,R589,Attacks,Medium,,10-06-2024,,,,
INC3607,R589,Attacks,Low,,29-07-2023,,,,
INC3608,R589,Accident,Low,,30-03-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC3609,R589,Delay,Medium,,02-01-2023,,,,
INC3610,R589,Natural Disaster,Low,,21-09-2022,,,,
INC3611,R589,Accident,High,,03-05-2023,Grounding of Ships                             ,,,
INC3612,R589,Theft,High,,15-10-2022,Container theft,,,
INC3613,R590,Attacks,Medium,,03-10-2023,,,,
INC3614,R590,Theft,Medium,,29-10-2023,Container theft,,,
INC3615,R590,Delay,High,,01-02-2023,,,,
INC3616,R590,Accident,Low,,17-08-2022,Minor collision                                ,,,
INC3617,R590,Theft,Medium,,29-09-2023,Container theft,,,
INC3618,R590,Delay,Medium,,21-04-2023,,,,
INC3619,R591,Natural Disaster,Low,,07-03-2023,,,,
INC3620,R591,Accident,Low,,09-04-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3621,R591,Natural Disaster,Low,,19-02-2024,,,,
INC3622,R591,Theft,Low,,03-03-2024,Cargo theft,,,
INC3623,R592,Attacks,High,,17-06-2023,,,,
INC3624,R592,Port Security,Medium,,16-05-2023,,,,
INC3625,R592,Natural Disaster,Low,,14-11-2023,,,,
INC3626,R593,Theft,Medium,,06-02-2024,Container theft,,,
INC3627,R593,Theft,Low,,18-05-2024,Container theft,,,
INC3628,R593,Attacks,Low,,19-07-2023,,,,
INC3629,R593,Attacks,High,,07-09-2023,,,,
INC3630,R594,Attacks,Medium,,02-05-2023,,,,
INC3631,R594,Piracy,Medium,,24-04-2023,,,,
INC3632,R594,Port Security,High,,08-08-2023,,,,
INC3633,R594,Piracy,Medium,,12-11-2022,,,,
INC3634,R594,Theft,Medium,,28-07-2022,Container theft,,,
INC3635,R594,Port Security,Medium,,27-06-2023,,,,
INC3636,R594,Port Security,High,,21-06-2023,,,,
INC3637,R594,Delay,High,,01-01-2023,,,,
INC3638,R594,Delay,Medium,,20-09-2022,,,,
INC3639,R594,Accident,Low,,12-04-2024,Minor collision,,,
INC3640,R595,Port Security,Low,,02-09-2023,,,,
INC3641,R595,Accident,Medium,,07-08-2023,Accidents on Tugboats                          ,,,
INC3642,R595,Accident,Low,,10-10-2022,Accidents on Tugboats                          ,,,
INC3643,R595,Delay,High,,30-08-2023,,,,
INC3644,R595,Accident,High,,09-12-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC3645,R595,Delay,Medium,,20-08-2023,,,,
INC3646,R595,Natural Disaster,High,,24-10-2022,,,,
INC3647,R595,Theft,Low,,10-08-2022,Cargo theft,,,
INC3648,R596,Port Security,High,,29-03-2024,,,,
INC3649,R596,Port Security,High,,20-02-2023,,,,
INC3650,R596,Attacks,High,,17-12-2023,,,,
INC3651,R596,Piracy,High,,30-11-2023,,,,
INC3652,R597,Port Security,Low,,28-04-2023,,,,
INC3653,R597,Theft,Medium,,30-12-2022,Cargo theft,,,
INC3654,R597,Attacks,Medium,,04-05-2023,,,,
INC3655,R597,Delay,High,,14-03-2024,,,,
INC3656,R597,Attacks,Medium,,25-06-2022,,,,
INC3657,R597,Accident,High,,18-10-2023,Minor collision,,,
INC3658,R597,Port Security,Low,,07-06-2024,,,,
INC3659,R598,Attacks,High,,13-08-2022,,,,
INC3660,R598,Theft,Low,,23-07-2022,Cargo theft,,,
INC3661,R598,Accident,Low,,07-12-2023,Offshore Oil Rig Mishaps,,,
INC3662,R598,Theft,Medium,,20-11-2023,Cargo theft,,,
INC3663,R598,Theft,High,,07-03-2023,Container theft,,,
INC3664,R598,Attacks,Low,,16-07-2023,,,,
INC3665,R598,Accident,Medium,,16-05-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC3666,R598,Accident,High,,29-09-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3667,R598,Port Security,High,,02-07-2023,,,,
INC3668,R599,Attacks,Low,,13-07-2022,,,,
INC3669,R599,Piracy,High,,28-10-2022,,,,
INC3670,R599,Piracy,High,,01-11-2023,,,,
INC3671,R599,Theft,Medium,,07-09-2022,Cargo theft,,,
INC3672,R599,Theft,High,,20-01-2024,Container theft,,,
INC3673,R599,Delay,High,,23-04-2023,,,,
INC3674,R599,Theft,Low,,29-11-2023,Container theft,,,
INC3675,R599,Theft,Low,,04-12-2022,Container theft,,,
INC3676,R599,Piracy,Low,,15-12-2023,,,,
INC3677,R600,Delay,Medium,,17-12-2022,,,,
INC3678,R600,Delay,High,,25-11-2023,,,,
INC3679,R601,Accident,High,,27-04-2024,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3680,R601,Port Security,Low,,15-08-2022,,,,
INC3681,R601,Attacks,Low,,07-07-2023,,,,
INC3682,R601,Natural Disaster,High,,09-12-2022,,,,
INC3683,R601,Natural Disaster,Low,,15-08-2023,,,,
INC3684,R601,Piracy,Low,,31-08-2023,,,,
INC3685,R602,Natural Disaster,High,,05-11-2022,,,,
INC3686,R602,Attacks,Medium,,03-07-2022,,,,
INC3687,R602,Delay,Medium,,03-12-2023,,,,
INC3688,R603,Piracy,High,,23-07-2022,,,,
INC3689,R603,Natural Disaster,Low,,19-01-2023,,,,
INC3690,R603,Delay,High,,13-11-2023,,,,
INC3691,R603,Natural Disaster,Medium,,13-01-2023,,,,
INC3692,R603,Natural Disaster,Medium,,25-05-2023,,,,
INC3693,R603,Attacks,Medium,,06-05-2023,,,,
INC3694,R603,Theft,Medium,,05-12-2023,Cargo theft,,,
INC3695,R603,Theft,High,,02-02-2024,Cargo theft,,,
INC3696,R604,Attacks,Medium,,15-05-2024,,,,
INC3697,R604,Accident,Low,,07-07-2022,Offshore Oil Rig Mishaps                       ,,,
INC3698,R604,Piracy,Low,,30-12-2022,,,,
INC3699,R604,Accident,High,,02-02-2024,Accidents on Tugboats                          ,,,
INC3700,R604,Port Security,Low,,28-11-2022,,,,
INC3701,R604,Piracy,Low,,27-09-2022,,,,
INC3702,R604,Piracy,Low,,30-09-2023,,,,
INC3703,R604,Port Security,Low,,15-09-2022,,,,
INC3704,R605,Port Security,Low,,29-06-2022,,,,
INC3705,R605,Delay,High,,15-05-2024,,,,
INC3706,R605,Natural Disaster,Low,,31-12-2022,,,,
